"Feature","GSM468603.CEL.x","GSM468604.CEL.x","GSM468621.CEL.x","GSM468605.CEL","GSM468607.CEL","GSM468609.CEL.x","GSM468610.CEL.x","GSM468611.CEL.x","GSM468622.CEL.x","GSM468612.CEL","GSM468615.CEL.x","GSM468616.CEL.x","GSM468623.CEL.x","GSM468617.CEL","GSM468618.CEL","GSM468606.CEL","GSM468608.CEL","GSM468613.CEL","GSM468614.CEL","GSM468619.CEL","GSM468620.CEL"
"PRAG1",9.98473958,10.10161731,9.839922994,9.496046302,9.41856284,10.1346829,10.58969116,9.757017138,10.20851556,9.807350496,9.661191696,10.03697011,9.896804664,8.977956654,8.9029533,10.07374997,10.05895391,10.44016047,10.43988955,9.923023285,9.91403191
"PEBP4",3.319043743,3.434894797,3.530108444,3.561027618,3.373322456,3.673927435,3.252744676,3.797586503,3.57393179,3.415209081,3.848742367,3.530108444,3.814376879,3.545012052,3.484060335,3.537278369,3.350170962,3.830864939,3.486950246,3.447668014,3.422647306
"CDCA2",7.68931004,7.484057737,7.539318915,7.237967466,7.083026601,7.335604115,7.112024409,6.838568928,7.478062337,6.795515417,7.158437678,6.934749225,6.749658913,7.266469357,6.548093967,7.123254388,7.52783049,6.714769618,7.318115727,7.033650488,6.877368907
"TMEM65",7.102376845,6.395491992,8.332116888,8.528144387,8.71027549,7.546541378,6.904818707,8.718124991,8.369449664,8.691692458,7.048052959,7.014832578,8.365762067,8.631103906,8.624050645,8.713075603,9.011099307,8.802921508,9.10495561,8.767013721,9.116583803
"RDH10",6.933824444,6.797533805,6.581520493,6.777887843,6.877299061,6.88011375,6.740816648,6.684680571,6.505303875,6.725206136,6.612841681,6.678164345,6.296331711,7.32825282,7.349076362,7.221029605,7.542956094,6.897069268,7.583996215,7.155149736,7.200278431
"ANKRD46",6.84344709,6.814341567,7.347901426,7.921102181,8.589266905,6.531139763,6.285231514,7.741584602,6.824794888,8.441023329,6.799428834,6.814622917,7.276141705,7.984280177,8.39033874,8.23841865,8.381151658,7.955507107,8.319651296,8.157217716,8.243509661
"ESCO2",5.963220973,5.256784846,6.337338208,5.519912168,5.205503341,6.419891701,5.426804227,6.010520653,5.935150933,5.192990646,5.991238518,5.132708904,5.921073804,5.923799624,5.177758429,5.239506877,5.050891923,5.396151671,4.930673016,5.511954022,5.191938676
"FBXO16",3.404997209,3.276573626,3.323260475,3.295381658,3.160957007,3.162328643,3.157861304,3.34491059,3.248948945,3.175954666,3.445623286,3.543738102,3.273407237,3.264054241,3.252118601,3.268096403,3.331474696,3.313266553,3.195450002,3.232601232,3.422070279
"LRATD2",8.818922216,9.074387614,8.480557311,9.142134593,9.439229897,8.800292063,9.370771546,8.836046986,8.546620835,9.346770517,7.2739838,7.947184598,7.01071533,7.825954893,8.616357923,9.435439173,9.323210705,8.938588869,9.312188737,7.659077217,7.948656195
"CFAP418",5.679662239,5.770002157,5.804739504,6.071294839,6.155318402,5.897226299,5.8626705,6.170062735,5.843041347,5.859452298,5.762156544,5.412079515,5.697885564,6.203949871,5.903861804,6.0039921,5.9769588,6.098531045,6.298230989,5.915748771,5.933316887
"VPS13B",7.671296497,6.405376407,7.883293547,7.589625768,6.608414346,7.708660297,6.730062625,7.592796258,7.266832494,6.611907318,7.250905903,6.048905139,7.523951687,7.216282479,6.246424971,7.487838845,6.705846691,7.569170102,6.815857435,7.035396874,6.429207777
"TDRP",5.601799664,5.321348518,5.117285712,5.472567012,5.472449054,5.349323491,5.253024759,5.568294936,4.86909342,5.721961574,5.565254295,5.096853786,5.357437455,5.585806392,5.060934909,5.842955382,5.563974716,5.690274966,5.757525048,6.09879366,6.012927275
"ERICH1",6.531411902,5.876698044,6.175352334,6.731561606,6.431386594,6.498589941,6.13815073,6.613807355,6.253608673,6.344345084,6.628414842,6.227946007,6.150155819,6.619269438,6.304686805,6.413084292,6.294480818,6.647245887,6.495227617,6.833320288,6.302077384
"TMEM74",3.461979687,3.8667122,3.51154158,3.305786093,3.207109139,3.187792117,3.235251593,3.520114523,3.417889769,3.332257582,3.547230282,3.216415184,3.370985605,3.127485464,3.303272498,3.38157162,3.129885945,3.604926375,3.236861382,3.116820816,3.370985605
"FAM91A1",9.221395764,9.258015527,9.425819225,9.484855405,9.445902681,9.388226981,9.279496668,9.381276542,9.32995253,9.346230565,9.621054419,9.755107207,9.804390852,9.544784076,9.822467274,8.230910153,8.178255999,8.752255256,8.625485743,9.370380096,9.691229838
"C8orf48",4.453616634,4.845250445,4.544449786,4.474627241,4.707687581,4.000708078,3.960173321,4.023774336,3.869080038,3.782138414,4.057867709,4.326405754,4.267006684,4.240833101,4.101780087,4.475534671,4.885531788,4.089181957,4.246395858,4.553116334,4.294115516
"MCMDC2",2.732589605,2.685206286,2.785133104,2.658228758,2.728175739,2.789797522,2.789797522,2.813353,2.849006821,2.876634234,2.777757435,2.804708559,2.80880186,2.653641989,2.848294785,2.789797522,2.882345004,2.825965719,2.754219296,2.789797522,2.9405027
"SBSPON",3.564358795,3.705173047,3.560065248,3.38567146,3.235251593,3.562358729,3.398948439,3.602051191,3.357151002,3.398948439,3.551929218,3.229770623,3.358142434,3.450769449,3.513457541,3.2744768,3.317188261,3.184856918,3.458816157,3.21719268,3.442816911
"CAMSAP1",3.35597716,3.421755378,4.059460815,3.352298609,3.824932063,3.566160951,3.332492277,3.599319029,3.526604579,4.021210165,3.876009894,3.820333343,3.833036773,3.874996686,3.591905537,3.322177128,3.632322731,3.463487171,3.765618712,3.299048429,3.718458044
"REXO6P",3.645959798,3.775623345,3.557849167,3.848821149,3.785116796,3.710418201,3.668473871,3.470417794,3.504475216,3.520114523,3.748516152,3.591729226,3.20196427,3.630734993,3.457639407,3.634749156,3.244275916,3.401637817,3.704922632,3.434870025,3.603100248
"LINGO2",3.488311821,3.632807879,3.709482066,3.267832634,3.597207284,3.500923415,3.528869305,3.623560097,3.620928853,3.476143371,3.567707443,3.597207284,3.668976075,3.689280113,3.744781215,3.597207284,3.597207284,3.597207284,3.69315583,3.52080095,3.561629641
"NXNL2",2.989265751,2.994376618,2.910828132,2.749869608,2.877338696,2.96664464,2.73701698,2.771755902,2.975858236,2.755202982,2.815493438,2.961075443,3.14807652,2.845189876,2.760069802,3.055816567,2.792821496,2.95922156,2.713899245,2.889159471,2.888777968
"AK8",5.314244145,5.289310798,5.410576924,5.531588484,5.180533839,5.413691661,5.094728558,5.603407956,5.388609755,5.65043999,5.584755296,5.239985352,5.58316519,5.213014604,5.619620256,5.689669519,5.222857364,5.838281397,5.080956655,5.080388441,5.247032853
"TTLL11",4.220190529,4.177441286,4.220190529,4.220190529,3.826179008,4.121944281,4.175726852,3.906776981,4.351215684,4.055400625,4.172992079,4.598963648,4.220190529,4.232809596,4.21225628,4.220190529,4.293599227,4.31736665,4.340558925,4.280503149,4.378289407
"RASEF",6.795345499,5.499170927,6.00222888,7.237967466,5.555066299,6.679577696,5.534207975,7.071868636,5.410496753,5.411100289,6.864503975,5.221180025,5.772094676,7.078351885,5.880270895,7.187650293,6.00222888,7.037109736,5.576222966,7.233408617,5.590617584
"HSD17B7P2",4.015213111,3.527998563,3.896165297,3.616017219,3.517923259,3.924278447,3.7681641,4.2953647,4.086628989,3.487333135,4.615685906,3.433859572,4.185208094,3.830157939,3.808388998,3.963937479,3.676355676,4.304551587,3.524123678,3.898212983,3.902597626
"TTC39B",4.200278401,4.000452837,3.956528171,4.489092761,4.238798447,4.007483702,3.886013593,4.204287556,4.204287556,4.504030008,4.013476613,4.059558401,4.342665547,4.619358439,4.318975716,4.440862026,4.230291681,4.308029776,4.204287556,4.395397542,4.204287556
"TRMT10B",5.488807481,5.619506261,5.217159597,5.422001007,5.716862949,5.180360803,5.494549976,5.452305231,5.196119419,5.46757027,5.66720094,5.344866225,5.303275426,5.596789511,5.656254401,5.554755039,5.603883508,5.488807481,5.477390325,5.488807481,5.643000876
"LINC02603",3.867455367,3.974087726,3.976338491,4.082884456,3.914110113,3.840099627,4.009946802,3.879703427,3.958746987,4.092504148,3.862705826,4.066658428,3.829013883,3.882635368,3.830318889,3.847160933,3.825403596,3.880724428,4.00318938,3.60810077,3.922965617
"FAM120AOS",4.877592989,5.110370308,5.559375756,4.916649366,5.439712499,4.87266369,5.373547653,4.87626541,5.621464562,5.654999405,4.83198083,5.302226555,5.586887918,4.923939394,5.358317585,4.85495984,5.192834076,4.89132942,5.415304154,4.922003569,5.121864508
"FREM1",3.082008228,3.07676276,3.078042076,2.972238391,2.958091048,3.30720872,3.086097365,3.105684445,3.273451786,3.097735798,3.161769998,3.204715176,3.333434659,2.968396988,2.874690987,3.086097365,2.958630247,3.086097365,3.086097365,3.014086334,3.26445816
"BRD10",6.843206539,7.056035211,6.943323966,6.713252185,6.915289534,6.566796297,7.10656474,6.430568542,6.64534875,7.016927009,6.386377982,7.079599667,6.796756671,6.655677052,6.950235274,6.862143775,7.06941315,6.525406259,7.267876817,6.633511049,6.945048059
"SPAAR",7.697220383,7.278131709,7.645987823,7.152182951,6.545955102,7.606159479,7.314301918,7.137153735,7.529120209,6.567790936,7.057048947,6.963017461,6.877326855,6.603477323,6.504076732,7.833353625,7.566470883,7.419387002,7.286901771,6.882114499,6.936540102
"ZNF483",3.007907981,2.913079201,3.081269299,3.049468183,3.080550639,3.086130991,3.092883655,3.021182192,3.085117527,3.250792238,2.976167904,3.012754116,2.984901755,3.054885025,2.921552644,3.176942458,3.194582219,3.282091623,3.147429447,3.102212021,2.939206354
"KIAA1958",4.991015191,5.186399958,4.914992896,5.074096949,4.907740462,4.687638571,4.555554439,4.433787794,4.581643244,4.497938501,4.870374866,4.818663726,4.857376958,4.580974078,4.427606994,5.28335768,5.516354301,4.851014844,5.291956161,4.802719502,4.829414124
"ZNF782",3.373805461,3.692512024,3.355619791,3.631400917,3.234920705,3.351634734,3.373805461,3.472006024,3.258998614,3.468451219,3.558270508,3.107929871,3.164315503,3.437542369,3.542983277,3.66206395,3.649593042,3.243647733,3.221623975,3.672977014,3.553287199
"PRUNE2",6.896094224,6.342960503,6.017943787,6.345364889,5.55599436,7.066167934,6.213410673,6.338251218,6.131310117,5.460348481,6.415668725,5.761304793,5.384793303,6.160449485,5.283406886,6.756778688,6.213410673,6.838387294,6.216278269,6.201438236,5.596529926
"CBLL2",3.561629641,3.712911214,3.653591873,3.561629641,3.490694976,3.550142904,3.571396784,3.490675916,3.46903438,3.474696422,3.590071009,3.683983887,3.918233667,3.730876899,3.456943249,3.561629641,3.546692334,3.638546125,3.396136445,3.48689235,3.632854015
"ZXDB",6.245829598,6.502573924,6.594008311,6.311944787,6.191185748,6.074998108,6.437120398,6.25758866,6.737634639,6.476074401,5.816138165,6.46060911,6.415819113,6.197843901,6.293061693,6.183272115,6.609508928,6.031530997,6.669210015,6.355384803,6.806585922
"MOSPD2",8.08443866,7.319552276,7.056901072,8.039307869,7.408880085,8.226669388,7.508151679,8.178970919,7.17582375,7.426329398,8.555187029,7.992071084,7.51464471,8.636517002,8.311012384,8.062544511,7.355039499,8.244542575,7.502034259,8.911327211,8.441893698
"RHOXF1",4.312860139,4.29166818,4.344221392,4.541807023,4.292457964,4.479416368,4.306055797,4.466484465,4.718519118,4.112640039,4.450188185,4.458085317,4.336924797,4.452566863,4.373148947,4.477817005,4.224764165,4.373148947,4.373148947,4.653583424,4.384770609
"CXorf65",3.19928661,3.192371623,3.146317616,3.062806683,3.235251593,3.185421787,3.131447304,3.34955492,3.151644352,3.054653191,3.178497599,3.000656595,3.146317616,3.130833324,3.124827632,3.209472691,3.045111583,3.38688244,2.789655805,3.154594648,3.111843266
"ZDHHC15",2.910380546,3.038495445,2.832773245,2.896194654,2.911700258,3.010227305,2.84747516,2.913877698,3.049028318,3.131142365,3.028027686,3.084482821,3.11477942,2.671700792,2.943824393,3.03814967,3.022926924,3.010227305,2.883643821,3.285623143,2.950894548
"USP51",5.1783012,5.644240502,5.47252243,5.182708677,5.98607295,5.270793825,5.478264985,5.298592603,5.375805409,5.901304857,5.417113201,5.752344227,5.548217752,5.237487444,6.135254843,5.506383474,6.210427837,5.104764187,5.693239985,5.574905334,5.676120416
"ATP6AP1-DT",7.649012852,7.651699106,7.437957779,7.546541378,7.311227988,7.622303202,7.484271053,7.546541378,7.514893326,7.568422699,7.739713689,7.31160303,7.434908379,7.606002534,7.477557348,7.771285951,7.60757737,7.687027509,7.32478599,7.5687853,7.384401825
"CXorf38",6.361865028,6.693819992,6.222091927,6.438228791,6.696497611,6.019543698,6.46647123,6.02357352,5.99173131,6.647495611,5.672427839,6.230357091,5.938087023,6.020749765,6.55553999,6.222436634,6.49021409,5.587175209,6.556292195,6.159014111,6.344119084
"PABIR2",7.842803617,7.549403067,7.931167378,8.344638387,8.560406882,7.687932407,7.624140805,8.34099345,8.346256455,8.499622108,8.034212094,7.797072893,8.18492184,8.590224725,8.794768287,7.720032603,7.63140192,7.620713246,7.867176046,7.817107068,7.866292494
"PABIR3",5.491151256,5.157606223,5.438238365,5.440637181,5.56232178,5.59316646,5.277028355,5.403412273,5.988254231,5.478876318,5.531231997,5.467224119,5.948741082,6.057955327,5.609391754,5.236871883,5.23159385,5.301743777,5.248376618,5.570841111,5.485687404
"USP54",6.423236119,5.835748152,6.124146285,6.239812286,6.120490305,6.323302736,6.122908053,5.983160711,6.019355933,6.023436976,6.471544923,5.901534202,5.768592013,5.913827978,5.853932963,6.283774943,6.292842815,6.096833557,6.06925024,6.087968713,5.921210916
"SLC35G1",4.380450374,4.250213484,3.991709441,4.09330395,4.167245044,3.984317631,4.442628588,4.034745312,4.35788908,4.072505819,4.013612471,3.990108817,3.815719304,4.127787423,4.092359628,4.396193939,4.47992642,4.139836952,4.409623323,4.174047234,4.47992642
"CFAP58",3.571564962,3.469465296,3.642112498,3.439449202,3.475908711,3.326885536,3.354299407,3.439449202,3.439449202,3.646779436,3.374265277,3.844514891,3.182609609,3.437594438,3.893796116,3.073403145,3.439449202,3.188499679,3.213950596,3.361514088,3.560417402
"SLC5A12",2.728233531,2.727694941,2.887579593,2.639666285,2.826566224,2.539165167,2.93212347,2.685440221,2.86895622,2.67088684,2.638658816,2.774485714,2.756059448,2.81845308,2.884061826,2.71729121,2.845158903,2.80615151,2.658864856,2.676244091,2.679172819
"DEUP1",3.295961299,2.994087076,2.977190069,3.24073608,2.958360466,3.187909493,3.066029431,3.027457397,3.042061537,3.075343382,3.224940515,3.248180662,3.113138523,3.096975804,3.103961297,3.325148052,3.036068183,3.158947245,2.984332401,3.080399938,3.092883655
"TMTC2",5.812250285,5.554928836,6.124233816,5.280919656,4.857532227,6.121035246,5.864155309,5.3958445,5.846754608,4.829506955,6.008626371,4.959699569,5.913314685,6.302077384,5.262049636,6.319190893,6.181801818,5.959179674,6.163557236,6.384162725,5.881035689
"TMTC3",4.998069317,4.767070041,6.250978799,4.733187595,5.366525524,5.104822793,4.996617696,4.981603558,5.424757711,5.53315821,5.023543054,4.671765135,6.065085451,5.215503754,5.145221161,4.572432034,5.363947365,4.944236959,5.092690629,4.892721663,5.310950207
"ALDH1L2",3.47452929,3.235251593,3.318130183,3.068195069,3.31642159,3.089396575,3.253141953,3.395653839,3.318130183,3.374223317,3.073242533,3.635861542,3.300058645,3.26295462,3.154189554,3.138342968,3.664732743,3.010227305,3.592231307,3.448675028,4.395325527
"DENND5B",6.986088626,7.740378917,6.807516556,6.153823931,6.239399313,6.957033884,7.791878787,6.094988733,6.701786025,6.506769449,6.142856886,6.684399627,5.978431458,5.766371046,5.676345378,6.609118258,7.041599543,6.623292686,7.344654219,6.182956277,6.691336171
"TAMALIN",6.918208203,7.234832452,7.199223171,7.071830182,7.252457756,7.486364935,7.736382454,7.76133791,7.671764808,7.913191676,6.914902327,7.282471785,7.34409565,7.269923257,7.331421633,6.637970232,7.047831562,7.560936839,7.320765234,7.018684524,7.036760979
"PPTC7",8.876717641,8.263658725,8.554906644,9.026765691,8.506618026,9.086742462,8.543223178,9.021247875,8.760424852,8.681891432,8.656625404,8.268758087,8.802072839,8.96114855,8.520812796,8.721613055,8.44196432,8.914500136,8.492852802,8.909898658,8.279592283
"DGKH",5.797808864,5.896262931,7.042411166,5.685889404,6.735021772,6.098609575,6.413813319,5.998118988,6.641132453,6.69252248,5.984341259,6.120490305,6.701559793,5.895215264,6.294077507,5.464445392,6.079694682,5.615439724,6.328958668,5.476863098,6.23799201
"CCDC122",2.951318062,3.506598625,3.903326527,2.928570298,3.228556208,2.932074767,3.246202883,2.767137091,2.999781609,3.433863442,3.0157664,3.210476685,3.28001432,3.159573292,3.168557668,3.253420942,3.317188261,3.019155899,3.317188261,3.042602949,3.575391749
"GPR180",5.427872677,4.579847949,5.143500725,6.206892975,6.211029831,4.829005784,4.417013498,6.036550776,4.958778952,6.164950625,5.305213162,4.851753997,5.164565377,6.29495281,6.108422967,5.515373384,5.425366189,5.038019976,5.164274602,5.850229094,6.053293322
"GARIN2",3.598530288,3.547479479,3.619919638,3.900853638,3.454273168,3.673386388,3.598530288,3.655487652,3.598530288,3.693865033,3.887147218,3.517832512,3.885544884,3.638056452,3.598530288,3.622048933,3.589917141,3.78434233,3.362094343,3.463656736,3.592291007
"SYNE3",5.097731728,4.850915276,4.799676645,4.971288471,4.650450878,5.134719771,4.788786402,5.033806024,5.124138511,4.554385615,4.958059673,4.853319742,5.053381476,4.913174535,4.804914953,4.750864956,4.460258807,4.750864956,4.379264694,4.886607381,4.72427446
"CLEC14A",11.73656938,11.6035887,11.36753871,11.33275946,11.05070842,11.67433106,11.66907509,11.25032504,11.53681754,11.02445792,11.39318585,11.12131204,11.24797589,11.10142982,11.09067636,11.36869052,11.0558281,11.28768029,11.08691188,11.13985753,10.88051901
"TMEM30B",3.345660179,3.47302184,2.892214267,2.955060549,3.011385828,3.463275998,3.544431046,3.134736634,3.464414564,3.265873414,3.396022181,2.883240507,3.331527984,3.114478412,3.364614447,3.303157432,3.505764731,3.394005526,3.341531426,3.561051984,3.484992346
"SAMD15",3.231049264,2.934970102,3.10768906,3.229797082,3.197024856,3.098606087,2.966062353,2.934357813,3.464607382,3.122204364,2.8801776,3.237972386,3.361676219,2.94138845,3.108435437,3.268562829,3.169375516,3.060049001,3.205241312,3.352954231,3.003214542
"NOP9",7.679917104,7.091057644,6.961910585,7.566462968,6.836987098,7.305070866,7.06686008,7.475362494,7.069693489,7.097830128,7.41612937,6.899451319,7.201004182,7.474113173,6.82716688,7.324603251,7.069648924,7.308832233,6.893007106,7.467866036,6.870160242
"EML5",3.101136964,3.200140515,3.016810886,3.093761416,3.181376061,3.234568527,3.126221838,3.018975517,3.115477735,3.141069468,3.013760305,3.12146869,3.335018761,3.053239643,3.235505545,3.164235008,3.126221838,3.072054471,3.014842819,3.149983161,3.230922988
"TBC1D21",4.617448814,4.494838495,4.56392743,4.494838495,4.436895209,4.593605089,4.56350362,4.506124992,4.344163141,5.008331966,4.394928711,4.396505766,4.522185898,4.586911325,4.152386064,4.265141043,4.095112205,4.417745734,4.371646768,4.553530407,4.551992921
"DNAAF4",5.386785726,5.518715068,4.590376092,5.199267875,5.696400691,4.943672451,5.386785726,5.078445571,4.641224413,5.85896091,4.489850336,5.257089938,4.29475343,5.058332551,5.382754496,5.872369591,6.200301777,6.07370705,6.572773538,6.037196607,5.995848845
"SPRED1",4.643532068,3.845363829,4.890357128,5.545878492,5.717158578,4.966684764,3.846763482,5.59672913,4.668924721,5.533440672,4.656822082,3.878711364,5.211557507,6.034651425,5.24458138,4.37052315,4.124012922,4.267253241,4.297159461,4.838199921,4.683440908
"PGBD4",4.897767019,5.150589653,4.92496269,4.780112816,4.796271769,5.105909936,5.034945503,4.833795916,4.918174391,5.069141064,5.171987448,4.865378605,4.944077181,4.551252445,4.669574473,4.652210491,4.721420474,4.682989501,4.908806018,4.765303295,4.781000096
"MAPDA",3.707457212,3.665557341,3.563068948,3.800149751,4.124012922,3.866894859,3.815501374,4.102334179,3.628294937,3.819879517,4.020912089,3.7887552,3.553402161,3.823384865,3.494935167,4.018999811,3.619067052,3.658576759,3.905896105,3.937573184,3.712935027
"FSIP1",3.480255207,3.265645371,3.296405807,3.752786845,3.119201023,3.535026421,3.331527984,3.41413813,3.042061537,3.71378222,3.370985605,3.214683899,3.480792374,3.152215056,3.331527984,3.291581881,3.388362442,3.398336119,3.331527984,3.355289307,3.11037828
"ZFPM1",5.328613144,5.51896983,5.184721195,5.103945155,5.706238551,5.264836259,5.553878316,5.179651235,5.328613144,5.571763384,5.437882745,6.034340516,5.184721195,5.325452904,5.409620514,5.219122311,5.333330793,5.353402602,5.328613144,5.217199553,5.328613144
"ITPRIPL2",6.970596585,8.024157677,8.52138766,6.747688334,8.490406595,7.938195765,8.711468526,7.551727066,8.036886032,8.67742984,7.628171551,8.506646206,8.554230514,7.245642466,8.36704438,6.395462205,7.962428905,7.36100601,8.332611358,5.992842803,8.305466897
"ZFP1",6.284559295,6.496531628,6.679275742,5.975721145,6.700932079,5.747726633,5.948184173,6.091223943,6.251952748,6.066302597,6.05589457,6.355790263,6.474876368,6.359579052,6.506357661,6.475845197,7.124879042,6.126682527,6.418161638,6.544606739,6.770098475
"ANKFN1",3.606671758,3.960308608,3.739738222,3.769559298,3.882355812,3.884561963,4.033304401,3.854673135,4.033358016,3.948933991,3.773948413,4.733565322,3.995383164,3.612347337,4.445285929,3.932493876,3.875350734,3.838782485,3.717003014,3.960308608,4.563799578
"SLFN5",5.557988316,6.363693423,6.108619289,5.955389945,6.24162506,6.548635554,6.601505242,5.850638342,6.120480202,6.183272115,6.097752566,5.865895953,6.101878272,5.989101928,5.887908642,5.216716649,5.39764673,5.226762393,5.273133443,5.206435465,5.275940606
"NAGS",4.146249904,4.755288161,4.662882946,4.812984066,5.455980465,4.26667415,4.350987352,4.506930636,4.47745478,4.92571016,4.270242012,4.092161309,4.428876801,5.11749049,4.898326161,4.165684106,4.520356859,4.311292408,4.282602846,4.286609396,4.333825386
"RETREG3",9.197586061,9.447933985,8.854725788,8.396692556,8.31534812,8.731019452,9.106464269,8.050739334,8.71577752,8.214063786,8.722011455,8.929781246,8.803200325,8.446303309,8.085379873,8.901734497,8.984647357,8.111102834,8.398446274,8.570582884,8.154345337
"TRPV3",4.962654908,4.6754634,4.490598042,4.721137102,4.529067595,4.742392297,4.564400235,4.853900103,4.6754634,4.560325162,4.784223557,4.659522576,4.824653422,4.654594637,4.607750293,4.942980738,4.442246034,4.881473761,4.616691224,4.54353188,4.613193076
"ZNF519",3.60740276,3.624080584,3.583376776,3.422456048,3.421176955,3.353767105,3.739421641,3.540846011,3.266713395,3.380747698,3.593334559,3.903132637,3.316089833,3.507896783,3.484992346,3.721869491,3.694662885,3.53638916,3.582431351,3.74184091,3.53985557
"C18orf54",5.513572575,4.881033165,6.457673932,5.491617609,5.290785554,5.79965363,4.893792683,5.390883548,6.130481995,4.987383844,5.096054678,4.491322036,5.474930455,5.430223023,5.236661605,5.017640277,4.703145849,4.291969653,4.566066616,4.770010351,4.523669638
"ZNF836",5.459869997,5.637447067,5.679666892,5.638388774,5.489031732,5.579107971,5.566434495,5.546461619,5.837674174,5.697389766,5.462026002,4.937492765,5.592077429,5.657914795,5.682699899,5.445064347,5.855852076,5.346803342,5.431318131,5.431825764,5.584685518
"ZNF610",4.083846255,4.873602407,3.957863419,4.213884109,4.848377814,3.487800912,3.976596866,3.642242342,3.656046395,4.406380445,4.09919595,5.009529759,4.169400748,4.253809661,4.45375194,4.297263624,5.263021127,3.793056776,4.695048106,4.248510115,4.866421152
"ZNF600",5.598762601,5.840134583,5.64311565,5.576074062,5.993694225,5.356287887,5.645875967,5.590526471,5.351396609,5.811268314,5.450018538,5.951535197,5.500463391,5.90259523,5.609809675,5.712298088,5.605746811,4.73288656,5.373055272,5.629587096,5.294954672
"ZNF320",5.800338115,5.746939432,5.966918043,5.90372595,6.224275206,5.548556234,5.351286223,6.094562919,5.526267584,6.183272115,5.889363562,5.801554392,6.014996102,6.3481416,6.092377033,6.314016256,6.112019108,6.061012915,6.321507225,6.36600342,6.394976849
"ZNF550",6.767350913,6.472672905,6.377833314,7.008312251,6.395607991,6.681910809,6.166555356,6.736456219,5.655750982,6.127960983,7.419470163,6.639938713,6.922140381,7.468919061,6.766365815,7.025028284,6.648962474,7.0907207,6.433467824,7.58462453,7.436057874
"DEDD2",7.000742281,7.691641252,7.513185028,7.353470504,7.934601713,6.818603742,7.373741543,7.134689864,7.525794843,7.639468873,7.437156647,7.919817471,7.755465916,7.772680883,8.087635622,7.110343443,7.581993824,6.844709525,7.524664618,7.465777522,7.747376379
"OR7D2",3.241904486,3.257646875,3.257587776,3.200426725,3.257587776,3.246545506,3.248389931,3.369701722,3.442885471,3.290295711,3.061942496,3.214365523,3.231618199,3.342116721,3.523480433,3.1246821,3.19001593,3.202569202,3.351446062,3.275617664,3.14212905
"ZNF579",7.2122818,7.773857912,7.372629086,7.070899359,7.433163568,7.290108525,7.684141972,7.189608055,7.558510195,7.364166534,7.220790297,7.640486122,7.447612935,7.050515974,7.512665082,7.122271416,7.796834746,7.180435141,7.527653487,7.107796968,7.474756201
"ZNF791",6.823635688,7.329925625,7.272389588,6.993823652,7.821201813,7.014122638,8.129222193,7.43971294,8.269305635,8.775773505,6.937483178,7.8844489,7.79799991,7.479602839,8.292019382,6.799240626,7.829057149,7.507054241,8.54156481,7.295582897,7.85785148
"ZNF564",6.233299153,6.405376407,6.139492066,6.33823592,6.581175194,6.028811505,5.865625527,6.077688263,6.18629563,6.296743777,6.437206276,6.50631358,6.441467838,6.460004044,6.678547523,6.378638446,6.675061265,5.774505794,6.387199688,6.535716661,6.484996816
"ZNF709",4.448205875,4.94988701,4.810830511,4.639811247,5.005058247,3.91115738,4.113659675,4.219055958,4.048885484,4.466635127,4.627620222,4.708443368,4.900196203,5.271853414,5.333689976,4.884570272,6.089559357,4.49448238,5.350130174,5.407777523,5.763481551
"ZNF114",3.597207284,3.595604949,3.663039181,3.597207284,3.406563248,3.796004672,3.924815096,3.891839759,3.51046433,3.502901048,3.553402161,3.641072011,3.605877269,3.668720915,2.998615373,3.739421641,3.499025939,3.480255207,3.537367353,3.698354319,3.338048125
"ZNF567",6.779863209,6.807228344,6.667729312,6.922208735,7.0144398,6.517689793,6.234374005,6.667729312,5.939980844,6.63127176,6.291016273,6.418286089,6.518294064,6.954476048,7.038354869,6.800814768,6.779863209,5.91781908,6.460665023,6.631370306,6.914306912
"ZNF383",4.088203949,4.218173973,4.401587957,4.047362521,4.190647569,3.815501374,3.835150784,3.935008011,3.853510781,3.669598291,4.12338989,3.922030147,4.497989944,4.07732063,4.271215267,4.236026993,4.07732063,3.864993669,4.193007257,4.219672356,3.922965617
"EID2",8.448271505,8.777871243,8.624116829,7.947026395,8.226535831,8.327783442,8.471546378,7.920778349,8.57287184,8.121968495,8.231671969,8.51759877,8.57338373,8.008192489,8.213430388,8.53223599,8.687080703,8.381580896,8.634791379,8.369034144,8.348291607
"ZNF780B",3.719817603,3.642242342,3.819336426,3.716211876,3.548006887,3.506629817,3.437594438,3.41452426,3.820169824,3.279224299,3.814643258,3.877282736,4.077419771,3.653414691,3.61306719,3.903205379,3.784329556,3.343178785,3.653414691,4.183079136,3.677135162
"PRR22",4.696157354,4.765303295,4.765303295,4.728698405,4.83604511,4.890604533,4.818439577,4.475648742,4.661260623,4.894980843,4.682256875,5.091122548,4.869228939,4.436035805,4.765303295,4.971627136,4.7324937,4.811440336,4.765303295,4.488265427,4.89461479
"ZNF100",3.734652173,3.635582761,3.560037138,3.633046774,3.493531745,3.939207966,3.511221904,3.76548017,3.516672928,3.655266354,4.043576007,3.575505261,3.86006283,3.957529621,3.584846273,3.722685081,3.556742677,3.72751728,3.784441428,4.067440881,3.75162876
