"Feature","GSM468603.CEL.x","GSM468604.CEL.x","GSM468621.CEL.x","GSM468605.CEL","GSM468607.CEL","GSM468609.CEL.x","GSM468610.CEL.x","GSM468611.CEL.x","GSM468622.CEL.x","GSM468612.CEL","GSM468615.CEL.x","GSM468616.CEL.x","GSM468623.CEL.x","GSM468617.CEL","GSM468618.CEL","GSM468606.CEL","GSM468608.CEL","GSM468613.CEL","GSM468614.CEL","GSM468619.CEL","GSM468620.CEL"
"A1BG",3.562489085,3.829085725,3.697244887,3.752228752,3.597207284,3.705307376,3.538132809,3.555108885,4.051012912,3.910067771,3.87123113,3.609394458,3.83185139,3.640522856,3.838392874,3.768274394,3.896481393,4.119672162,3.540850216,3.749376177,3.737601038
"A2M",8.106047911,6.49754242,5.410576924,7.24827366,6.459956467,8.283550684,6.680301732,7.286739937,5.673361637,6.390522506,9.352450508,7.826484201,6.814983882,8.121867619,7.075308011,7.555813761,5.762496395,7.596026086,5.523598325,8.27803718,6.374244817
"NAT1",7.914207292,7.875785365,7.321157678,7.474573495,7.474849477,7.660689196,7.457476142,7.085893947,7.293762417,7.357852277,7.897202704,7.938058255,7.415109122,7.648437659,7.980301068,7.156244385,7.205253399,6.576564372,6.921712012,7.382948129,7.125371171
"AADAC",4.39999951,4.561014773,5.004549872,4.781699239,4.696020464,4.450992809,4.567703425,4.537709228,5.071598073,4.036014442,4.664023469,4.567703425,5.177148205,5.048697955,5.204487945,4.33084744,4.280826456,4.348341236,3.88367792,4.619083336,4.034868124
"AAMP",8.707350519,8.717857681,8.654950851,8.652766292,8.896637839,8.808063428,8.660449035,8.668116928,8.581140066,8.742110165,8.722538118,8.742755563,8.667009986,8.86066153,8.917711278,8.730377077,8.94307838,8.73316521,8.687078706,8.711127178,8.869430382
"AARS1",9.272910938,9.098057279,9.399023244,9.144089116,9.05241032,9.091714372,9.127593954,9.054946794,9.282541191,8.963613245,9.506250593,10.01866009,9.977593822,9.540465508,9.422800981,9.226137752,9.467127528,9.202055583,9.223428862,9.961974405,10.39846576
"ABAT",3.848821149,3.382620393,3.530108444,3.754596851,3.696062794,3.576891541,3.525203065,3.279694634,3.978759115,4.253508666,2.993653406,2.842118048,3.088040559,3.342128877,3.061186335,3.398948439,2.978999156,3.197596414,3.527431113,3.422434324,3.126312092
"ABCA1",7.493028403,7.568856746,7.107284352,6.139124482,5.491991004,7.410521475,7.812082335,5.782367447,6.998622436,5.916821083,6.489693249,7.291863341,6.587081883,5.16819331,4.713206647,7.595629873,7.404025521,7.136999096,7.524331963,6.386887043,6.476570862
"ABCA2",4.687169584,4.824375866,4.884222349,4.800821131,5.147722315,4.461893929,5.022315695,4.67933245,4.969610476,4.887491591,4.762666799,5.016362796,5.06904838,4.596100399,4.833526421,4.763191989,5.216803339,4.939305412,4.901340586,4.84291167,4.59282474
"ABCA3",6.636658922,6.738304219,6.307881365,6.550225755,6.846110624,6.285335423,6.907079545,6.213030647,6.673102383,6.775774459,6.222323478,6.618050079,6.261425775,6.374440791,6.522339049,6.948918159,7.185601834,6.549265029,6.873320495,6.974774096,6.605412563
"ABCB7",8.175052939,8.397553174,8.395593099,7.694833133,7.7903994,8.022576941,8.478987219,7.670610169,8.415383744,8.029360294,7.772225648,8.254898436,8.150902224,7.7103423,7.696069747,8.121587107,8.563399319,8.098829736,8.42473474,7.957926308,8.356447952
"ABCF1",9.212008663,9.383811147,8.922646086,9.44186117,9.442638008,9.252933446,9.502598749,9.255858798,9.132080863,9.590944124,9.213513817,9.48051634,9.132712249,9.329438866,9.410221963,9.359292858,9.418316002,9.215595288,9.28925472,9.388021287,9.263363679
"ABL1",8.986299239,9.296066462,9.116366746,8.716296574,8.874366365,8.978490859,9.363179338,8.813915331,9.047778169,9.085088632,8.758914272,9.025233373,8.972525609,8.371845105,8.469874686,8.890533575,9.207018857,8.87809939,9.172913414,8.661009509,8.8046784
"ABL2",6.38499665,6.700537273,6.938593028,6.472668325,6.469261081,7.293085532,6.854837612,6.814950545,6.714982122,6.818484033,7.038654884,6.823556833,7.138686908,6.839533204,6.700389754,6.301206477,6.300137857,6.828083923,6.692516894,6.431877271,6.50717344
"ABO",4.143900876,3.891394979,4.279841451,3.983625393,4.058359319,3.936378711,3.842445234,4.321223546,3.918088503,3.97669987,4.090767615,3.945461684,3.996161629,3.821270592,3.971267286,3.996161629,3.996161629,4.21275977,3.996161629,4.034750113,4.025918495
"ABR",8.695492846,8.846348888,8.764678294,8.054550623,7.930973871,8.548920787,8.912996049,7.736630441,8.887021255,8.047056597,8.329666591,8.730268235,8.548920787,7.87803704,7.529841602,8.625788432,8.841254369,8.56789324,8.692829519,8.491287936,8.359664086
"ACAA1",8.502591204,8.678396446,8.384057831,8.432466654,8.849900373,8.284828226,8.53104489,8.303708734,8.506669154,8.926273823,8.31806695,8.81495772,8.417805741,8.386904252,8.844447915,8.594972148,8.966864746,8.455726256,8.887127979,8.565698538,8.4903887
"ACACA",9.410258661,9.198337728,9.398778277,9.245679046,8.802849292,9.316635046,9.179929926,9.069698107,9.388825416,8.855226138,9.446250974,9.125233215,9.272193182,9.317243158,8.689472906,9.80446107,9.550933548,9.611809908,9.374741935,9.929829312,9.258814172
"ACACB",4.736023854,4.522290961,4.605568306,4.736023854,4.736023854,4.736023854,4.599320217,4.821314147,4.581647816,4.854478145,4.893497512,4.655326078,4.74550856,4.647045172,4.712085454,4.725087702,4.573703108,4.816995155,4.768884078,4.78350705,4.690828999
"ACADM",8.477283945,8.307011342,8.328088703,8.946831919,8.741775619,8.561342676,8.132471056,8.851426965,8.299434608,8.59997072,8.558124736,8.452592107,8.449197768,9.02256375,8.750586054,8.376645077,8.263783043,8.347866696,8.459557551,8.486315784,8.530274233
"ACADS",6.600414924,6.558995701,6.44923914,6.175644849,6.140762229,6.266201369,6.418206012,6.313593176,6.435010926,6.223857905,6.471394991,6.650719294,6.499739235,6.358423524,6.38672849,6.422451808,6.454350481,6.398196883,6.550116017,6.302420589,6.253038348
"ACADSB",5.763753122,5.812578385,5.247642802,5.736572962,5.814816306,5.605780101,5.634896832,5.70296143,5.158560179,5.732557876,5.463161045,5.501137812,5.052305513,5.626004525,5.570140151,5.946752782,5.757741248,5.682956646,5.812421897,5.679230322,5.602326423
"ACADVL",9.175465081,9.065293807,9.166232793,9.448097569,9.41296319,8.937038715,9.121443709,9.277469457,9.253997138,9.385051807,9.080317018,8.900555889,9.146841531,9.40209395,9.372141195,9.19315854,8.979002514,8.95934107,8.890623734,9.229817578,8.800932882
"ACAT1",10.11796551,9.838456525,10.11333531,9.912820851,9.807129265,10.16393755,9.754739468,9.845902929,10.05517161,9.853211677,9.965580852,9.698401646,9.994990153,10.11008742,9.881577848,10.11167914,9.980761824,10.03127661,9.844168533,10.26086573,9.79993758
"ACAT2",10.13042388,9.525154521,9.823697216,9.429413958,8.076388182,10.06442451,9.083251431,9.351652315,9.737607131,7.854616948,10.25611916,9.274015758,9.304505535,9.788073404,7.725880748,10.21575616,9.633171611,10.30983824,9.597296925,10.43040471,9.493464303
"ASIC1",4.609682773,4.882278221,5.034511409,5.039893818,4.844488216,4.750636083,4.754034607,4.860867409,4.980861161,4.838116686,4.90483497,4.900253219,4.980289911,4.856131286,4.860867409,4.629172201,4.95382109,4.922202457,4.879922477,4.860867409,4.730270499
"ACLY",10.47770364,9.502670456,10.77476772,11.48299626,11.26298995,10.14667077,9.356194025,11.30744456,10.64340721,11.15379445,10.37994114,9.726510626,10.58123711,11.42505675,11.15949473,11.54292909,11.46706346,11.58041441,11.37078962,11.60284308,11.32089707
"ACO1",9.159000993,9.433301419,9.431181048,8.889610903,8.758529245,9.101097958,9.246360209,8.671364971,9.198007127,8.690170797,8.886648077,8.94372618,8.982823947,8.709609384,8.385125454,9.493858049,9.616042603,9.138549839,9.503589724,9.125126785,9.265228695
"ACO2",9.807751546,9.979213263,9.733608928,9.507186299,9.804595018,9.70221714,9.806524252,9.43292008,9.849229853,9.753916595,9.774622667,10.01825189,9.863465336,9.756797667,9.833284108,9.775250723,10.03771326,9.615622718,9.783660665,9.904984194,9.824157035
"ACOX1",7.306560529,7.771060056,7.577040121,7.320421106,7.935500541,7.320421106,7.802189489,7.071737662,7.143948752,7.745689987,7.351298086,7.758076933,7.271500349,7.676002508,7.866173417,6.791460935,7.185565144,6.60002341,7.032526954,7.068222866,7.110555915
"ACP1",9.783125645,9.440247634,9.594328073,9.609869331,9.209341844,9.741750285,9.393198956,9.455137579,9.594328073,9.18078223,9.612217721,9.409030442,9.592653206,9.505836173,9.119663372,9.937051135,9.620175269,9.865651051,9.748730566,9.875916921,9.676379551
"ACP2",8.167785859,8.453236641,8.492546685,7.743895017,8.061662704,8.170741646,8.517680034,7.86083374,8.542539945,8.173972908,8.167368723,8.503454566,8.488956618,7.936588011,8.131167451,8.093451296,8.301410616,8.061974669,8.228666876,7.900794767,8.114819216
"ACP5",5.219373707,5.733165125,4.774434853,4.440862026,4.307465106,5.583542664,5.342472571,4.926501254,4.754935699,4.492236516,5.229132672,5.495361268,4.822092214,4.588241406,4.593966348,6.754827187,6.136050683,6.655629933,6.367604399,6.642526303,6.002516994
"ACRV1",4.250979788,4.381736125,4.256035007,4.317892502,4.035919729,4.183363048,4.199065477,4.198138578,4.325996647,3.993935185,4.266009702,4.106338478,4.303908938,3.932247447,4.155171568,4.167393667,4.127475365,4.18321717,4.02590036,3.972164191,4.058796934
"ACTA2",7.422375167,7.762360382,7.709768159,7.39355963,7.646763778,7.336895023,7.645431957,7.348303119,7.69028887,7.385886818,7.184490064,7.358824497,7.588931343,7.07799893,7.313684874,8.071959346,8.294078245,7.839742757,8.435231514,7.778349238,7.938303206
"ACTB",13.96334286,13.90545447,13.944546,13.96620553,13.96232195,13.85563936,13.90588051,13.88328023,13.88254053,13.96013172,13.89456603,13.85853501,13.906628,13.86415169,13.99138854,13.80433533,13.90138205,13.79250318,13.84154325,13.79770909,13.76787427
"ACTC1",5.068394558,5.21254803,5.252543059,5.333386271,5.180683248,5.099598288,5.180941052,5.349674007,5.211430358,5.200857026,5.290145119,5.344202357,5.20601188,5.364921038,5.414002171,5.084428618,5.162585312,5.216913189,5.089286126,5.211430358,5.140963686
"ACTG2",5.316921152,5.280906858,5.481925016,5.293462666,5.274647866,5.280906858,5.240028704,5.230928177,5.461639952,5.060461645,5.280906858,5.333940469,5.466421281,5.243495114,5.355971588,5.470135141,5.113908591,5.434623169,5.153007408,5.335520202,5.586046216
"ACTN4",9.796771996,10.19358371,10.13656737,9.788449492,9.677404986,9.741198596,10.00279181,9.627350664,10.3593519,9.722676409,10.00064085,10.02590431,10.26551936,9.857024882,9.665719894,9.36944561,9.571980522,9.380243842,9.35320212,9.53562959,9.350898284
"ACTL6A",8.898597448,8.924248765,8.818377488,9.214712229,9.269535941,8.965102489,8.461260265,8.91010458,8.548370171,9.012435679,8.745614838,8.730921802,8.56411397,8.849772822,8.991527114,8.955862236,8.973966869,8.790044713,9.229569521,8.577395157,8.993550239
"ACTN1",10.88937562,11.22568392,10.4016942,10.76927016,10.41801345,10.82166717,11.19542253,10.66545699,10.33794308,10.49200344,10.95850074,10.99666922,10.46377101,10.7776171,10.3542913,11.02149812,11.18527738,10.95258436,10.92843798,11.14502351,10.81940932
"ACTN2",4.052699861,4.162450975,4.085346356,4.156622259,3.792985561,4.359043095,3.839311606,4.257347764,4.017122219,3.931635948,4.189268754,3.977431952,4.115194882,3.81959563,3.890228527,4.052699861,3.990197864,4.124710276,3.867877485,4.025799083,4.033900156
"ACTN3",4.338573398,4.229489386,4.391079979,4.639976068,4.364317194,4.299938927,4.336860197,4.358154101,4.010244739,4.229361326,4.329902923,4.664522489,4.477307942,4.342665547,3.983858693,4.761611507,4.40543785,4.483413256,3.824773744,4.257878339,4.564516074
"ACVR1",8.826420532,9.233181298,8.918299268,8.77049499,8.921183184,8.731002012,9.170843375,8.734301885,8.983987702,8.993920708,8.792563967,9.208493404,8.774410813,8.877831987,8.949128969,9.201233915,9.21122606,8.752347038,9.389812726,9.205412373,9.384407202
"ACVR1B",4.510705137,4.468111876,5.423883029,4.920718252,4.785131606,5.189130468,4.373833434,5.054317269,4.461559084,4.459006171,5.095054811,4.794907078,5.129319703,5.167313418,4.642638204,4.712524755,4.977628864,4.794907078,4.624106189,4.917307515,4.7751031
"ACVR2A",6.094567662,6.015076191,6.196445256,6.09623215,6.221691032,5.849678084,5.751501865,5.947633005,5.763276733,5.761503572,5.661977169,5.645870073,6.051179077,6.038392588,6.062476895,6.453534644,6.339375674,5.979466475,6.448237088,6.225978731,6.236628791
"ACVR2B",7.390324169,8.012743362,6.867691871,6.249661315,6.466901492,7.194047696,7.602152244,5.989070809,6.652271859,6.37324938,7.151000256,7.92983664,6.971580905,6.268426823,6.291785058,7.377949625,7.675174392,7.056066516,7.475432741,7.451601886,7.352532822
"ACVRL1",6.890716738,7.839699201,7.967703829,6.99378098,8.815191099,6.910782158,7.893109919,7.207551897,8.21788451,8.009629047,7.243364562,7.536030333,7.818061879,7.44695815,8.068904935,6.591219344,7.870083835,6.932842164,7.536030333,6.716885774,7.356675627
"ACYP1",8.186614362,7.60098863,7.962808152,8.306772539,7.99928988,7.848557842,7.187715605,7.881094325,7.703397981,7.444285275,7.594759039,6.830501041,6.882083464,7.904744478,6.882520286,7.583111297,7.49442224,7.320033065,7.343668686,7.284151066,6.831612047
"ACYP2",6.726314536,6.894409465,6.687844363,7.01802605,7.607344065,6.878605563,6.898473223,7.041759139,6.823883312,7.317644766,6.811755668,6.937678257,6.8490932,7.128041561,7.547497172,6.699941152,7.05281419,6.747734061,7.04195043,6.794782445,6.876714703
"ADA",8.126913572,8.286446726,8.40159725,9.410955648,10.26451645,8.124720216,8.030748277,9.236765463,8.235688448,10.3438278,7.534892678,7.674766631,7.759934978,9.041929168,9.927921775,8.808433938,9.133917268,8.624845756,8.967604893,8.226608896,8.575651663
"ADAM10",9.473193086,8.922602867,9.147437849,9.819573839,9.326297279,9.708019602,8.877181289,9.762497931,8.721330843,9.055777323,9.837513356,9.08047624,9.22376286,10.11563885,9.505904099,9.36944561,8.494609409,9.320683396,8.617938957,9.819477574,8.995083777
"ADAR",11.20294914,10.80304271,10.53970325,10.956763,10.66461054,10.98245227,10.80304271,10.68935514,10.56647212,10.76840093,10.98366648,10.61001112,10.52428687,10.84126065,10.54824122,10.96259866,10.99870926,10.98052388,10.81854562,10.9071179,10.66099718
"ADARB1",5.052860023,4.971858092,5.006906819,5.425357928,5.421184598,5.307906842,5.134507736,5.503824469,5.265851563,5.604240805,4.891066296,5.294441567,5.217585876,5.396865551,5.365182011,4.816449862,5.047632839,5.016789313,4.889108481,4.973415281,4.769340675
"ADCY2",4.235388608,4.176853475,4.013669454,4.044188113,3.931316551,4.253325238,3.971735502,4.017497475,4.262050587,4.277009692,4.06410916,3.918806635,3.996161629,3.884477375,4.036253864,4.140931711,4.130584907,4.120833378,3.971735502,3.774579976,4.049913596
"ADCY3",7.029156303,6.641551002,6.905677128,7.211699709,6.634774069,6.682018061,6.569439213,6.835792227,6.926740621,6.565334148,6.696216162,6.440603833,6.835792227,6.761259329,6.415076721,7.481090914,7.326660193,7.240850627,6.939753223,7.334591508,6.619342445
"ADCY6",7.467354611,7.56138503,7.070204804,7.278208901,6.960320727,7.345165473,7.510352674,6.916382612,7.448173763,7.011500379,7.570620663,7.317727184,7.478062337,7.214645094,6.559370983,7.343182756,7.335194252,7.101174423,7.142294321,7.455436066,7.071435418
"ADCY7",4.088494622,4.560295926,3.833675548,3.961772312,4.118142117,3.963516449,4.052825379,3.471813511,3.991840203,4.328338982,3.555595225,4.124012922,3.998566992,3.480629587,4.090651762,4.602839231,5.090602311,4.122490217,5.041237693,4.383043028,4.696525531
"ADCY9",7.022763557,7.142363769,7.204354771,7.174706507,7.012624512,6.993089829,7.125135416,6.524875955,7.096371484,7.206923842,6.607022498,6.675056343,6.499871805,6.652294376,6.774563282,7.383907743,7.120753759,6.990650023,7.255122961,7.172632186,6.809626469
"ADCYAP1R1",3.759818816,3.638652732,3.698970395,3.759818816,3.566560852,3.627461538,3.624895425,3.759818816,3.992565369,3.548707216,3.722208126,3.444419469,3.688268712,3.326858401,3.84370056,3.651150124,3.514181093,3.662714041,3.553486219,3.595888631,3.526437795
"ADD1",8.479754378,8.52791291,9.097071948,8.869127627,8.799506462,8.845443586,8.583000188,9.148898093,8.945748374,8.504211584,8.961661777,8.337376742,8.717437999,8.990647386,8.591876832,8.475402346,8.492563163,9.039522394,8.437753165,8.388783127,8.309158522
"ADD2",5.427328983,5.844536972,5.74048321,5.852997446,5.794846425,5.688277157,5.817631908,5.79034876,5.829534203,5.39468153,5.820553106,5.739388863,5.982306795,5.918318668,5.877426529,5.93907509,5.846643178,5.979911908,5.680146518,5.769075254,5.608823484
"ADD3",10.3992036,10.438095,10.24737632,10.23221086,10.13604024,10.27460196,10.43197206,10.15398483,10.50802776,10.1838813,10.37793399,10.42949588,10.22545062,10.3290655,10.16259768,10.38563448,10.4057148,10.35143774,10.54213731,10.3309693,10.47941822
"PLIN2",8.897621475,8.973114656,9.127606495,8.842905478,8.983464543,8.736488755,8.889017361,8.55865459,9.025536142,8.855022546,8.230767585,8.074094863,8.209860623,8.343590868,8.131072611,9.064667957,9.409646342,8.861186564,9.23182619,8.578226108,8.573298754
"ADH1A",3.176315518,3.166010586,3.455123822,3.257468423,3.413671035,3.398948439,3.381340487,3.315125833,3.114172065,3.085838951,3.272558797,3.149894119,3.183125014,3.123163226,3.255912953,3.533039642,3.110723333,3.436567624,3.25293769,3.437646581,3.106531249
"ADH4",5.576222966,5.583837446,5.762770549,5.912364574,5.87715265,5.400210026,5.532272503,5.685889404,5.50872132,5.58995927,5.612391163,5.469212223,5.637366951,5.845789315,5.732397459,5.399557467,5.631546555,5.413999677,5.548149242,5.534118722,5.384985456
"ADH5",8.664081839,8.716382009,8.373247081,8.104468086,7.991076814,8.661784719,8.442522408,7.704348827,8.062775029,7.995102249,8.420745378,8.337311611,8.035075165,7.997055529,7.746136936,8.683502477,8.529177639,8.326651841,8.536567747,8.433841546,8.423073685
"ADH7",3.653622255,3.698299857,3.669315103,3.704286615,3.655721219,3.608172987,3.519539592,3.848126707,3.410102983,3.772466834,3.601926466,3.598826904,3.624045977,3.640522856,3.45729125,3.407849344,3.459389974,3.540450232,3.330129733,3.468895387,3.653195732
"ADK",9.271557735,9.010266021,9.009848378,9.523073089,9.282603207,9.296833486,8.726450801,9.495028183,9.059086955,9.110728309,9.099410477,8.791410874,8.66893545,9.575148357,9.106651696,8.712836435,8.571704248,8.768469449,8.554761583,8.709336433,8.437563155
"ADM",10.40082533,10.00414797,9.883850893,10.34083608,10.14069544,9.009696156,8.255422288,9.047106397,9.000954949,9.065996373,9.726732224,9.124117261,9.125246253,9.690905644,8.880022159,10.97191149,10.65663933,9.058163181,9.44216392,10.19209224,9.817906632
"ADORA1",4.988310671,4.987383844,5.109186099,5.179660398,5.293981912,5.2348562,5.004309353,4.773475734,4.987383844,4.781556043,5.024397529,5.407520276,5.208744823,4.907081114,4.805193426,4.738214515,4.936040859,4.821455992,5.131633914,4.928174545,4.897656008
"ADORA2B",7.082422309,6.494608996,6.261212593,7.161365116,6.444576731,7.048996422,6.548024891,6.859017397,6.066866057,6.330075817,6.260567664,5.370376223,5.385428067,6.457439371,5.48710436,7.153794027,6.864263582,7.062843612,6.942536306,6.597201737,6.017212887
"ADPRH",4.900756814,4.440454829,4.62614319,4.01284154,3.940730316,4.55859877,4.834032032,4.068269332,4.606845454,4.343328177,4.340956496,4.56736782,4.583717836,4.254119785,3.983858693,4.587906509,4.201056984,3.996340707,4.014907318,4.392972509,4.121129886
"PARP1",8.919720379,8.81923034,9.064436172,8.825112724,8.799969087,8.672848156,8.702591426,8.700810074,8.9308439,8.606553589,8.418049409,8.6040885,8.804181587,8.714936367,8.532704607,9.10525498,9.240724752,8.788622753,9.14223339,8.814117711,8.905894293
"PARP4",10.34964024,10.42586723,10.22735758,10.33591366,10.30007494,10.22015053,10.3506696,10.0914573,10.22607563,10.21388282,9.652592258,9.813616841,9.69381741,9.922427842,9.799824258,10.144533,9.900056272,9.76359837,9.843176228,9.544928234,9.090919921
"ADRA1A",3.072441588,3.137697771,3.313034553,3.122201161,3.109429631,3.391154996,3.109429631,3.060722219,2.988328831,2.982381113,3.072441588,3.004132696,3.231618199,3.211343449,3.099648894,3.391154996,2.998636459,3.307373474,2.954111697,2.894347471,3.109429631
"ADRB1",3.76548017,3.335886329,3.657067074,3.382774937,3.507718167,3.465774389,3.195450002,3.582498,3.270878456,3.526903065,3.380747698,3.205307858,3.099069239,3.460165613,3.082581217,3.214932582,3.118925725,3.146433853,3.241431934,4.051849205,3.392360871
"ADRB2",4.710111379,4.3076099,4.387343342,4.947185669,4.759501042,5.085514778,5.500764368,5.12419783,5.845359596,4.948899152,4.256891097,4.337786044,4.67667096,4.594218434,4.722144414,4.848295212,4.252145951,5.311086444,5.376670509,4.806726131,3.978686182
"GRK2",7.7398498,7.46596701,7.453765584,7.753386314,7.406077897,7.75290587,7.376464718,7.754303861,7.63730104,7.419188413,7.841242568,7.516576489,7.641243554,7.463628965,7.413968386,7.819811869,7.350372497,7.740721896,7.225131528,7.368390775,7.479108423
"GRK3",3.859292554,3.408703315,3.478644248,3.992690448,4.051775626,3.72764011,3.750262799,3.932576223,3.628294937,3.759463443,3.894068555,3.636924917,3.777555032,4.190613248,3.819490964,4.13254686,4.15201954,3.932576223,4.062887019,3.981657702,4.040628029
"ADSL",10.07766961,10.44153405,10.23194103,10.10196145,10.72450856,10.01700266,10.51317935,10.06532667,10.23968684,10.73029262,9.940411607,10.37229643,10.13543823,10.07855259,10.623355,10.22042106,10.75024292,10.00318586,10.70783965,10.19808259,10.64032988
"ADSS2",3.887498134,3.262408874,3.625618134,3.90869788,3.429544626,4.014339268,3.557280155,3.692021046,3.763305263,3.15675587,3.864875263,3.702895676,3.658991897,3.965002494,3.507832491,3.618840651,3.305686641,3.777804644,3.217054008,3.898212983,3.233074452
"AP2A1",5.87408731,6.43374844,6.860918069,5.218795141,4.946409683,6.104550258,6.287526933,5.539746329,6.72027291,4.908589026,5.954346271,6.131428199,6.719517136,5.092056062,4.841278485,5.460934229,6.07795861,5.43852052,5.600877915,5.544083902,5.686778445
"AP2A2",9.823573556,10.16457078,9.630137103,9.877192967,10.23456787,9.532660226,10.22601925,9.643856342,9.776933715,10.2546548,9.13624771,9.468277416,9.280523987,9.312238917,9.648683282,9.887797226,9.99817698,9.415333715,9.747476602,9.289934134,9.109051777
"AP1B1",8.070923534,8.276263342,8.414177031,7.623701725,7.601619618,7.888081865,8.239045354,7.644333689,8.407655093,7.721712695,7.918103897,7.942593622,8.230887138,7.462566163,7.426699991,8.087886987,8.089239614,7.888081865,7.905078831,7.652239941,7.59989037
"AP2B1",9.732715467,10.63933594,10.26585972,9.244004106,10.13406194,9.882869796,10.63379603,9.250528418,10.24116708,9.87164258,9.834275859,10.65017146,10.34888825,9.486894933,10.12231751,9.184729287,9.894452646,9.04906596,9.776471088,9.349259008,9.855939355
"AP1G1",7.946940834,7.728046974,7.881935971,7.830568116,7.715946241,8.08566494,7.5302425,7.872538103,7.379039533,7.534734207,8.157957772,7.94983653,7.882580419,8.08636273,7.685221313,7.7133189,7.508601652,7.869067603,7.692159255,8.19710879,8.025856899
"AEBP1",7.20417419,7.881790756,7.598863915,7.871256669,8.566486204,6.857878192,7.801003196,7.720154207,7.639432479,8.653957583,6.909941738,7.721762789,7.675972683,7.79318959,8.655645539,7.529148726,8.049032409,7.226267259,7.937094816,7.624696295,8.003046709
"TLE5",9.129604363,9.500669597,9.496596033,9.351686439,9.750459994,9.027600697,9.297025811,9.213629533,9.633556266,9.659111646,8.892922083,9.265047305,9.406364844,9.11153282,9.425669403,9.155786695,9.618649608,8.941038121,9.283148263,9.073307344,9.190264957
"AFG3L1P",6.453717234,6.444578708,4.969161718,6.700631378,6.393539195,6.178081992,6.571427634,6.661179947,4.634667292,6.49195637,6.335795332,6.627497308,5.21571074,6.710983418,6.40657929,6.480405186,6.763966002,6.262112584,6.934133992,6.961320959,6.586420966
"AFP",4.086958055,3.886759844,3.684072961,4.234298535,3.739195587,3.957954509,3.933523081,3.705702918,3.810856587,3.841966378,3.900257649,3.996208522,3.73732375,3.878659762,3.70314153,4.063547099,3.81097748,4.245109724,3.831914316,3.904401427,4.111818155
"AGA",7.426072232,7.182119119,7.284816085,7.615274097,7.508186791,7.625020651,7.064017003,7.488067691,7.219081108,7.501812058,7.343431809,7.117746829,7.134771184,7.736075309,7.541018796,7.358405904,7.011909384,7.181821481,7.138980964,7.524611658,7.158568136
"ACAN",5.123691951,5.362991998,5.114644873,5.352443509,5.352264225,5.311554368,5.404320413,5.303649243,5.366582575,5.166329954,5.357959531,5.404149928,5.475209212,5.360495984,5.451384842,5.217165904,5.240089807,5.323762263,5.114192909,5.018213434,5.168064814
"AGL",8.251704758,8.470869345,8.099772634,8.119213233,8.663660693,7.960564397,8.227158946,8.063920379,7.961414345,8.686921377,7.701799594,8.270692268,7.94953155,8.26422545,8.914869842,7.991011317,7.74906077,7.562810714,7.88614337,8.089107751,8.119213233
"JAG1",9.108666353,9.846595473,8.739195774,8.913470389,9.401869665,9.424161254,9.874150636,9.405550668,8.770149079,9.769256683,8.56930705,8.689172512,7.839215497,8.985383425,9.523680856,10.15178374,10.16848288,10.14099888,10.39059388,9.489061478,9.546366933
"AGT",4.011512825,3.98988403,4.124012922,4.389519068,4.143377821,4.113289933,3.948683881,4.257651728,4.06829215,3.894052231,4.388835498,4.038798839,4.337602604,4.099313898,4.084998502,4.200681112,4.059601101,4.353856999,4.124012922,4.003293222,4.078942853
"AGTR1",3.354299407,3.193265106,3.456811117,3.597224103,3.534703228,3.506504098,3.294823982,3.326450151,3.592745894,3.592350505,3.365855222,3.632953374,3.51144635,3.669725095,3.456811117,3.368567127,3.371790939,3.436819491,3.400306618,3.469168828,3.508820107
"AHCY",9.152305684,9.780348969,9.663588582,8.294136216,8.487752674,8.868423862,9.666267802,8.168694412,9.614362714,8.404170752,8.780611687,9.39694258,9.417540383,8.214378582,8.145732552,9.300317746,9.854765969,8.908927163,9.683333283,9.152305684,9.630646557
"AHR",9.183344603,8.944367156,8.645580668,8.632619786,8.816216529,9.254408327,9.344979477,8.862133397,9.022887405,8.77049652,8.86934965,8.680004961,8.556428589,8.533757312,8.759305651,8.482717279,8.011234512,9.081738437,8.849393526,8.368357805,8.310296627
"CRYBG1",9.084650726,8.453339284,9.074186615,9.091795349,9.189665427,8.851903697,8.27472204,8.86492883,8.798424645,9.004786287,7.274944778,6.136143129,7.050999002,7.480483095,7.058596578,9.246842322,8.646779669,8.886057851,8.574116412,7.36685801,6.506197256
"AK1",6.520035762,6.852543516,6.990024012,6.773968649,7.306673978,6.383325889,6.850752796,6.885560897,7.014725054,7.287877089,6.62379331,6.882665773,6.923045934,6.390384001,7.025326525,6.712618901,7.052913421,6.577134986,7.057992513,6.248028045,6.94238452
"AK2",8.830749049,8.769293027,8.604559166,8.299529948,8.172204584,8.776276067,8.692840255,8.177502484,8.539181157,8.266430887,8.777773281,8.816472952,8.646502718,8.242490164,8.014713624,8.811212905,8.852799917,8.502496026,8.656857093,8.815007957,8.652801059
"AK4",5.885092894,5.891130283,4.885197232,5.741759205,5.52434739,5.53280275,5.577047322,5.626757444,4.981872484,5.866624235,5.799354585,6.196297723,5.866624235,5.699952208,5.362508038,6.696516858,6.845255963,6.46825114,6.601290193,6.939754249,7.074798502
