"Feature","GSM926651_Boeckel_K2.CEL","GSM926652_Boeckel_K3.CEL","GSM926653_Boeckel_K4.CEL","GSM926654_Boeckel_S2.CEL","GSM926655_Boeckel_S3.CEL","GSM926656_Boeckel_S4.CEL","GSM926657_Boeckel_K2.CEL","GSM926658_Boeckel_K3.CEL","GSM926659_Boeckel_K4.CEL","GSM926660_Boeckel_S2.CEL","GSM926661_Boeckel_S3.CEL","GSM926662_Boeckel_S4.CEL"
"C1orf87",5.163065975,5.22064976,5.073730514,5.072539708,5.146977302,5.188798987,5.163065975,5.22064976,5.073730514,5.072539708,5.146977302,5.188798987
"ARL8A",11.5950257,11.73231481,11.53130924,11.53728831,11.75795548,11.53745065,11.5950257,11.73231481,11.53130924,11.53728831,11.75795548,11.53745065
"SYT2",7.136316352,7.205818678,6.716329359,7.144165946,6.95898075,7.113298107,7.136316352,7.205818678,6.716329359,7.144165946,6.95898075,7.113298107
"GOLT1A",7.237318275,7.215134911,7.101910778,7.207405326,7.064105363,7.259291218,7.237318275,7.215134911,7.101910778,7.207405326,7.064105363,7.259291218
"UHMK1",10.08635751,9.819429312,10.13227625,10.38462012,10.51940942,10.30385792,10.08635751,9.819429312,10.13227625,10.38462012,10.51940942,10.30385792
"FCRLB",6.78010918,6.923803796,6.406159071,6.913721584,6.675840611,6.792266012,6.78010918,6.923803796,6.406159071,6.913721584,6.675840611,6.792266012
"ADH5",8.879750926,8.917388618,8.885622703,8.810627145,8.347992189,8.756625724,8.879750926,8.917388618,8.885622703,8.810627145,8.347992189,8.756625724
"COL2A1",8.007242806,8.100708983,7.826921125,8.035713452,7.91905659,8.065782437,8.007242806,8.100708983,7.826921125,8.035713452,7.91905659,8.065782437
"WDR64",4.463315161,4.555057615,4.434440843,4.44823632,4.431664884,4.557249807,4.463315161,4.555057615,4.434440843,4.44823632,4.431664884,4.557249807
"C1orf131",6.916263276,6.842487704,6.964779623,6.813220398,6.754872856,6.753440036,6.916263276,6.842487704,6.964779623,6.813220398,6.754872856,6.753440036
"LIX1L",11.35194524,11.29948238,11.26950111,11.23824581,11.19414142,11.21335079,11.35194524,11.29948238,11.26950111,11.23824581,11.19414142,11.21335079
"COL3A1",7.861589219,7.993616226,7.730040579,7.671285191,7.550906762,7.714005446,7.861589219,7.993616226,7.730040579,7.671285191,7.550906762,7.714005446
"SPATA17",4.92027914,5.09071206,5.094204133,4.785874721,4.940381375,5.025583049,4.92027914,5.09071206,5.094204133,4.785874721,4.940381375,5.025583049
"EDARADD",6.676231623,6.760282763,6.435005623,6.629196458,6.523764066,6.690257295,6.676231623,6.760282763,6.435005623,6.629196458,6.523764066,6.690257295
"COL4A1",9.778350018,9.87642096,9.83456813,9.972922907,10.01542018,9.936480904,9.778350018,9.87642096,9.83456813,9.972922907,10.01542018,9.936480904
"KLF17",6.855987585,6.82007044,6.348338572,6.691604773,6.531843634,6.748512318,6.855987585,6.82007044,6.348338572,6.691604773,6.531843634,6.748512318
"TMEM125",8.165859276,8.330475022,8.068731767,8.257854081,8.016991718,8.402228475,8.165859276,8.330475022,8.068731767,8.257854081,8.016991718,8.402228475
"TSACC",5.747412573,5.783694156,5.947611109,5.878183436,5.46251616,5.846215499,5.747412573,5.783694156,5.947611109,5.878183436,5.46251616,5.846215499
"IQGAP3",9.487341802,8.890898026,9.161468463,9.153621096,8.624535855,8.834446318,9.487341802,8.890898026,9.161468463,9.153621096,8.624535855,8.834446318
"NAXE",11.81189245,11.92861629,11.70897513,11.49084076,11.54606712,11.45522491,11.81189245,11.92861629,11.70897513,11.49084076,11.54606712,11.45522491
"ARHGEF19",7.922843211,7.996627217,7.739715784,7.919314045,7.874962522,7.944514231,7.922843211,7.996627217,7.739715784,7.919314045,7.874962522,7.944514231
"MRPL55",8.690641858,8.732399428,8.593151591,8.604762023,8.560166532,8.727978523,8.690641858,8.732399428,8.593151591,8.604762023,8.560166532,8.727978523
"H2BC26",9.513563621,9.217448602,9.413579582,9.443805629,9.662012337,9.354357673,9.513563621,9.217448602,9.413579582,9.443805629,9.662012337,9.354357673
"DRAM2",10.98708733,11.08913886,11.18701463,10.91380873,11.17042514,10.87198717,10.98708733,11.08913886,11.18701463,10.91380873,11.17042514,10.87198717
"CIMAP3",6.097436205,6.3224703,6.171438962,5.959965613,5.436521401,6.207328059,6.097436205,6.3224703,6.171438962,5.959965613,5.436521401,6.207328059
"C1orf162",8.147785172,7.63133512,7.462264813,7.865977319,7.389336542,7.355969109,8.147785172,7.63133512,7.462264813,7.865977319,7.389336542,7.355969109
"OR10T2",4.22793121,5.150843167,4.974633616,4.433727965,4.256577228,4.704002803,4.22793121,5.150843167,4.974633616,4.433727965,4.256577228,4.704002803
"OR10X1",4.455490785,4.346631352,4.273846097,4.559304425,4.274097743,4.647219361,4.455490785,4.346631352,4.273846097,4.559304425,4.274097743,4.647219361
"OR6K6",6.619037839,6.958696663,6.41895684,6.640665934,6.417320417,6.812587167,6.619037839,6.958696663,6.41895684,6.640665934,6.417320417,6.812587167
"OR6N1",4.882806418,4.718732696,4.231487175,4.773514498,4.42166578,4.597694754,4.882806418,4.718732696,4.231487175,4.773514498,4.42166578,4.597694754
"COL4A2",10.17633294,10.23659659,10.19871531,10.38121937,10.34163682,10.30425669,10.17633294,10.23659659,10.19871531,10.38121937,10.34163682,10.30425669
"NKAIN4",7.1097707,7.138818494,6.794667416,7.130757697,7.157292954,7.167337354,7.1097707,7.138818494,6.794667416,7.130757697,7.157292954,7.167337354
"VSTM2L",8.390504,8.633230862,8.250767034,8.322091945,8.465001755,8.268035882,8.390504,8.633230862,8.250767034,8.322091945,8.465001755,8.268035882
"FITM2",8.380367148,7.927907679,8.41860372,8.424261396,8.270849286,8.47063771,8.380367148,7.927907679,8.41860372,8.424261396,8.270849286,8.47063771
"WFDC12",6.480594977,6.470681081,6.224079884,6.337870889,6.396065842,6.394097625,6.480594977,6.470681081,6.224079884,6.337870889,6.396065842,6.394097625
"SPATA25",7.98212458,8.140211038,8.043241526,7.999951488,8.417431749,8.386371108,7.98212458,8.140211038,8.043241526,7.999951488,8.417431749,8.386371108
"COL4A3",6.30164781,6.458050989,6.159781776,6.390424648,6.201525676,6.370374564,6.30164781,6.458050989,6.159781776,6.390424648,6.201525676,6.370374564
"TSHZ2",6.533158116,6.827641825,6.000488328,5.999200853,6.26340306,6.452657014,6.533158116,6.827641825,6.000488328,5.999200853,6.26340306,6.452657014
"COL4A4",6.607295777,6.668213384,6.24814394,6.682799952,6.266997592,6.534397697,6.607295777,6.668213384,6.24814394,6.682799952,6.266997592,6.534397697
"CIMIP1",6.701946433,6.865083811,6.441836056,6.597310322,6.448722025,6.487932933,6.701946433,6.865083811,6.441836056,6.597310322,6.448722025,6.487932933
"TBC1D20",10.65673439,10.50869437,10.6203203,10.68527486,10.66304695,10.69640101,10.65673439,10.50869437,10.6203203,10.68527486,10.66304695,10.69640101
"C20orf141",6.605371648,6.798080012,6.723957271,6.60672288,6.566901225,6.328184477,6.605371648,6.798080012,6.723957271,6.60672288,6.566901225,6.328184477
"PROKR2",6.28977562,6.50706525,6.557912025,6.464134663,5.978816288,6.412939336,6.28977562,6.50706525,6.557912025,6.464134663,5.978816288,6.412939336
"COL4A5",9.139633365,9.311600342,9.371418765,9.115429281,9.308665343,9.397475527,9.139633365,9.311600342,9.371418765,9.115429281,9.308665343,9.397475527
"CSTL1",3.979111503,4.051560287,3.772997636,3.930837778,3.878090139,3.897188414,3.979111503,4.051560287,3.772997636,3.930837778,3.878090139,3.897188414
"CST9L",4.97637637,4.902939003,5.381130517,4.851095529,5.190676179,5.199718439,4.97637637,4.902939003,5.381130517,4.851095529,5.190676179,5.199718439
"CST9",5.302771214,5.31986384,4.788112832,5.546363984,4.697603958,5.263992128,5.302771214,5.31986384,4.788112832,5.546363984,4.697603958,5.263992128
"DUSP15",8.132513271,8.265923614,7.900215663,8.127783099,8.138097454,8.127879026,8.132513271,8.265923614,7.900215663,8.127783099,8.138097454,8.127879026
"TSPY26P",8.79889044,8.930237811,8.676592314,8.813841689,8.987900149,8.757808513,8.79889044,8.930237811,8.676592314,8.813841689,8.987900149,8.757808513
"BPIFB6",6.160353634,6.141278034,6.195084763,6.136670452,6.034625065,6.386772136,6.160353634,6.141278034,6.195084763,6.136670452,6.034625065,6.386772136
"BPIFA3",6.137243956,6.256837507,6.198593627,6.187833948,5.952501943,6.150950554,6.137243956,6.256837507,6.198593627,6.187833948,5.952501943,6.150950554
"C20orf144",8.160455437,7.943627977,7.597764645,7.534885328,8.121349221,8.135478874,8.160455437,7.943627977,7.597764645,7.534885328,8.121349221,8.135478874
"CHMP4B",8.97088172,8.916496067,9.083937374,8.990946261,8.947006134,8.888271506,8.97088172,8.916496067,9.083937374,8.990946261,8.947006134,8.888271506
"PIGU",10.55664398,10.26921386,10.51992305,10.7008582,10.54436541,10.54761185,10.55664398,10.26921386,10.51992305,10.7008582,10.54436541,10.54761185
"FAM83C",6.907507764,7.187378362,6.942136288,7.11190036,6.8575839,7.134710454,6.907507764,7.187378362,6.942136288,7.11190036,6.8575839,7.134710454
"COL5A1",9.453450628,9.406126446,9.309419573,9.418202277,9.403083891,9.422255016,9.453450628,9.406126446,9.309419573,9.418202277,9.403083891,9.422255016
"COL5A2",9.487653193,9.586707233,9.48597344,9.451991608,9.516264413,9.345011629,9.487653193,9.586707233,9.48597344,9.451991608,9.516264413,9.345011629
"ZNF280A",5.338608475,5.273530731,5.435200409,5.203424381,5.267898444,5.210108274,5.338608475,5.273530731,5.435200409,5.203424381,5.267898444,5.210108274
"EMID1",8.230807424,8.285862379,7.995669583,8.173087721,8.184801675,8.158521003,8.230807424,8.285862379,7.995669583,8.173087721,8.184801675,8.158521003
"COL6A1",9.952727734,9.998757428,9.862459942,9.910057891,9.807422766,9.937590404,9.952727734,9.998757428,9.862459942,9.910057891,9.807422766,9.937590404
"COL6A2",8.978478427,9.143324474,8.851332722,9.026093698,8.923884411,8.887985944,8.978478427,9.143324474,8.851332722,9.026093698,8.923884411,8.887985944
"PPP1R21",8.100622935,8.170412164,8.344132372,8.146307182,8.229745152,8.220761535,8.100622935,8.170412164,8.344132372,8.146307182,8.229745152,8.220761535
"COL6A3",6.45541978,6.559371475,6.245435451,6.453606062,6.180309667,6.574085726,6.45541978,6.559371475,6.245435451,6.453606062,6.180309667,6.574085726
"TMEM150A",9.718971475,9.841249203,9.858596526,9.650045417,9.853579272,9.875113905,9.718971475,9.841249203,9.858596526,9.650045417,9.853579272,9.875113905
"NUP35",8.884602306,8.275715602,8.953028457,8.824716524,8.429436698,8.697825123,8.884602306,8.275715602,8.953028457,8.824716524,8.429436698,8.697825123
"XIRP2",4.65095248,4.68190808,4.864783165,4.822610059,4.70869756,5.089365847,4.65095248,4.68190808,4.864783165,4.822610059,4.70869756,5.089365847
"TYW5",7.094931055,7.036479527,7.345469517,7.186463859,7.116467839,7.077097692,7.094931055,7.036479527,7.345469517,7.186463859,7.116467839,7.077097692
"COL8A1",7.002033893,7.163834343,7.240396598,6.914560526,7.464635909,6.813678243,7.002033893,7.163834343,7.240396598,6.914560526,7.464635909,6.813678243
"MITD1",8.410794092,8.536505503,8.660477519,8.389546799,8.747135579,8.409786892,8.410794092,8.536505503,8.660477519,8.389546799,8.747135579,8.409786892
"DIS3L2",9.457722531,9.413159284,9.612022908,9.40395782,9.398961464,9.518217665,9.457722531,9.413159284,9.612022908,9.40395782,9.398961464,9.518217665
"COL8A2",7.629906792,7.62762159,7.371591263,7.661937513,7.476850626,7.528730242,7.629906792,7.62762159,7.371591263,7.661937513,7.476850626,7.528730242
"CMPK2",8.468605415,8.53307209,8.345935771,8.477150085,8.558590439,8.509177943,8.468605415,8.53307209,8.345935771,8.477150085,8.558590439,8.509177943
"MBOAT2",8.524609453,8.628631056,8.812759078,8.559132615,8.445083622,8.285068362,8.524609453,8.628631056,8.812759078,8.559132615,8.445083622,8.285068362
"CNTNAP5",5.673812864,5.671237527,5.358824192,5.605451187,5.347431454,5.79933134,5.673812864,5.671237527,5.358824192,5.605451187,5.347431454,5.79933134
"TAF8",9.619739355,9.665857982,9.854291014,9.606886272,9.593697311,9.437802704,9.619739355,9.665857982,9.854291014,9.606886272,9.593697311,9.437802704
"COL9A1",6.988389123,7.019397358,6.831765016,6.947993834,6.847787633,7.100615329,6.988389123,7.019397358,6.831765016,6.947993834,6.847787633,7.100615329
"TMEM18",9.628392721,9.582698818,9.654653043,9.633047262,9.485185159,9.590568168,9.628392721,9.582698818,9.654653043,9.633047262,9.485185159,9.590568168
"COL9A2",8.222342361,8.333052327,7.825346377,8.143047016,7.957953155,8.103091159,8.222342361,8.333052327,7.825346377,8.143047016,7.957953155,8.103091159
"FBLN7",7.766636226,7.693227954,7.415737543,7.718340563,7.467705043,7.559337038,7.766636226,7.693227954,7.415737543,7.718340563,7.467705043,7.559337038
"NEU4",7.701362441,7.787007417,7.291590209,7.689527085,7.511706085,7.289184289,7.701362441,7.787007417,7.291590209,7.689527085,7.511706085,7.289184289
"RBM45",8.210750113,8.151856774,8.434312096,8.060024977,8.100160769,8.225929734,8.210750113,8.151856774,8.434312096,8.060024977,8.100160769,8.225929734
"CIMIP6",4.713450214,4.835290112,4.864363236,4.779475263,4.808840906,4.817855329,4.713450214,4.835290112,4.864363236,4.779475263,4.808840906,4.817855329
"BBS5",6.294839488,6.247641477,6.583790807,6.196078961,6.362165355,6.449436256,6.294839488,6.247641477,6.583790807,6.196078961,6.362165355,6.449436256
"COL9A3",8.896326052,8.995614395,8.531793081,8.859621723,8.840761059,8.813111142,8.896326052,8.995614395,8.531793081,8.859621723,8.840761059,8.813111142
"ADH6",4.54802165,4.741944848,4.49630914,4.629498721,4.438285988,4.605764594,4.54802165,4.741944848,4.49630914,4.629498721,4.438285988,4.605764594
"COL10A1",5.634458129,6.061808466,5.563568129,5.720788215,5.547182746,5.595277025,5.634458129,6.061808466,5.563568129,5.720788215,5.547182746,5.595277025
"ACMSD",5.028304591,5.171756214,4.870516969,5.13318828,4.900133992,5.229286765,5.028304591,5.171756214,4.870516969,5.13318828,4.900133992,5.229286765
"ICA1L",6.033826258,6.132811623,6.251540232,5.858899894,5.835912264,5.917685379,6.033826258,6.132811623,6.251540232,5.858899894,5.835912264,5.917685379
"FAM168B",11.3542617,11.34497309,11.43867758,11.45770457,11.40184948,11.32951931,11.3542617,11.34497309,11.43867758,11.45770457,11.40184948,11.32951931
"OR9A4",3.667492783,4.211399048,3.474002829,3.799953696,3.425465913,3.799424343,3.667492783,4.211399048,3.474002829,3.799953696,3.425465913,3.799424343
"COL11A1",5.88940649,5.963856311,5.646244822,5.931844996,5.704496896,5.899119029,5.88940649,5.963856311,5.646244822,5.931844996,5.704496896,5.899119029
"RFTN2",9.216726108,9.780594801,9.669998468,8.733184763,8.968420914,8.989489759,9.216726108,9.780594801,9.669998468,8.733184763,8.968420914,8.989489759
"CLHC1",5.568966438,5.657648809,6.018235018,5.61236717,5.859484184,6.010374483,5.568966438,5.657648809,6.018235018,5.61236717,5.859484184,6.010374483
"COL11A2",7.917429074,8.106995461,7.548757341,7.946660743,7.748896902,7.99702129,7.917429074,8.106995461,7.548757341,7.946660743,7.748896902,7.99702129
"PLEKHH2",6.634315756,6.554068458,6.676117446,6.50910733,6.504378397,6.53531385,6.634315756,6.554068458,6.676117446,6.50910733,6.504378397,6.53531385
"COL12A1",8.718330088,8.624475107,8.589249118,8.512028349,8.295418966,8.310881652,8.718330088,8.624475107,8.589249118,8.512028349,8.295418966,8.310881652
"AP1S3",7.812599029,7.499339344,7.788290995,7.752534236,7.624917966,7.595152366,7.812599029,7.499339344,7.788290995,7.752534236,7.624917966,7.595152366
"SGPP2",6.025815029,6.076617855,5.9014452,5.971349818,5.935161669,5.915607614,6.025815029,6.076617855,5.9014452,5.971349818,5.935161669,5.915607614
"OSR1",7.599320448,7.880270732,7.308883752,7.727985445,7.623089687,7.661190667,7.599320448,7.880270732,7.308883752,7.727985445,7.623089687,7.661190667
"COL13A1",8.533682157,8.480810002,8.363890004,8.491535442,8.383071754,8.445299918,8.533682157,8.480810002,8.363890004,8.491535442,8.383071754,8.445299918
"UBR3",9.68839319,9.447287571,9.810205561,9.832346836,9.982107162,9.944935424,9.68839319,9.447287571,9.810205561,9.832346836,9.982107162,9.944935424
"KCTD18",7.369396523,7.423381518,7.487834776,7.283601648,7.142056614,7.156409861,7.369396523,7.423381518,7.487834776,7.283601648,7.142056614,7.156409861
"FLACC1",6.463808118,6.836342211,6.728724163,6.485740136,6.91107728,6.832604277,6.463808118,6.836342211,6.728724163,6.485740136,6.91107728,6.832604277
"ZNF513",9.405071783,9.587635637,9.458603915,9.334055868,9.338980328,9.365773453,9.405071783,9.587635637,9.458603915,9.334055868,9.338980328,9.365773453
"SPATA3",5.910581695,6.02389103,5.624811489,6.011902597,5.814363725,6.027893192,5.910581695,6.02389103,5.624811489,6.011902597,5.814363725,6.027893192
"LYPD6",8.524826676,8.342821989,8.241759719,8.09435658,7.93308801,7.734360159,8.524826676,8.342821989,8.241759719,8.09435658,7.93308801,7.734360159
"LYPD6B",6.171902678,6.350492656,6.018485922,6.251003335,6.039174596,6.363082164,6.171902678,6.350492656,6.018485922,6.251003335,6.039174596,6.363082164
"GALM",8.328809348,8.69128855,8.420564812,7.953764409,8.170241633,7.902509441,8.328809348,8.69128855,8.420564812,7.953764409,8.170241633,7.902509441
"COL15A1",6.091008559,6.171950396,5.872280147,6.062318178,6.009436634,5.961911829,6.091008559,6.171950396,5.872280147,6.062318178,6.009436634,5.961911829
"TMEM198",7.639633811,7.774761082,7.196224902,7.742834747,7.438632905,7.735717374,7.639633811,7.774761082,7.196224902,7.742834747,7.438632905,7.735717374
"ZFAND2B",8.930844134,9.050797621,8.963324574,9.023456594,8.999293817,8.919405215,8.930844134,9.050797621,8.963324574,9.023456594,8.999293817,8.919405215
"COL16A1",7.999716503,8.056809295,7.596752257,8.039473801,7.830176141,7.968243569,7.999716503,8.056809295,7.596752257,8.039473801,7.830176141,7.968243569
"TMEM178A",8.085838446,8.24241604,7.914797211,8.215200439,7.829457531,8.096352325,8.085838446,8.24241604,7.914797211,8.215200439,7.829457531,8.096352325
"CPO",4.962308029,5.347637689,5.224643432,5.186247955,4.988041965,5.245225146,4.962308029,5.347637689,5.224643432,5.186247955,4.988041965,5.245225146
"CIMIP5",7.163837338,7.306108445,7.063002648,7.340053389,7.187590506,7.241806755,7.163837338,7.306108445,7.063002648,7.340053389,7.187590506,7.241806755
"SLC66A3",10.82955238,10.68229854,10.89189482,10.8745789,10.85991157,10.8430393,10.82955238,10.68229854,10.89189482,10.8745789,10.85991157,10.8430393
"TMEM182",6.473345775,6.814015825,6.658149763,6.418862569,6.4276475,6.686719474,6.473345775,6.814015825,6.658149763,6.418862569,6.4276475,6.686719474
"AHSA2P",7.48893074,7.818680759,8.005808503,7.624050127,7.861939812,7.879743339,7.48893074,7.818680759,8.005808503,7.624050127,7.861939812,7.879743339
"FBXO36",5.351803221,5.388426604,5.443299513,5.180310862,5.422513902,5.461085351,5.351803221,5.388426604,5.443299513,5.180310862,5.422513902,5.461085351
"MTERF4",7.41429475,7.386070828,7.620853067,7.406863328,7.499390777,7.450596508,7.41429475,7.386070828,7.620853067,7.406863328,7.499390777,7.450596508
"CCDC148",3.796178291,3.933345938,3.788316277,3.68927929,3.730138485,3.748638759,3.796178291,3.933345938,3.788316277,3.68927929,3.730138485,3.748638759
"M1AP",6.598314376,6.584885934,6.398018486,6.504389872,6.43024953,6.523786189,6.598314376,6.584885934,6.398018486,6.504389872,6.43024953,6.523786189
"ADH7",5.516658721,5.583647344,5.520104557,5.638806629,5.365104863,5.467998735,5.516658721,5.583647344,5.520104557,5.638806629,5.365104863,5.467998735
"COL19A1",5.565304876,5.680686343,5.308313299,5.642529715,5.482631315,5.619067312,5.565304876,5.680686343,5.308313299,5.642529715,5.482631315,5.619067312
