"Feature","X_9444360021_A","X_9444360021_B","X_9444360021_C","X_9444360021_D","X_9444360021_E","X_9444360021_F","X_9444360021_G","X_9444360021_H","X_9444360021_I","X_9444360021_J","X_9444360021_K","X_9444360021_L","X_9444360049_A","X_9444360049_B","X_9444360049_C","X_9444360049_D","X_9444360049_E","X_9444360049_F","X_9444360049_G","X_9444360049_H","X_9444360049_I","X_9444360049_J","X_9444360049_K","X_9444360049_L"
"KCNIP4-IT1",4.48129434643252,4.36243973209962,4.32859839023966,4.59231248688183,4.2422918457671,4.39705766734037,4.5847056459225,4.41092392535217,4.45187211541614,4.6244785967834,4.53558064140716,4.26941816464194,4.4690912922997,4.66637113548371,4.46902271008949,4.37101759683271,4.41092392535217,4.51160766417394,4.24918938191367,4.57797586648313,4.45339498752159,4.51486574677957,4.3648800098439,4.38308861548121
"LINC00111",4.29044428616316,4.33281902367459,4.42748865171283,4.3397121871906,4.20651221029538,4.29731181018306,4.46591072144978,4.74606033482728,4.37384775243892,4.34129609291084,4.39077619355228,4.3397121871906,4.22298438699547,4.33619569019002,4.7177037719993,4.43880822496798,4.53038458290187,4.38179168310126,4.38472614535873,4.51859626788748,4.41233983186758,4.62069453855665,4.2858814642434,4.4217965446018
"LINC00112",4.34736750200651,4.22592631695411,4.20459479395015,4.24286564404531,4.3786692039198,4.29210280657922,4.46915987124983,4.26601935016118,4.38179168310126,4.34803380949666,4.36457595017971,4.22108914810096,4.24967173867115,4.48045943062244,4.35348146934393,4.66923862786641,4.31149791991343,4.27879447001702,4.28391405886282,4.37484500258816,4.53806390055916,4.33472525008349,4.31610660512286,4.25758300643898
"LINC00113",4.34036333151554,4.47175272908427,4.63449953270852,4.43382034418203,4.20452943603488,4.2325366625114,4.34129609291084,4.29179970488362,4.34793521608996,4.21206301509939,4.41877580097455,4.33345903301106,4.55654441921251,4.34064236236611,4.67693674586461,4.28329521238746,4.51576591405671,5.11510338557733,4.59165675945399,4.31500168632262,4.37569314045275,4.40810681407704,4.21737652386817,4.38526692235614
"NPHP3-AS1",4.47782056305646,4.43464263010919,4.45880575879908,4.71072258708879,4.63920884646002,4.73238597929286,4.49586655845581,4.55955124437336,4.4389376831925,4.29910217297619,4.85795599922847,4.59630703800682,4.54990570407899,4.56435848948671,4.40276889677218,4.34554541455124,4.60015555034269,4.39188555195899,4.45588836097629,4.47933775117918,4.40945052391839,4.29684864103254,4.4004699744555,4.65218755724846
"KIZ",5.13455067319425,5.3644570056797,5.57433484510125,4.51859626788748,4.62930503809216,4.40774840091363,5.22153817677182,5.22858826313521,5.24036791966314,4.46591072144978,4.70999790561076,4.94710016205933,5.15276824290749,5.09439270013111,5.5547107026877,4.66539078930082,4.48790174822122,4.61334728915455,5.0571980730771,4.92138820318027,5.1092570013366,4.51859626788748,4.48226614577381,5.05311954306315
"CHODL-AS1",4.48129434643252,4.3469835022223,4.39525170737033,4.41304121788768,4.46254449662634,4.28880047741376,4.33002556254975,4.65890186542896,4.41901838380904,4.41889453130046,4.55955124437336,4.36671890844988,4.39412561405773,4.3631500115044,4.50281419382163,4.29415435770444,4.59646384806782,4.3767561948692,4.36012327408255,4.42071184174031,4.42693674208988,4.33472525008349,4.55955124437336,4.54270900069448
"LINC00160",4.50295558888857,4.60488944405376,4.5160627081279,4.46294762197931,4.64375595607492,4.58141222674143,4.44972689626474,4.62843126598486,4.37910090072403,4.69755786000205,4.52505806844668,4.5218838561135,4.29096767844433,4.64131779810419,4.37274135034353,4.59697057610005,4.62930503809216,4.41974815618416,4.4217965446018,4.30650744159553,4.40472332534822,4.17067484454381,4.37201105873388,4.54692939553016
"PICSAR",4.28828294444646,4.31779723701973,4.37643745234125,4.5014336311279,4.27219420300259,4.39705766734037,4.36213814017382,4.32779593733881,4.36528731845893,4.50048688371051,4.33953039137179,4.38504746893104,4.32708788310244,4.25903270319451,4.33555602859217,4.50194231461881,4.30927500096992,4.43779005116983,4.46402509262298,4.49044192537988,4.30130365679185,4.28423954523793,4.59330192181317,4.4847986260039
"ADARB2-AS1",4.38243930647462,4.19897504565082,4.41233983186758,4.36243973209962,4.42595132484206,4.63415460998966,4.47573545920559,4.54419516556676,4.48831771202072,4.48239965473207,4.29723304928936,4.40253600922102,4.36744705717915,4.28798408307633,4.51249966760615,4.49846947791945,4.30513107956444,4.39762024463897,4.28391405886282,4.45352521489539,4.25020607685539,4.84981121485099,4.72249965379389,4.55828271451084
"LINC00173",4.64866092952999,4.49947727045168,4.3378580531531,5.08568826777844,4.34554541455124,4.71440444544893,4.85815346935557,5.04012080574378,4.98966789510161,4.57065314514978,4.87174454809972,4.88250637483521,4.38352215753803,4.80839535739495,4.6212168629243,4.32191931587355,4.31149791991343,4.6633349709166,4.68468252779305,4.62516374676152,4.72324465419223,4.8870164368684,5.28751326007783,4.7374972866339
"A1BG-AS1",4.47505346030643,4.35752028028225,4.44314242987539,4.2657904157272,4.51814156168857,4.32841867790703,4.44972689626474,4.69718317134212,4.33601467743137,4.39077619355228,4.77694456158552,4.28887490725824,4.54614593993938,4.20544829849745,4.28235795062544,4.27514980910841,4.33975941353079,4.29676902427519,4.58486026594928,4.23996558311945,4.66833271150171,4.66512512334238,4.47905614638713,4.31584770060814
"EPB41L4A-AS1",10.1734686379866,10.0797844360716,10.2251468811748,9.14446644366967,9.38327176059117,9.15636692953722,10.4198677772262,10.1459424489406,10.5394009445366,9.9541838391227,9.92086729727781,9.87238594008278,9.97151925703376,9.96149154898007,9.90839225762915,8.84359320181974,9.11073822154602,9.15287572280054,9.68593096711198,9.59485285728262,9.58473504186325,8.95945794538165,8.95072528220968,8.79128421998133
"NCSTN",10.8575046235495,10.6886398641452,10.8074452954603,10.0896184323426,10.1102437213362,10.115967218879,10.5587951385334,10.6986357347148,10.59423105724,9.99721443001929,10.1734686379866,9.98620909662722,10.4173182687964,10.3915342384243,10.3532568522826,10.0388558011171,9.91945890874193,9.85252913192235,10.309414496752,10.4911430202456,10.4785250295189,10.0108366004561,9.9885245871667,10.0339044043044
"NDC80",6.66899970674905,7.07351419325197,6.70764338316502,8.2208003509059,8.24519499763005,8.3726282534591,7.11145921614445,7.14690558110401,6.75671987122893,8.10031064349514,8.19372949059013,8.11619106092897,7.73193959431024,7.55902464188767,7.71564579625158,8.14196750374748,8.29136147142144,8.32908512736888,7.16159136991537,7.11534464399761,7.09855597155222,8.07967237409777,8.0494955891582,8.00201662405187
"NDE1",8.47345110711425,8.35158235835451,8.63593636615678,8.51033465657317,8.36152241355653,8.39845765276526,8.2887880739781,8.03980878693947,7.8554510028722,7.86939956740509,7.92451418579406,7.70447840186072,8.5588342958404,8.16997596960943,8.45344113266993,8.17380083106671,8.14864482206966,7.97049999949724,8.27623962129958,8.21401431613974,8.19674435938707,8.00037429006619,7.74813530685775,7.87272468624502
"NDEL1",10.3024244547179,10.4965664658702,10.2989834955516,10.3341752302337,10.3391631025621,10.4044760933672,10.1033530667271,10.2126075465779,10.0175794565612,10.2759108063396,10.2355801913584,10.4089309239589,9.77630582418597,10.0297470095465,9.96213652302077,10.3154323640329,10.2705627256829,10.3239035999817,10.1751749602942,10.2371698286172,10.2673082422625,10.3304591584187,10.368969924432,10.2558077626906
"NDFIP1",6.12859086784387,6.32477625329031,6.23177654300191,6.63951809918642,6.28123009756939,6.49024532873176,6.40538557606075,6.34466148823596,6.26451625359742,6.31159256855791,6.46977352887724,6.38377210222673,6.1224347643402,6.19253463633734,6.51523607427354,6.52247965599597,6.41436403358984,6.5587996385055,6.56617723583165,6.64853386737441,6.35857369433258,6.7447465078082,6.6682906478531,6.71907172091647
"NDFIP2",8.26897940031301,8.57490792089457,8.35110380333946,8.46965778964029,8.39519389537665,8.5298525302651,8.38710081019659,8.7484436490587,8.49536275385973,8.57890636063703,8.79663373868938,8.67811508001857,7.79487454080246,7.8142871663711,8.10031064349514,8.38240683049919,8.36362268738491,8.45115000115349,7.8542305571871,8.15883985197363,7.91186486724347,8.36061744050857,8.45960139078256,8.40425354851461
"NDN",10.5069064799931,10.2935959008426,10.5350442334058,9.97789965036454,9.97609831634409,9.94232476004557,10.2355801913584,10.0729975483316,10.2553332407859,9.92527589956531,9.94774615219372,9.87533942872924,9.60464543649858,9.45147680040538,9.67480975444272,9.14369083224172,9.07238879933335,9.09886487986123,9.91154143028193,10.0966764073132,10.0235634477296,9.80131726918023,9.92527589956531,9.9541838391227
"NSMCE3",5.85163890450846,6.09266394800149,5.7241093201762,5.61837874373107,5.874565630645,5.88457166463991,5.87256632898287,5.89945178483716,5.34950588419665,5.64673192206655,5.71561225682435,5.64108158794292,6.0739132138221,5.78691670700321,5.59928630965183,6.33980858751748,5.7302937516876,5.91716736695354,5.83793714197216,5.58764593664647,5.66135568445861,6.01112864412894,5.85968406432324,5.78664449406567
"NDOR1",4.20383163971002,4.32841867790703,4.23828141672977,4.38504746893104,4.26256063520772,4.59730718653205,4.56805796899394,4.30513107956444,4.37910090072403,4.30993350406147,4.34602649353496,4.36888880692836,4.31141496093243,4.24430807703673,4.30829721461091,4.38363015783833,4.26268801393583,4.36713642225401,4.27843811611358,4.20193315450102,4.3517161005028,4.40002158164597,4.3552449867735,4.36416215405743
"NDP",4.35762098561447,4.30845872398093,4.4911581931766,5.42109083539601,4.99414715366465,5.33670543292366,5.70077982273219,5.91965212662871,6.01392204976441,5.96240846601176,6.10498673481576,5.8409815914574,5.72496196389213,5.73774783428607,5.66509224751549,6.14448337088287,6.33999411268383,6.09328039245304,4.6622894024348,4.31719649037157,5.11913230137451,4.46254449662634,4.68846572958895,4.83999188416655
"NDRG1",7.78904293504039,7.84736908556852,7.77734962696165,8.28842281740879,8.20766395513416,8.17850804109754,8.33666353956781,8.22284403706546,8.21042665220411,8.36174171549914,8.38105515606302,8.33322882420841,8.25576511538197,8.09796499136428,8.23086990501983,8.15984909810609,7.93036631681802,8.02107116195051,7.92209975478976,8.09712006117251,7.94821978940316,7.23353747215466,7.26820831319244,7.37335247468463
"NDRG2",4.33137455408007,5.02378691639326,4.67244675435674,4.71072258708879,4.39322841287292,4.39446430699503,4.45602326125343,4.26444331932323,4.88231505362357,4.38526692235614,4.67693674586461,4.55765635665233,4.51471641064537,4.40483767953617,4.67244675435674,4.63172063475361,4.55147020287046,4.43126531255714,4.55622134189363,4.64973081227694,4.4300155767953,4.46591072144978,4.37985537302269,4.39412561405773
"NDRG3",7.84009448608227,8.013391117689,7.73837215430129,7.43924018060186,7.36937712473722,7.22353686274511,7.90691418811318,7.6831976332531,7.80964600871666,7.3581362197742,7.27674253533465,7.16933803349304,7.98216036176759,8.10579814090643,7.9343774666567,7.10612415245218,7.22851577068338,7.12545402316254,7.90084019597272,8.01085306484135,7.84156282628271,7.18224709436017,7.07925995944397,7.29588148185911
"NDRG4",6.07342234008145,5.64637192171457,6.17583576965469,4.65977876627903,4.39615289321409,4.72786041381911,5.36838937980387,5.18875965264079,5.37332556450909,4.48239965473207,4.75706396184314,4.27689276898295,6.23585005068109,6.91063982983776,6.41848105726969,5.60559626057037,5.21381343428903,5.09299829816891,5.86783902160674,5.79932933084116,6.17317257905591,5.42780808283337,4.61147068094231,4.79624095638542
"NDST1",7.5539793488005,6.90813948615466,6.9769908758323,6.8555403390558,6.77088089718327,6.39510150807245,7.3040448355456,7.0295146323158,7.36343911657165,6.64649522567599,6.46110026845966,6.67150815797026,7.18578157412369,7.66971013124571,7.11248042578512,6.87513200820926,6.70505300133295,7.0043582179195,7.42507396817649,7.26293429132333,7.52701890519302,7.10083497665685,6.70643511708691,6.35989169611194
"NDST2",7.25734627208552,7.11841951274628,7.43719520263543,6.81524675612046,6.63293111298661,6.88098350255827,6.99731790643811,6.90392912886461,7.00145238686652,6.49837999312911,6.49538483850559,6.32383854647296,7.24946675099323,7.48082189982338,7.25648162835537,7.16024717650482,7.06377444424727,7.25545910812868,6.89625377993397,7.40469602949067,7.00388993118482,6.97201967706111,6.89885035211064,6.941729506028
"NDST3",4.39055302885494,4.30051770624331,4.30650744159553,4.44972689626474,4.36002009709588,4.33236540391907,4.38735339730287,4.54419516556676,4.21975845015917,4.3120033060574,4.2679441885335,4.34803380949666,4.27387398647576,4.37222002840163,4.3627436760899,4.31374726589625,4.50822360049036,4.355047934935,4.33354810495146,4.41483318415402,4.3075583437377,4.35455513045687,4.27563705188656,4.7374972866339
"NDST4",4.46187747701975,4.34469563280532,4.3378580531531,4.51486574677957,4.38179168310126,4.26385926259915,4.26801148429074,4.28820695062064,4.4131601400913,4.34583222512517,4.28628646752835,4.35962190958038,4.59614339890769,4.38933375656297,4.53314650494127,4.39978578398111,4.28056715358645,4.33137455408007,4.43476592150008,4.3648800098439,4.43526610876731,4.62965470929603,4.34139174677413,4.34803380949666
"NDUFA1",12.2627004205244,11.9023263422167,12.0550888399464,11.8957992139729,11.9844955137383,11.8748660188977,12.1566940033227,12.1295391986228,12.2261850502234,11.9820026616055,11.8224744720494,12.0988476216784,11.8507564925778,12.0354892320129,12.0576447975136,11.7087766504637,11.7906114291896,11.8207888368598,11.9316746584391,11.8284289844115,11.7705347539997,11.7874297809335,11.762255617304,11.5754544370536
"NDUFA10",8.34648495921994,8.01645875723281,8.13638114649919,8.39442592908808,8.28617156558685,8.11619106092897,8.10110992428384,8.26399177448874,8.25002086676771,8.21352837576502,8.16234814681714,8.32770124608619,7.98006677314898,7.97093133111928,8.18726838672782,8.26060481750871,8.38201047056925,8.41041499119101,8.12730529741032,7.89532135441712,8.1038547623808,8.50592634886664,8.39243266820172,8.23105997764003
"NDUFA11",10.8945397233012,10.804732495936,11.1315111983381,10.7588371941125,10.9821051062359,10.8204979144533,10.9740050449014,10.8921884297973,10.9888087575444,10.8059955223916,10.7610557817253,10.861900913305,10.9214440854162,10.889091775491,10.7090261479264,10.8225739575329,10.8297390576117,10.8539915612995,10.7917748794521,10.6770587025607,10.5182389972923,10.7125697803598,10.6223795847218,10.4979201868549
"NDUFA12",11.3265487281891,11.1699535491376,11.4403824396223,11.6204793886265,11.7071001477102,11.6176797022202,11.4190141784092,11.3265487281891,11.4703484128639,11.7499339051963,11.5463819315381,11.6155394885937,11.2566778664483,11.1192517148132,11.2447526590689,11.3625761433088,11.495405242612,11.5041960971579,11.2777739853147,11.0868686181152,10.9713577625056,11.5652229762674,11.4388999942329,11.3188792061944
"NDUFA13",10.0622088756593,9.76757371073792,9.94774615219372,9.61715322434558,9.70338410644017,9.57782172281031,9.87384101658846,9.7275372015793,10.007529236642,9.52146092293621,9.43973084002414,9.45226648604304,9.65307600931847,9.64840209022541,9.54159632374613,9.21609854045871,9.58748018134118,9.36197064993793,9.55493606985696,9.49994503529238,9.43711433320849,9.45040316486798,9.23789650133991,9.33215725238809
"NDUFA2",10.9555952483308,10.8146623751436,11.0775110119908,10.4645837909379,10.4720220542626,10.3972599007625,10.9259683423193,10.9616725869028,11.1018797887783,10.6319384613763,10.4216043953058,10.4918131960136,10.8016845897642,10.8395415256573,10.754769018838,10.1462660511015,10.3887973765836,10.4517474797463,10.8104174697498,10.7313294337558,10.7048094491727,10.26004694073,10.34328725003,10.0996433657261
"NDUFA3",11.1423329712559,11.0317785611679,11.1983323378704,10.7623143526356,10.8599777697317,10.7534707654941,11.1321675125746,11.1132400812148,11.1956950138932,10.8795527526553,10.6014107735367,10.870300309188,10.9638562233827,10.9666104176248,10.8608087529976,10.5041069878612,10.6670780545732,10.7335412682196,10.9479867397902,10.8641730577391,10.6424087937884,10.5322460951975,10.5541049222976,10.1766092061766
"NDUFA4",12.1323992381148,12.3755892340394,12.1868763316887,11.9223706056698,11.8879566635325,12.0227563837027,12.2215467713872,12.2357125296672,12.3067962184391,12.0772885447507,12.0482483661974,12.3132231048572,12.0203375112875,12.0550888399464,12.0035983454805,11.9410673918101,11.9622979838571,12.0006851144275,11.8328536661116,11.9241845613883,11.9181969764366,11.905404151564,11.884241987269,11.7256395280367
"NDUFA4L2",4.42903564427644,4.37526870035961,4.54708622612563,4.32019855754806,4.30186052849943,4.34717475044153,4.29407753527145,4.37201105873388,4.2613964800977,4.41889453130046,4.61913117176971,4.74372318916956,4.37003467502738,4.44875125398374,4.32868869016919,4.77860186761625,4.35851437351867,4.2737716429604,4.37964084337658,4.57033288124856,4.24441906436352,4.44364717259254,4.33528101466103,4.39412561405773
"NDUFA5",4.74103696427427,4.78125794359578,4.42748865171283,4.54147256564874,4.38472614535873,4.70081238148515,4.55226106300712,4.39110815979574,4.47505346030643,4.47573545920559,4.86664084585479,4.48915737335579,4.46001107699435,4.70231242102586,4.90902308978132,4.5160627081279,4.56953390770915,4.67155105221042,4.65890186542896,4.74140450204066,4.85815346935557,4.59915841271926,4.43476592150008,4.67961912081293
"NDUFA6",8.81939332483875,8.84775479265375,8.72496770691764,9.23981670640437,9.28019023092702,9.21005174413524,8.8824003121218,8.93790025932715,8.93821890836139,9.49961290777055,9.39101030035859,9.33718462280745,9.05470539967027,8.84122940895164,9.01999538074573,9.25193544459706,9.31734611131164,9.35311412132832,8.66337934164084,8.35361444807185,8.19140764778778,8.88754357269916,8.85362070135624,8.82803651769018
"NDUFA7",9.1434357455971,9.21932930124682,9.24362963356952,8.7070418818252,9.05352932278464,8.89150452667703,9.43878268797962,9.3514770719722,9.52185347756942,9.10978650174929,8.97754160227352,8.91625819765347,8.94910861192533,8.85575021869368,8.96920592665396,8.39845765276526,8.64825183959929,8.57944074486833,8.62733540062188,8.66934191221322,8.41177475085406,8.47020030316424,8.54546233649289,8.38067646017204
"NDUFA8",12.1125330958512,11.970910173155,12.0240530676872,11.9866686027284,11.8328536661116,11.7330805571392,12.1592090325562,12.0804552291571,12.143036293449,11.8404139622325,11.8307379154805,11.4939845513827,11.8937264608382,11.7087766504637,11.8698250561506,11.6188652156185,11.559412826713,11.5559490142221,11.6944956309316,11.9844955137383,11.658996043456,11.7642201268769,11.7807857010406,11.7292648085779
"NDUFA9",9.65625309684893,9.73766241342322,9.66022578650711,10.0113725308135,10.115471484045,10.0167151103038,9.68456558364052,9.66658605122388,9.69870424681611,10.0755345361092,10.0138108291284,10.092861408558,9.6307975474713,9.57879677212839,9.59681825048507,9.88677584254826,9.95698678309585,9.91910814889949,9.63777914477826,9.48099161533801,9.55493606985696,9.9408148554235,9.98529016156911,9.91529395516742
"NDUFAB1",11.1453668361243,11.4437787413663,11.1360109967464,11.5194600449762,11.559412826713,11.6826818158398,11.426836804466,11.4095013041531,11.3703399076069,11.7381467079863,11.607322495171,11.8159918660314,11.4152795027518,11.3953577192943,11.4922682746591,11.6120697384135,11.6097942420388,11.7206645589854,11.2744386815493,11.3220594482282,11.2709764592731,11.6713363938747,11.7269736977989,11.5972338525303
"NDUFAF1",7.83756070950575,8.00037429006619,7.85659261283879,8.18675272185056,8.20557827355067,8.17625506877103,7.76301705975252,7.68849633163342,7.85926149078935,8.0231176795454,8.1583560045507,7.95876878802191,7.90326532947101,7.78254622318388,7.80382012361842,8.01597115977158,8.03011399585803,8.13773707920756,7.48829011744767,7.26397108426213,7.32220766303616,7.92166596734197,7.87873918299971,8.05047090509919
"NDUFAF2",9.21822963564254,9.54193505471364,9.17125439354955,10.0887161570601,10.1127269633929,10.2083814148082,9.69265866527135,9.82103279597198,9.71365817218565,10.198137755332,10.1785815624494,10.1440843108858,9.46574445157928,9.42694559243651,9.4226337223721,9.6826357808932,9.80587780515783,9.79514638383013,9.17782378007555,9.12180806458333,9.06406842838738,9.85654835443843,9.75565916783018,9.63811111978729
"NDUFB1",5.8982932114219,6.20717232813029,5.93780947581503,5.79159074759858,6.1420169984031,5.5124067731672,6.46865403987079,6.24922740531547,6.30133933776353,6.21212685432996,6.10498673481576,6.11651221775711,5.64829087378735,5.62862102296809,5.61470308863642,5.85169095281856,6.11252134362816,5.89329565963819,5.91836058569403,5.58439229532538,5.59978221014884,5.90553161290452,6.17691628811287,5.98070530265929
"NDUFB10",11.630314421334,11.5926243257361,11.6340735257056,11.2585020973937,11.4354096971543,11.346206541291,11.5830591415813,11.5066566446698,11.6944956309316,11.2934930638514,11.2462876862762,11.1177186914158,11.6016062669695,11.6176797022202,11.5632577379026,11.1018797887783,11.0572893261505,11.0023929431483,11.2753338622093,11.194364280934,11.1650062602476,11.0090236167402,10.9870861573947,10.9325775395539
"NDUFB11",10.9699289049247,10.9042769199847,10.9616725869028,10.3652650435305,10.5369390169567,10.3594793588316,10.5267068334979,10.5452820271034,10.7839631692927,10.3061421310378,10.236273069952,10.1313636658725,10.6265301766652,10.5737534527464,10.6063278702984,10.007529236642,10.0867109209146,10.1446154517232,10.5041069878612,10.4267668057024,10.4189942929577,10.1995084679096,10.2691434459246,10.0696396412197
"NDUFB2",12.1579520659911,12.0227563837027,12.0845896504088,12.0901137183443,12.2701833014586,12.2656638068691,12.1821084320734,12.0386588915318,12.1547798027031,12.2239915489919,12.1026523115067,12.143036293449,11.9181969764366,11.8436331212134,11.8474112895825,11.9739005290779,11.9344701861085,11.9667892254352,11.8353414312291,11.8307379154805,11.6355196377712,11.8879566635325,11.8382994281913,11.658996043456
"NDUFB3",11.6472877895401,11.6796229360033,11.7292648085779,11.7451612335953,11.7047717365054,11.7705347539997,11.8474112895825,11.7726083036622,11.7786639983888,11.8796246351606,11.8284289844115,11.8474112895825,11.6394159732067,11.6002070640769,11.7414826849378,11.7256395280367,11.7389928568133,11.8507564925778,11.6285118822773,11.5118369360386,11.4750387260091,11.7101982638453,11.6370756602157,11.5066566446698
"NDUFB4",4.39887361155565,4.30650744159553,4.34688833871988,4.35064430544307,4.27070156756992,4.25818315457989,4.33463297186935,4.33427048685116,4.29407753527145,4.39077619355228,4.39077619355228,4.43779005116983,4.63920884646002,4.52430831571545,4.25367183981732,4.29607251858534,4.51576591405671,4.28761310820868,4.30545409549406,4.37264000168511,4.36518657396599,4.37148919413142,4.42534285244819,4.51531699856307
"NDUFB5",11.5384111362728,11.4694191173784,11.6221260843476,11.4354096971543,11.4750387260091,11.4423840276924,11.6521072736926,11.5815790630449,11.5849330351136,11.4105748876772,11.495405242612,11.2983464902594,11.5476375191246,11.4665267381124,11.6472877895401,11.2431862388519,11.2508410586465,11.3922837477496,11.3188792061944,11.3635665822225,11.2934930638514,11.2983464902594,11.2934930638514,11.2744386815493
"NDUFB6",10.0769989387211,10.0867109209146,9.99814343732788,10.0838667749063,10.1287351500971,9.93700863667242,10.2016897148276,10.1570255037862,10.4734687555944,10.2422756993445,10.0640125998075,9.97151925703376,9.92149969404456,9.84556154323903,9.96719288108398,10.0023986336304,10.1491699151634,10.1123631667378,9.8889077363362,9.73683838022562,9.73101449083338,10.0235634477296,10.1113907822137,9.90556214083111
"NDUFB7",10.8074452954603,10.6781267255177,10.8152229717058,10.3833395318765,10.4528587157255,10.2971261638655,10.861900913305,10.8146623751436,10.903520819171,10.5175133253297,10.3652650435305,10.4156446961903,10.5900955499384,10.7251139344347,10.4534633146798,10.3129866450042,10.3981332758566,10.3084999303272,10.6120811490247,10.494090718181,10.6821055764283,10.3129866450042,10.2712730583377,10.1804061845678
"NDUFB8",12.3447743477985,12.4278758144092,12.3067962184391,12.3594200738744,12.424758914048,12.2833306898355,12.4775147425681,12.4004446925954,12.4412171952094,12.3277537161511,12.4708049555769,12.2423764096163,12.4708049555769,12.3931065631131,12.457701437308,12.4683620003092,12.4004446925954,12.410316569499,12.1359496377041,12.2284015284497,12.0652757937594,12.4556300426736,12.5204426520458,12.3519617199116
"NDUFB9",9.54916249344049,9.2247849513387,9.41273691618548,9.85124764083252,9.91244617038616,9.96761019345445,9.71254807860061,9.50308815500131,9.83170931291551,10.4189942929577,10.1627581556528,10.1785815624494,10.3549148352268,10.5305564756716,10.3516889724318,10.2998564267876,10.6112282651666,10.6921502990033,9.95977221930645,9.72235887392252,9.86040121695284,10.4955675163803,10.4071834007035,10.3366689977223
"NDUFC1",9.14719370759481,9.35894364704138,9.29365309459965,9.25307376324208,9.3018576041208,9.24399649327557,9.40539804307534,9.35932809004033,9.49235346063092,9.50545548268735,9.37354437710439,9.34993489182966,9.43566541674562,9.29863962527948,9.30816780371699,9.15828823249764,9.31268390885267,9.30034247272553,8.92108396744629,8.94371065870685,8.89721447852814,9.10266405712951,9.17364530448917,8.97925776373879
"NDUFC2",5.51720536642583,5.55796810156767,5.28135473666618,5.25935711983555,5.52981567928687,5.45093834785342,5.2551237063726,4.82824241995648,5.27516855832613,5.72643868608356,5.75654987996824,5.32678846586786,5.44018073819137,5.28881838410534,5.57022883792723,5.38242913976727,5.53695392403757,5.48199916778286,5.36299860369617,5.42095053871506,5.1016704676499,5.57792582355897,5.50342427091671,5.80863624467106
"NDUFS1",5.0236057848166,5.12733028380952,4.71200161863729,4.97894578685667,5.03124998914827,5.34935845654283,5.29914622788197,5.00134041294897,5.24432718561526,5.16246691842896,5.18185808626531,5.2954830631341,4.71440444544893,5.05241387790792,5.21494277629801,5.12570901052414,5.10529691410326,5.03815169819464,4.95303826165207,5.4811247505392,5.45676623128247,5.00289587565514,5.03457006570556,5.10348709491989
"NDUFS2",6.47471602262043,6.06895217404869,6.28532067538784,6.49947666035573,6.49465174284323,6.24906934887984,6.11837373855968,6.00159040301441,6.13672987820046,6.4163008500232,6.59671417211234,6.32926878148292,6.47768690185969,6.25730470028052,6.23405433259784,6.34750635767941,6.37561450771266,6.45148189710895,6.23445357426424,6.28939968767937,6.09028376327625,6.40853793420484,6.74997788767986,6.42688964356101
"NDUFS3",11.1817810516626,11.2273926782691,11.1716483959878,11.5436741816437,11.6984694463939,11.5372587349697,11.3565870949191,11.3036783585298,11.3752791860203,11.7525321249685,11.6507786589811,11.5293734950329,11.328564939947,11.100380205043,11.4001899852964,11.3327357659443,11.4105748876772,11.3703399076069,11.2970761357664,11.3953577192943,11.4482581710735,11.6931492254475,11.6896830788069,11.7047717365054
"NDUFS4",10.8382845579758,10.9963291353445,10.9017152419997,10.8708830370177,10.7727026977715,10.957848540884,11.1761755960576,11.1790588256277,11.1409467479211,11.2657174484757,11.1894486586866,11.2180584920725,10.7114086573604,10.8676324898293,10.7135867868374,10.7119893356733,10.7355522935775,10.771506464346,10.6093285952512,10.3807764372718,10.5146603997141,10.6662052918335,10.6149070432194,10.6732352380515
"NDUFS5",12.4940064952988,12.4481883156709,12.5146677693389,12.3107570699158,12.4436417672833,12.3683517867695,12.1995112465823,12.1359496377041,12.1821084320734,12.2551551615722,12.2239915489919,12.216249394188,12.3567258448404,12.3469152822759,12.3231649642854,12.1501597265556,12.3179801086326,12.3490184779334,12.2239915489919,12.0845896504088,11.9772127457697,12.0722623464396,12.0743532648939,11.9987548653162
"NDUFS6",4.1988937962269,4.26411987262332,4.24955149080423,4.21620094369653,4.28402280346262,4.43250880558313,4.30130365679185,4.24165969197816,4.18566318732064,4.23372271286164,4.26635119599207,4.34365090338368,4.27387398647576,4.28621115420342,4.27619461050867,4.45379341508041,4.2159349699301,4.24430807703673,4.21162201974531,4.20829408564927,4.32753002987222,4.27696470131277,4.2595456148215,4.2746321164569
"NDUFS7",11.1594192203014,10.9973616354049,11.1388582477201,10.8778590706743,11.1132400812148,10.8038551168455,11.2730402151813,10.9728659628217,11.221219407546,10.9728659628217,10.9022398772995,10.6651172974734,11.0716409619546,10.8763728679336,11.1360109967464,10.8663482500601,10.9908985688412,10.9181798009186,10.8608087529976,11.1699535491376,10.8032766288469,10.9787222013457,11.046333775774,11.094792316812
"NDUFS8",11.808015506117,11.7451612335953,11.8404139622325,11.9449681361206,11.9449681361206,11.8821031825458,11.9820026616055,11.9926698144358,11.9987548653162,12.0436652187784,11.7662251092938,11.9120019423966,11.937442700837,11.8595007211802,11.8631182111854,11.7330805571392,11.6754920466459,11.6320200149592,11.6772331967728,11.9266557308763,11.6944956309316,11.8159918660314,11.8571628699354,11.7538242603174
