"Feature","HUVEC_scr_siRNA_1.CEL","HUVEC_USP10_siRNA_DLL4_1.CEL","HUVEC_USP10_siRNA_DLL4_2.CEL","HUVEC_USP10_siRNA_DLL4_3.CEL","HUVEC_USP10_siRNA_2.CEL","HUVEC_USP10_siRNA_3.CEL","HUVEC_scr_siRNA_DLL4_1.CEL","HUVEC_scr_siRNA_DLL4_2.CEL","HUVEC_scr_siRNA_DLL4_3.CEL","HUVEC_USP10_siRNA_1.CEL","HUVEC_scr_siRNA_2.CEL","HUVEC_scr_siRNA_3.CEL"
"A1BG",5.323908419,5.151159709,5.294362285,5.212139668,4.976666949,5.205222796,5.407360349,5.044058726,5.146637442,5.151087658,5.164532246,5.138668585
"NAT2",2.591254884,2.546265757,2.637385916,2.443178874,2.860615962,2.532843272,2.567846075,2.571654941,2.363350499,2.524339545,2.41835756,2.46027506
"ADA",7.435975629,8.314079346,8.282781412,8.28369431,8.157594347,7.77516285,8.324603015,8.508494321,8.45001235,7.844585667,7.560512183,7.548403621
"CDH2",9.809797044,9.866238884,10.00525977,9.910836072,10.11594542,9.995265641,9.52188902,9.568308576,9.44526962,10.03183702,9.833793807,9.72241135
"AKT3",8.517481135,8.999444608,9.084808018,8.894049352,8.783269648,8.701128033,8.762887632,8.854306595,8.835452764,8.668770211,8.557880417,8.532179535
"LINC02584",3.663540416,3.923690515,3.909636686,3.981336218,3.576517608,3.519383726,3.630706927,4.039823672,3.897246184,3.596433486,3.932269272,3.639496877
"ZBTB11-AS1",6.029017955,5.809831984,5.879209356,6.014294076,5.624942403,6.009249871,6.033975266,5.700169166,5.708387281,5.640371158,5.771750253,5.890301731
"NR2E3",4.215662287,4.717249034,4.281267354,4.376355469,4.393918679,4.43222601,4.304048974,4.338806061,4.520767858,4.35751944,4.425652503,4.548812253
"NAALAD2",2.987589239,3.170303885,3.124928715,3.07116465,2.844584978,3.701284737,2.895768434,3.309758788,3.560325248,3.231152649,3.229460059,3.090551674
"SNORD116-1",6.153661808,6.776520192,6.361233296,6.162060304,6.405333187,6.172273222,6.087286191,6.243914265,6.422410166,6.196521829,5.99738952,6.157835182
"SNORD116-10",2.860560271,3.064546823,2.361337146,3.18156656,2.921658029,2.609291013,2.445934118,2.923554953,2.93068719,2.649497714,2.981267381,2.791470687
"SNORD116-11",4.018898442,3.971783647,3.955044159,4.670637398,4.020544227,4.893542906,3.896518458,4.555876735,4.448713425,4.866538115,4.836593499,3.947113754
"SNORD116-12",2.22965005,2.969193607,2.465941277,2.544125389,3.1208781,2.670151883,2.335655731,3.10978937,2.097391443,2.702655415,2.70806413,3.137834468
"SNORD116-13",2.752453482,3.587887921,3.01519305,2.131121173,3.142465106,3.394135624,3.454947009,2.85942735,3.452377988,3.595864358,2.460317427,3.254127136
"SNORD116-14",10.47229536,10.70885667,10.48833778,10.7228973,10.67100621,10.48890758,10.61973041,10.60898084,10.65422067,10.61434312,10.50173468,10.6951308
"SNORD116-15",11.69526053,11.79867592,11.68870944,11.89437021,11.79331656,11.62982596,11.79248826,11.85566728,11.84484708,11.78246339,11.674066,11.84170992
"SNORD116-16",1.992863311,1.738643856,1.959815044,1.989261947,2.100066819,1.848519843,2.242206763,2.263397615,2.369818322,2.025506235,1.688140077,1.765062402
"SNORD116-18",2.393847728,2.609025002,2.37502216,2.160414649,2.220150692,2.279218125,2.013753566,2.303368572,1.723483537,2.63448165,2.131053046,2.013753566
"SNORD116-23",3.180879249,3.270049484,3.167714604,3.137787411,3.167198257,3.217004765,3.173760321,3.147830699,3.018391463,3.154510188,3.169329809,3.169004268
"SNORD116-24",10.95562943,11.44591265,11.18356585,11.37350859,11.24666916,11.30565705,11.38498517,11.40696281,11.54560455,11.37702472,11.19312429,11.45135632
"SNORD116-25",2.682842605,2.883071056,2.174958473,2.822284352,2.355668754,2.581380666,2.641838165,2.520025814,3.20898977,2.485770119,2.219470448,2.385492371
"SNORD115-2",1.704580645,1.71850525,1.710540909,1.841711014,2.022914239,1.854811488,1.68792546,1.77066687,1.818743404,1.778803623,1.810847664,1.494781451
"SNORD116-26",5.197153315,5.229570672,4.219292937,5.142958826,4.623170379,5.338814744,5.179740068,5.118153872,5.090397386,5.026565872,5.000537892,5.027523119
"SNORD116-27",5.286362707,5.179285099,4.825959567,5.27911007,5.120197587,5.663368208,4.899038666,5.655142635,5.485137595,5.200354184,5.116673874,5.452618527
"SNORD115-3",1.858949347,1.563597491,1.940203639,1.83761994,1.802916674,1.906484414,1.955764871,1.809580445,1.92202578,2.032505949,1.697167327,1.678917301
"SNORD115-4",1.814420662,1.608131847,1.695756616,1.677496722,1.620059318,1.486818307,1.623264786,1.909445146,1.689366214,1.652943633,1.414747591,1.68146408
"SNORD115-8",1.883911894,1.776265807,1.672419015,1.723375766,2.134574031,1.786234889,1.565242422,1.706236998,2.007336655,1.901280445,2.028435824,1.645859256
"SNORD115-10",1.771223907,1.749629968,1.629943486,1.55722349,1.802916674,1.704152767,1.941770507,1.957432462,1.92231295,1.517322445,2.130576658,1.436434464
"SNORD115-14",2.088248239,1.808372995,1.667788955,1.642926394,1.573145592,1.802916674,1.837059018,1.608589995,1.723483537,2.052508557,1.828339045,1.819399412
"SNORD115-15",1.819237343,1.614731152,1.995620936,1.950834855,1.709375768,1.854382991,1.677613709,2.338886935,2.007524853,1.931357397,1.736674916,1.374695442
"SNORD115-21",1.771468064,1.563690588,2.041120346,1.863867618,2.114554952,1.925809723,1.96407155,2.047694277,2.075258848,1.949379687,1.930724608,1.853199157
"SNORD115-25",2.192208559,1.96818293,2.08952599,2.051825939,2.009223527,1.923156898,1.913052595,1.934319763,2.092369049,2.138882062,2.105734452,2.18591585
"SNORD115-30",2.516665686,2.249545724,2.514110776,2.207711643,2.181006008,2.160150094,3.056678617,2.132209148,2.276305619,3.149380802,1.977895124,1.731189905
"SNORD115-31",1.818056305,2.016840339,2.19355738,2.120415716,2.337910517,1.727296257,2.172390062,2.254276058,2.258248003,2.33352054,2.605439753,2.092507284
"SNORD115-32",2.36816532,2.277033025,3.601546317,2.591255973,2.395431995,2.559596029,2.288490777,2.719441346,2.553706368,2.643764973,2.653645884,2.925037493
"SNORD115-33",1.851601029,1.974663273,1.974877082,1.814759416,1.956338135,1.825461741,1.851814839,1.788636462,1.748822537,2.028967138,2.029536715,1.606202807
"SNORD115-34",1.634604365,1.663136626,2.066488158,1.579965036,1.754646817,1.603556852,1.606979,1.552504106,1.723483537,1.832241501,1.696613137,1.606455174
"SNORD115-35",1.640767224,1.765679151,1.972119945,1.680538481,1.851172522,1.66689165,2.137944437,1.538290695,1.471035177,1.7085432,1.570076252,1.556501603
"SNORD115-37",1.746530251,1.628959128,1.594207142,1.561525217,1.532935537,1.701986594,1.632079394,1.502030634,1.769178201,1.640649451,1.542830569,1.452262946
"SNORD115-38",2.074454201,2.131997464,2.003813875,2.042537516,2.101572675,1.996236282,1.903957749,2.283756198,2.086106939,2.027029793,1.978378411,1.734597338
"SNORD115-40",1.753323129,1.825902775,1.723483537,1.650849038,1.763626969,1.778445379,1.59879349,1.949428443,1.723483537,1.897554484,1.780478572,1.575706668
"SNORD115-41",1.577326502,1.797602264,1.821559599,1.600360513,1.824034228,1.53747708,1.767103334,1.71433347,1.844503595,1.938397517,1.70240366,1.837742285
"SNORD116-29",5.96848145,6.092690797,5.567432697,5.968826006,5.968976907,5.473651893,5.60655061,5.977463075,5.946426676,5.809967524,5.331532304,5.92396798
"SNORD115-48",1.383466887,1.97993691,2.586485739,1.888379659,1.776607139,2.14273498,2.43549809,1.88959826,1.797769793,2.084282552,2.600333473,1.874715015
"SNORD115-24",2.217172334,2.109632323,2.179775363,2.030065759,1.938910495,2.352801488,2.155510206,2.296701196,2.374566075,2.319465079,2.262282975,2.231012286
"SNORD115-27",2.507077723,2.226994904,2.102509821,2.197056551,2.127822866,2.311902857,2.295306201,2.363617499,2.683734555,2.37036571,2.393555851,1.98348089
"SNORD115-28",2.445030205,1.674105897,1.867743582,1.456495309,2.040064993,1.827128698,2.032235755,1.933365612,1.54507189,1.623264786,1.706236626,1.786433878
"SNORD115-45",3.172424112,2.731337741,3.961575726,3.040016363,3.754819151,3.528216265,2.778955474,4.038030753,3.027933177,2.908261393,3.195411109,3.105710705
"DDTL",5.360049576,5.2772714,5.647265717,5.68368537,5.66807778,5.889981783,5.260135982,5.287333718,5.39898724,5.956349873,5.593113826,5.747913314
"TLX1NB",4.671189023,5.045612613,4.712844817,4.822885992,4.680392126,4.807501108,4.774936084,4.487847819,4.836366535,4.497393363,4.988292563,4.763251588
"NAALADL1",5.847835262,5.801640063,5.994820673,5.422358968,6.151417837,5.861966884,6.088446236,5.703606678,6.11205081,5.758153515,5.410637256,5.904527279
"CDKN2B-AS1",3.778905995,4.154294738,3.772956003,3.944904425,4.087354666,3.812609978,3.769623381,3.662483432,4.048687199,3.860690218,3.867367721,4.023469521
"SIGLEC14",4.394505972,4.827567736,4.04053554,4.300350772,4.199675455,4.339293884,4.694615322,4.533722211,4.326004714,4.85506097,4.282023488,4.104175767
"NINJ2-AS1",4.087608709,4.488489327,4.65742743,4.312105143,4.412444298,4.198356242,4.354480913,4.384456176,4.356521039,4.324632013,4.251152389,4.111222841
"ACOT8",5.979420855,5.959345675,6.0466892,5.864425419,5.8960981,5.815281555,6.01911815,6.048377352,6.04919486,5.888521529,5.995301545,6.007991342
"ABI1",10.36710812,10.30673263,10.49907687,10.55580284,10.44452225,10.22796717,10.54713795,10.58869242,10.44226992,10.48622357,10.50088588,10.28971768
"GNPDA1",6.220203426,6.185065331,6.153414869,6.100669744,6.382657268,6.192412805,6.201416882,6.235615385,5.705543686,6.544547593,6.491196114,6.39397118
"MIMT1",2.085258122,1.966059358,2.046403876,2.07298451,1.961121626,2.002023134,1.868151093,1.981248663,1.947300633,1.84963975,2.002340942,2.056171789
"KCNE3",3.63822974,4.245451018,4.171926413,4.017958657,3.980759275,3.800881796,4.105209855,4.075734856,4.09829013,4.154409377,4.06958678,4.136500897
"ZBTB33",7.179306597,7.090478509,7.098164531,7.089959333,7.15193377,7.006432139,7.240737929,7.262089749,7.206458051,7.069605354,7.225617548,7.287064351
"SNHG8",8.362805542,8.086626003,8.075270643,8.286582259,8.301424551,8.239567799,8.237923583,8.282747667,8.156151073,8.242552229,8.356013287,8.236864201
"GS1-600G8.3",3.102336133,3.355825774,3.341286652,3.248235872,3.09285221,3.060950055,3.210477171,3.245519778,3.295880899,3.273778251,3.302551603,3.299897362
"CDH3",4.128754706,4.725110248,4.322651621,4.439791341,4.110587,4.02038638,4.238634741,4.585850856,4.279839204,3.935829046,4.11874359,4.134845335
"TANK",6.216675699,6.398432163,6.609093778,6.589481017,6.557013878,6.484005684,6.353464998,6.215204088,6.065005129,6.554010924,6.237090755,6.17863586
"HAVCR1P1",5.038010098,5.353887729,4.712517097,4.88487975,5.35448435,4.644984896,4.37121379,4.761838906,4.495032938,4.695030493,4.81498955,4.979762218
"POM121C",6.123372224,5.733529624,6.041176673,5.874569496,6.135990667,5.916570471,5.745642188,5.59334183,5.74216355,5.92984602,5.985493884,5.914482976
"ZSCAN30",5.658620595,5.358861117,5.75226896,6.052100561,5.91698066,5.274766422,5.827060745,5.932486027,5.509523927,5.786714612,5.353351717,5.170645758
"MCTS2",7.203768585,6.826757759,6.564719645,6.837113683,6.911938184,7.111689418,6.2487859,6.524086141,6.608785676,6.895586592,7.134478165,7.015682243
"ANKRD26P3",2.818984283,2.70557149,2.574667722,2.732558797,2.699395166,2.895422779,2.87760215,3.115836273,2.580496545,2.749115002,2.689770325,2.677186763
"SRA1",7.111424034,7.158291982,7.237545696,7.137939226,7.201388798,7.266447705,7.291670669,7.183618989,7.280708432,7.3954396,7.121373935,7.213744123
"SNORD119",4.09962724,3.695612457,3.517670236,3.995359963,4.234550539,3.98733006,3.165552617,3.584259877,3.965219731,3.314781738,3.773978355,4.050942528
"SNORD121A",5.528311865,5.261024677,4.801137396,5.098998354,5.178205831,5.194110539,5.183859609,4.874189682,5.266775441,5.27608694,5.064529914,5.287000471
"SNORD19B",5.863059656,4.144523294,5.160250932,5.494159838,5.203587521,5.7414605,5.072796892,4.237267151,5.062842822,5.451073635,5.432152943,5.345042986
"SNORD105B",11.9351338,11.92190135,11.95749068,12.04024165,11.89754198,11.39797563,12.06683273,12.06449099,11.92683713,12.00025986,11.86798865,11.7430961
"SNORD123",4.202245607,3.426101156,4.040852754,3.7537528,3.857457634,4.217606096,3.778468011,3.609074494,3.999558949,3.86089548,4.021499124,3.915470298
"UCKL1-AS1",4.516394343,4.637196721,4.492343934,4.637658268,4.682014459,4.59863159,4.600775332,4.725601222,4.248129585,4.617486879,4.607420243,4.297504981
"SNORD127",3.86872392,2.915004115,3.651469481,3.716255498,4.395430634,3.18161826,3.348421791,3.269457407,3.047277823,3.617247408,3.444160496,3.409284006
"SNORD126",4.914479607,4.960150448,4.549065354,4.863723863,4.81706335,4.494910923,4.860075007,4.841686122,4.546858842,5.215540036,4.947309549,5.405756287
"SNORD11B",2.533718216,2.429708008,1.985725138,2.08414487,2.195290067,2.095280687,2.456876134,2.013568569,1.734131104,2.676518162,2.128539353,2.318077164
"SNORD12B",7.156839687,6.894859998,6.529962492,7.026216969,6.697479329,6.547004991,6.384290795,6.646477505,6.37197558,6.901105517,6.578228469,7.039289381
"SNORD111B",1.672883118,2.210477258,1.99973462,1.626597532,1.620679467,1.864454615,1.623264786,1.820170055,1.530536043,2.045459518,1.970400009,1.646945093
"LIN28B-AS1",3.871999231,3.863080572,4.074459638,3.96084142,3.738768109,3.748022652,3.881482211,4.07967727,3.678455959,4.176407956,3.905083,4.033287037
"LINC00583",1.787671658,1.927297392,1.89707202,1.78188332,1.760943148,1.714399229,2.024552019,2.027295042,1.849671323,1.949575421,1.727114374,1.7115845
"TMEM170B",5.073712709,5.182541965,4.608130976,4.788005336,5.129116707,5.207317569,4.942123366,4.506964794,5.051070047,5.155615398,5.117461941,5.053262426
"FAM138E",5.553465261,5.793945912,5.744468719,5.645537805,5.377057549,5.688161286,5.883137114,5.914028759,5.785534691,5.720904742,5.893390665,5.445203065
"SNORD58C",8.225765929,7.134252162,7.341665818,7.528945361,7.578888287,7.53268149,7.577606895,7.525837192,7.39157053,7.79556585,7.585176831,7.514703144
"SCARNA27",6.361477948,6.429827182,6.201454017,6.338381972,6.039363293,6.458300877,6.449953525,6.393633443,6.343702365,6.406306695,6.279488735,6.185553857
"SNORA36C",3.758332957,3.438294548,3.503348486,4.050645516,2.971477667,3.364238947,3.234357099,2.961925671,3.3088962,3.495726522,3.954155158,3.017007995
"SNORA38B",7.630393967,8.045628666,6.991288203,7.374528266,7.176097307,8.206875854,7.63679895,7.133537464,8.009177097,7.837259199,7.434839467,7.769164528
"SNORA70B",4.189102546,3.382212914,3.810787435,3.823488605,3.689574551,4.224026595,3.863590752,3.563083087,3.998477701,3.325761909,4.139047904,3.668983209
"SNORA70C",4.328219257,2.877027449,2.741173918,3.091596381,3.848375766,3.435633115,3.352522667,2.892931495,3.579271824,3.376555736,3.106728267,3.63730445
"SNORA11B",4.794445356,4.812056658,3.702858451,4.573071743,4.830030308,5.151659874,4.769928314,4.742843602,5.10706701,5.037612956,4.748105602,5.168215903
"SNORA11C",2.133951405,1.85037407,2.044944738,2.007278754,1.852796825,2.287466761,1.793582222,1.615515676,2.034777043,1.982163118,2.243765669,2.02958621
"ZGLP1",5.415060417,4.905025798,4.789048807,5.256930959,4.914289529,4.860298234,5.27889107,5.266695386,5.091308235,5.180171951,5.117446179,5.145339234
"FAM86JP",5.261089672,4.951616071,4.736601401,5.230910995,5.456616687,4.71045403,5.272104626,4.981506413,5.048393199,5.51086862,5.214268201,5.541152092
"FMR1-AS1",3.279064442,3.483640683,3.447877378,3.466217115,3.476443677,3.464948776,3.387460722,3.77807918,3.670235358,3.402360656,3.248949846,3.514166244
"MIR298",5.411940249,5.437217781,5.346862504,5.203904788,5.503753142,5.394571699,5.401166616,5.295635909,5.54841246,5.513096985,5.313946194,5.354946444
"MIR300",2.101384575,2.231665034,2.308179307,2.212325778,2.255638112,1.891925815,2.164577597,2.017306161,2.220926507,2.220288913,2.039903156,2.079175773
"VTRNA2-1",4.613537986,4.825479118,4.423599513,4.633301947,4.820560228,4.580568581,4.284413267,4.466857613,3.879367932,5.034008303,4.507105451,5.17277022
"MIR450B",1.779730448,1.792335933,1.723483537,1.688590264,1.639064991,1.909557196,1.842712038,1.906467381,1.749554329,1.812311616,1.733185959,1.680700916
"MIR890",2.732110729,2.587663007,2.394289855,3.235465765,2.74460978,3.174948603,2.617180352,3.263848943,2.763201819,2.586009344,2.972600302,2.240459071
"MIR891B",1.546791704,2.021829699,2.021008533,1.609025118,1.642117822,1.796660255,1.869430394,1.71950017,1.773775979,2.095888108,1.548831618,1.621197474
"MIR888",2.256194936,2.396273261,2.237436205,2.205349719,2.014494585,2.783287194,1.981571219,2.533331209,2.486160676,2.246578148,2.297816383,3.052608005
"MIR892B",1.849026544,2.194560205,1.719147447,1.612690288,1.81503477,1.695236719,1.712197522,1.725180153,2.014397036,1.849712113,2.12092359,1.728678972
"MIR541",5.428916176,5.153514513,5.451435913,5.569564114,5.7577543,5.353565551,5.555191649,5.405339874,5.100663333,5.301683708,5.453936835,5.432535977
"MIR875",3.149306594,3.108069004,3.125752915,2.95363882,2.9127638,2.808640131,3.60192051,3.147772018,3.214576614,3.014059853,3.241781169,3.114811667
"MIR876",3.123255782,2.923712494,3.077893002,3.054238651,3.082704897,3.039942931,3.431756972,3.020777871,3.024325351,3.092999742,3.035095129,3.044761313
"MIR744",4.090322916,4.343365657,4.378440368,4.290106551,4.317301316,3.86081503,4.694536955,4.336449812,4.356571077,4.044775788,4.500399599,4.417212878
"MIR877",6.199545854,5.885902126,5.984480236,5.916722962,5.684557925,6.111254557,6.124876274,5.605401342,5.678391375,6.141212218,5.789238399,5.910248674
"MIR665",5.094981308,4.87366836,4.883884177,4.634552549,4.785115501,4.87366836,5.048905574,4.94023352,5.491389555,5.402013769,5.316004745,4.941691436
"MIR873",2.504813654,2.679465616,2.561677679,2.404545313,2.699147833,2.714431995,3.421880895,2.285893219,3.007254964,2.910558701,2.880885299,3.573199998
"MIR374B",1.921424761,1.750585163,1.638092058,1.735317474,1.880638467,1.885444019,1.779090457,1.986996665,1.82596429,2.238488591,1.776755574,2.065486695
"MIR301B",2.895540042,2.770632839,2.850133062,2.772993308,2.594570892,2.796114849,2.674220843,2.835011329,2.913055901,2.726924502,2.287300222,3.244076362
"MIR216B",2.622507674,2.383634149,2.91111619,2.341243992,3.02534322,2.540834749,2.707962298,2.756339665,2.405721014,2.79632992,2.623988572,2.147830167
"MIR920",4.48893175,4.386133335,4.746865981,4.640441733,3.978424703,4.549719657,4.65139536,5.023750377,4.961199331,4.704952957,4.557826445,4.761716518
"MIR924",2.803237305,3.265067621,2.211700092,3.058354457,3.146993142,4.036420994,2.988436344,3.60950153,2.725706454,3.150567943,3.078637911,3.543427267
"MIR934",3.050146324,3.787585056,3.454021117,3.217074759,3.215044596,3.394485915,3.560841693,3.528138663,3.507751225,3.589952704,3.121014327,3.103748739
"MIR938",3.026452014,3.115727754,1.920664501,2.628032832,2.920033972,3.812237164,2.589747572,2.52367682,2.878531815,2.619528099,2.974738071,2.75814392
"MIR708",2.084238604,2.12358742,2.489433778,2.640174628,2.505714413,2.105021369,2.737962962,2.304557681,2.288515416,2.402909095,2.676459067,2.445066821
"MIR885",3.77968305,3.85678299,4.332003953,4.114853735,3.692916838,2.826251461,4.224891706,4.831139989,3.40939362,4.785149128,3.521652748,3.823517211
"MIR543",5.392797146,5.590541136,5.393898095,5.439992985,5.052134723,5.232929201,5.837487089,5.575233004,5.529017542,5.891079126,5.701047395,4.757256338
"MIR208B",1.632950594,1.733588856,1.82820782,1.869416362,1.720088867,1.655705175,1.844309985,1.774562232,1.785551515,1.858918423,1.767226984,1.848961831
"MIR509-3",2.232018308,2.245785572,1.95974418,2.833379756,2.206205277,2.187449461,2.617700954,2.506942782,2.594216517,2.386363207,2.386574311,2.418431113
"MIR944",2.07664265,1.961439868,2.118796027,1.943218994,1.630518018,1.898446208,1.541672062,1.619333916,2.016051954,1.755950799,1.795984739,1.633854228
"MIR891A",6.579191849,6.233130205,5.866460321,6.033214216,5.783619914,6.3169733,5.890011458,5.838723282,6.057481381,6.2635404,5.809971558,6.452426488
"MIR892A",1.605447577,1.692573672,2.283802474,1.735558635,1.975410093,2.04846773,2.259773625,1.839757971,2.088844485,1.567328836,1.843846987,1.87421576
"MIR874",3.210896958,3.81250189,3.245612031,3.552099492,2.864176867,3.478383553,3.286541488,3.927802561,3.258606576,3.564940746,3.961208206,3.552528264
"MIR889",3.231488367,2.83634963,3.693479381,3.14354768,3.220990006,2.91244311,3.249286335,3.194670562,2.843949124,3.405891356,3.046660068,3.010240132
"MIR190B",2.348741858,2.36148533,1.74194561,2.279944189,2.025732554,2.108220451,1.708144827,3.294234606,2.121633527,1.82596429,2.341183191,1.972518574
"MIR887",4.999434124,5.207588196,5.175764966,5.138217878,4.997491602,5.008524823,5.284868168,4.92280735,5.142061193,5.292689077,4.971836411,4.884223563
"MIR760",6.022282649,5.619315402,5.650350079,5.873298062,5.55610444,5.597612268,6.188292162,5.686317213,5.442787017,6.138206348,5.574012988,5.71841125
"MIR921",4.049939275,3.944033918,3.439673103,3.699425475,2.773528395,3.6223359,3.714818386,2.425098588,3.400672732,3.588216258,3.125276684,3.24195296
"MIR933",7.090102825,7.169391785,6.849798553,7.28440737,7.020819763,6.892874884,7.232764793,7.373133454,7.099346678,6.970252044,7.008886503,7.080664678
"MIR365A",3.712174099,3.309737985,3.758106483,3.834172052,3.791867295,3.399107877,3.296097117,3.009929111,3.266090926,3.933481799,3.224651082,3.413058105
"MIR365B",5.383434153,5.27175609,5.040050275,5.369366124,5.105938881,5.262079256,5.257297661,4.734930793,4.682403388,5.059110584,5.160216336,5.307928082
"LOC100126447",2.317491416,2.658258181,2.579846178,2.63016527,2.404410416,2.241079589,2.456214931,2.450124858,2.174157601,2.404745994,2.504198554,2.510340054
"LINC00322",4.447840673,4.823934938,4.292648752,4.277862952,4.654191023,4.50335561,4.865633751,4.39096489,4.150173083,4.523888449,4.712891887,4.4349618
"SNAR-G1",6.015621069,5.876864016,6.079360375,6.216230295,5.880281175,5.861890053,5.287737964,6.109094224,5.566938596,5.806417872,5.994639732,5.856077179
"SNAR-F",5.807722049,5.099587349,4.784416741,5.063277899,4.889127776,4.917329994,5.167590392,5.019420113,5.022904564,5.718749921,5.415456413,5.62939262
"LEISA1",5.770410563,5.205723083,5.283064547,5.120639411,5.633895501,5.955081384,5.302658489,4.949342288,4.858064074,5.769843838,5.705805575,5.747948387
"EGOT",4.006390819,4.217048812,4.150739962,4.188891531,4.682359006,4.050555297,4.316854645,4.306029193,4.564337677,4.32755557,3.978671718,3.850754684
"GHRLOS",4.702380859,4.707673314,4.648911226,4.803689081,4.761639393,5.057271823,4.654592145,4.258564503,4.43939768,4.717226906,4.489273696,4.763474144
"MINAR2",2.327117195,2.515465643,2.725973563,2.512808777,2.581505844,2.84288249,2.356886169,2.770324805,2.744330461,2.430961617,3.009142728,2.552432002
"SLCO4A1-AS1",4.156119714,4.110399872,4.03821562,4.003108868,3.628974294,4.125707996,4.513752453,3.95131828,4.270314576,4.045710455,4.021589246,4.188022704
"HECW1-IT1",2.863047985,2.9228071,3.188976396,2.898993465,3.385832283,3.04875851,3.182230484,2.816614988,3.070967094,2.943466723,2.86591727,3.258284714
"LOC100127955",4.449431148,4.781167336,4.512752667,4.637990188,4.615025643,4.542146564,4.374009169,4.429357367,4.75130062,4.829516492,4.657387847,4.400336206
"KRT73-AS1",4.197527982,4.582807453,4.298271499,4.4358572,4.206478153,4.377980535,4.423527618,4.225789534,4.689505035,4.24964988,4.158482106,4.39139081
"C8orf88",4.778423569,4.31595046,4.511095934,4.653114284,4.408065221,4.833303329,4.211693128,4.435895379,4.287782298,4.745344312,4.493572299,4.493672337
"DPPA2P3",4.865893911,4.91670322,4.923744513,4.772222911,4.695919158,4.638068556,4.561760078,4.75250616,4.8449771,4.882749287,4.304989005,4.638369314
"WWTR1-AS1",5.092070199,5.187448704,5.101376273,5.199659845,4.951361766,5.056900315,5.157216333,5.085032545,5.140831656,4.951443428,5.11251748,5.080088167
"PLCE1-AS1",3.176354757,3.659791831,3.461873445,3.866604876,3.128289352,3.141438578,3.368844365,3.634001412,3.640926444,3.387959478,2.950233072,3.211023581
"SMARCA5-AS1",4.903276705,4.828389985,4.945808053,4.883910061,4.963729423,4.876546524,4.966105577,4.892247074,4.930425892,5.023585144,4.896309673,4.75697165
"LOC100128059",4.274395113,4.535629627,3.643567356,4.295669817,4.136534799,4.010217895,4.405498646,4.051242995,3.948281407,4.09212972,4.423001075,4.047864407
"FAM229A",6.056039959,6.033824145,6.140611742,6.095214248,5.825531792,5.913143285,6.086164227,6.009628451,6.12532822,6.081959189,6.147020959,5.970084811
"LOC100128076",4.923438528,5.131476129,4.776603614,5.068957476,4.640594256,4.686217714,5.090270204,4.622878789,4.760628524,4.585065933,5.124587921,5.144948058
"JAZF1-AS1",3.661219478,3.483223131,3.776182171,3.42675132,3.50286109,3.639724236,3.575398183,3.368686069,3.611012588,3.510432335,3.758983367,3.549588371
"ST8SIA6-AS1",3.257858798,3.28715007,3.672719846,3.439965678,3.124327038,3.338119202,3.322473801,3.657892229,3.502102566,3.11485021,3.647155667,3.136447972
"UBE2Q2P13",4.089067028,4.271900367,4.487082899,4.403228847,4.427262228,4.256615846,4.331281795,4.527525478,4.154381472,4.394111386,4.173429054,4.435357758
"HGC6.3",5.29439607,5.444567443,5.111698999,5.246291434,5.553099111,5.00515645,5.326367494,5.084836753,4.98319726,5.305272686,5.361816454,5.374791156
"STAU2-AS1",4.668537313,4.710771267,4.764161327,4.777474738,4.773350453,4.786049829,4.6210973,4.73442249,4.754507226,4.757100269,4.762328429,4.821788079
"ADGRA1-AS1",5.900517697,6.009499241,6.110916351,6.257925884,5.995956172,5.928785434,6.23834629,6.152151672,6.337904806,6.15978766,6.140960135,6.160753155
"LINC01233",2.467909763,2.596954853,2.433414855,2.705200225,2.563058882,2.451657044,2.972787509,2.42981787,2.569218249,2.641839842,2.31416992,2.235958858
"FHL1P1",4.225476942,3.732053789,3.711948235,4.173639179,3.728788277,3.78422285,3.898418301,3.56782609,4.007029035,3.702536436,3.65246246,3.711986281
"UST-AS1",3.231312671,3.547934255,3.267444911,3.506605698,3.522114481,3.203142586,3.775888604,3.438490333,3.357035373,3.229837236,3.350353329,3.503348486
"TMPO-AS1",6.940955482,6.963227063,6.75198467,6.719761303,7.008547159,6.919292189,6.781052777,6.622074156,6.867337724,7.085254843,7.062200965,6.907522251
"LINC02324",2.719949966,2.838204559,2.701954809,2.654084821,2.660773502,2.419104067,3.055957492,2.520056153,2.858107675,2.692268654,2.959609384,2.759141993
"LINC02731",5.145340787,5.042255288,5.197405429,5.432169759,4.807517019,5.129287172,5.364070138,5.068746046,5.225315825,5.252282947,5.311668284,5.384651361
"LOC100128253",4.38093668,4.432662495,4.107225441,4.035956373,4.306904517,4.043826501,4.24522344,4.128042322,3.704864717,4.66132041,4.241733969,4.169584479
"TNK2-AS1",4.024179539,4.47584075,4.173693227,4.143842362,4.71628906,4.351425516,4.609547651,4.332170559,4.169726812,4.241007605,3.88956773,4.535519682
"HTR5A-AS1",4.742145741,4.858724006,4.879570426,4.892102587,4.899180101,4.628047189,4.885462088,5.19306076,4.893764621,4.672020747,4.821757774,5.198482435
"LOC100128276",4.756661591,4.959910307,5.816996175,5.330365061,5.4270019,5.042915898,5.23190552,4.801669494,5.30617147,5.126055526,5.468894271,5.578840596
