"Feature","HUVEC_scr_siRNA_1.CEL","HUVEC_USP10_siRNA_DLL4_1.CEL","HUVEC_USP10_siRNA_DLL4_2.CEL","HUVEC_USP10_siRNA_DLL4_3.CEL","HUVEC_USP10_siRNA_2.CEL","HUVEC_USP10_siRNA_3.CEL","HUVEC_scr_siRNA_DLL4_1.CEL","HUVEC_scr_siRNA_DLL4_2.CEL","HUVEC_scr_siRNA_DLL4_3.CEL","HUVEC_USP10_siRNA_1.CEL","HUVEC_scr_siRNA_2.CEL","HUVEC_scr_siRNA_3.CEL"
"ABHD17A",5.072591546,5.432276897,5.153451799,5.354849259,5.289084135,5.310428387,5.733399443,4.976666949,5.536214638,5.848162089,5.188184694,4.827615258
"CABLES2",8.881610244,8.456042066,8.752094648,8.551975268,8.613732122,8.622844404,8.882626944,8.816216875,8.64302998,8.684759371,8.905357953,8.799184459
"SEH1L",10.122844,9.767574048,9.743794718,9.7225604,9.891037529,9.979868076,9.754114492,9.808133098,9.847056717,9.950271952,10.08871515,10.19360808
"DPF1",5.574495431,5.241330651,5.380068753,5.425376521,5.479306851,5.266808627,5.395450125,5.577534301,5.602389148,5.421552023,5.535953408,5.935928435
"KIF18A",7.574932697,7.222545737,7.196152082,7.10025043,7.59298087,7.790341089,6.74558753,6.57020763,6.996587324,7.606704798,7.540216379,7.501841429
"ZNF93",7.667295399,7.259346189,7.013792252,7.559757268,7.641457037,7.781151189,6.661537126,7.017754167,6.695373328,7.642689167,7.440214448,7.618865968
"HDHD3",6.357719269,6.37434426,6.747985442,6.425144545,6.556784397,6.305434595,6.581968824,6.529283416,6.218990107,6.587192012,6.367129175,6.126746928
"MKKS",7.171829483,7.248841867,7.264268743,7.155892721,7.512095254,7.350735695,7.239159046,7.152422104,7.220908715,7.445221829,7.279488957,7.148014585
"CAMP",4.679492905,4.379232544,4.579892151,4.469076947,4.169169284,4.118430461,4.413070368,4.598222561,4.457864981,4.743253614,4.762213046,4.495909019
"GDF5",4.198138724,4.501857776,4.308319143,4.029419574,4.18655012,4.322640923,4.256933556,4.263313952,3.967909301,4.178299387,4.451893129,4.27089989
"NCOA3",9.970779572,9.872013128,9.869825635,9.834716818,9.737742656,10.05874021,10.02305111,9.998459719,10.01925164,9.700706903,9.897579455,9.954430639
"NRIP1",9.280803391,9.0654801,9.092789319,9.002657477,9.168450004,9.404811307,8.84270349,8.909694897,8.89043126,9.146450387,9.317419501,9.298635561
"CHAF1B",8.06746294,7.309454985,7.486819778,7.183770128,7.840464802,7.687542782,7.40530206,7.294509976,7.24902879,7.906268985,7.988763839,8.025499063
"CANX",11.56508184,11.72677924,11.60173517,11.6650066,11.67652389,11.79801313,11.39816557,11.44624561,11.51262735,11.59102791,11.47813713,11.64508893
"DGCR6",3.960597235,3.890226165,3.64488126,3.83749913,3.706695772,3.921079924,4.636501526,4.201545744,3.897426063,4.30481855,4.3679449,4.065437391
"LZTR1",8.65974038,8.760868968,8.801012675,8.783795173,8.620530226,8.676974412,8.709600959,8.647048526,8.60347534,8.810559682,8.598217048,8.715307712
"CLTCL1",5.98860251,6.013220967,6.140936825,6.274297476,5.92216486,6.367068934,5.997707107,5.966621727,6.333547858,5.810997079,5.888061813,6.058913469
"CAPG",5.89935485,5.760309603,5.827438655,5.695925446,5.87409869,5.747191043,5.55617526,5.828924439,5.796777247,5.813173042,5.999133582,6.001411051
"ESS2",9.255503786,9.440782676,9.301465873,9.28885003,9.295809806,9.288524482,9.305514642,9.286544772,9.306463401,9.375823741,9.279952434,9.285205388
"SYN3",4.669184109,4.150062514,4.396519849,4.099731554,4.235659204,4.466006672,3.938568676,4.218188012,4.352882196,4.116215491,4.802274429,4.213723279
"GTPBP6",7.572385819,7.380164882,7.492091582,7.480336078,7.450737804,7.502154405,7.733978726,7.584614338,7.568521227,7.776390412,7.664451989,7.733962656
"PUDP",6.568694385,6.537284173,6.457741153,6.487954772,6.678763899,6.638948356,6.667913666,6.75469437,6.56878378,6.586420467,6.508888625,6.607989677
"AKAP17A",5.217275324,5.373080567,5.705384068,5.400791902,4.827489353,4.950190083,5.270302049,5.559474976,5.256001586,5.1232401,4.968618403,5.197989607
"PNPLA4",6.431237845,6.863516268,6.636832653,6.646107843,6.291977607,6.492597464,6.789713826,6.652263642,6.687652495,6.455769911,6.457713259,6.498431821
"CAPN1",7.366478099,7.418959018,7.423417849,7.239534397,7.352759715,7.322329052,7.40671585,7.31941073,7.299877508,7.275418723,7.402739019,7.466221984
"ZRSR2",5.381640259,5.201683145,5.263551522,5.47254994,5.520723427,5.23751787,5.087956494,5.034059136,5.260569719,5.245521017,5.174785946,5.258630809
"USP11",8.035378806,8.133494088,8.097577837,8.122888779,8.066310476,8.032502959,8.406384763,8.279222246,8.254616508,7.949836906,8.156724846,8.143985201
"USP9X",9.015574695,9.026407068,9.031106148,8.919672949,8.995936663,9.366072656,8.905089419,8.92088949,9.021850968,8.632326097,8.861633956,9.089719692
"CAPN2",10.67641959,10.5639147,10.46627245,10.50575952,10.49714225,10.55619256,10.48428993,10.53812743,10.53695334,10.5783393,10.63771875,10.51409362
"RBM10",8.460832531,8.574901867,8.511713885,8.444178054,8.357887275,8.542351931,8.539213523,8.42423374,8.489132107,8.500741406,8.339920274,8.536569898
"KDM5C",6.049290736,6.078286961,6.00543452,6.151034811,5.699741483,6.144536915,6.134393256,6.07115219,5.963525213,6.317492864,5.907727866,6.076836343
"SMC1A",8.976573818,8.772326919,8.500897206,8.435118173,8.736385492,9.153608577,8.614785144,8.608206902,8.637903248,8.649701966,8.866931094,9.130049332
"CAPN3",4.01166868,4.037777132,4.315985206,3.520381656,3.674978157,4.368578275,3.247965742,3.741670331,3.757636961,3.33390014,3.495249571,3.07167352
"CAPNS1",12.5709696,12.81382458,12.68208046,12.72063283,12.68870109,12.74522371,12.6957022,12.71667367,12.76409579,12.66062344,12.62713557,12.67274407
"NAA10",6.642032149,6.619972145,6.606224183,6.654163185,6.642858106,6.697855108,6.783055537,6.593802592,6.658756152,6.615349424,6.6519806,6.554989669
"F8A1",10.59343723,10.25863802,10.44684623,10.58385409,10.54510078,10.05479478,10.3432848,10.24526302,10.07967534,10.77054447,10.60276802,10.40075264
"UBL4A",7.91840382,7.779676696,7.722107238,7.861354462,7.866209462,7.778394183,7.765794708,7.608269472,7.76570246,7.903342695,7.934392771,7.904857846
"TMEM187",5.497399087,5.797942937,5.818629182,5.896299813,5.622180674,5.679091563,5.707251916,5.673882215,5.783028093,5.781480462,5.507059307,5.489896711
"CAPN6",4.608876688,4.423987559,4.416039785,4.577213629,4.464333466,3.856559576,4.278995409,4.257280297,4.267789469,4.265643048,4.307886744,4.333971004
"LAGE3",4.849300918,4.457445837,4.889204985,5.231046085,4.84521924,4.790480702,4.560539955,4.815255618,4.285695749,4.791079025,5.057743651,5.152274395
"SLC10A3",8.369756482,8.351357283,8.304182615,8.318012805,8.382911838,8.261356374,8.347902137,8.382077671,8.343124883,8.529779378,8.402608734,8.39135701
"TKTL1",4.214937298,4.337642736,3.61351298,4.061112926,3.886207102,3.736886261,3.944057964,3.825856399,3.961166208,4.111880572,3.877090308,3.726970265
"CAPS",5.221570708,5.516509177,5.305380688,5.616491306,5.324789992,5.174851476,5.347925445,5.605997379,5.683714206,5.35245925,5.438599191,5.338381153
"KDM5D",6.603155008,6.636240237,6.846930104,6.717215008,6.743869968,6.733654825,6.727771448,6.750714601,6.802511034,6.536890859,6.609438963,6.837343505
"USP9Y",7.160635638,7.178624793,7.546970026,7.32293045,7.461093207,7.584033721,7.19839085,7.249822024,7.46070637,7.284818453,6.981498651,7.348217436
"EPX",4.524410741,4.708804492,4.286710304,4.533111495,4.35634218,4.541925771,4.532426666,4.343480803,4.571126521,4.415421964,4.510239211,4.306251187
"ARID1A",8.884807478,8.774447085,8.795198755,8.777006394,8.784860776,8.935795924,8.819272975,8.896065403,9.034127648,8.696446706,8.719838701,8.972770006
"CAPZA1",6.833761397,5.981921333,6.035880768,6.360227477,6.097238279,6.21427284,6.666184885,6.548836795,6.543105769,6.346280096,6.665953552,6.710289299
"H3-4",3.382498536,3.410856871,3.01561614,3.259092204,2.987796993,3.012025039,3.496208728,2.774579989,3.542080253,3.350956998,3.350956998,3.065036924
"DYSF",9.371411872,9.158522459,9.01666533,8.973286578,9.246908714,9.573421503,8.642778454,8.757049925,8.828005967,9.139646463,9.302324964,9.514929524
"COLQ",5.862424439,5.25910259,5.951894791,5.946067708,5.38258904,5.477671244,5.749885566,5.655415082,5.91662083,5.262566837,5.627470907,5.713054561
"CAPZA2",6.857530466,6.447753938,6.560634083,6.611338097,6.619486994,6.361911441,6.748071036,6.671762819,6.790723736,6.383243728,6.800102554,6.644697802
"PICALM",9.747475344,9.553729949,9.481619932,9.438274855,9.650944891,9.663331432,9.492145888,9.464712195,9.524312763,9.549936605,9.6972397,9.69354909
"SNN",8.489452258,8.507677654,8.529836535,8.369030127,8.499899165,8.076241982,9.003090898,8.95700635,8.750921795,8.24549968,8.571724669,8.517225547
"ACOX2",5.028412575,5.219100955,5.867704136,5.235174135,5.201015528,5.299592945,5.12842155,5.04985581,5.049278128,5.152853807,5.16270359,5.210310503
"CAST",9.031982974,9.100717689,9.025324669,8.943252746,8.986819477,9.164764125,8.963742538,8.955546869,8.946293326,9.002891417,9.083421658,9.052563298
"ACOX3",8.713801854,8.310346084,8.193807966,8.24307772,8.476997556,8.548769763,8.348816271,8.399897136,8.339399231,8.531908418,8.560496477,8.721821421
"AXIN1",7.252552673,7.253569636,7.10393783,7.14690162,7.224876594,7.313142063,7.3120409,7.194758753,7.034765609,7.191727243,7.053664795,7.242692897
"AXIN2",6.52694541,6.4114805,6.590188554,6.526731799,6.727797511,6.537470453,6.487568083,6.302878891,6.090564726,6.616828875,6.524772025,6.449537857
"BAP1",8.427793747,8.400751423,8.372310009,8.484519096,8.398776307,8.354078052,8.4910209,8.376951066,8.277627116,8.31040862,8.36903458,8.271326344
"BRAP",8.91239149,8.854684114,8.836979963,8.789341757,8.947668498,8.959775254,9.046635024,9.152297445,9.064518792,8.993220824,9.01044392,9.07122437
"CDC7",7.847735203,7.020163634,7.249368721,7.226954258,7.549126465,7.681571238,7.112447344,7.262985211,7.143668117,7.676817399,7.704092972,7.663923486
"CDC45",7.56386297,7.294375792,7.196798365,7.199579572,7.34426621,7.644115066,7.029536796,6.889795169,7.152983462,7.742985863,7.525840604,7.622960725
"CAPZB",6.785635269,6.784389744,6.785524779,6.815079857,6.753408087,6.820866541,6.733404778,6.804401962,6.715330474,6.795310793,6.78090048,6.733164232
"EOMES",3.438854279,3.52935028,3.205793839,3.263999348,3.402668609,3.274341575,3.306427816,3.897065917,3.347286098,3.636139606,3.198473735,3.491042813
"FZD1",6.077427068,6.094625458,6.31722571,6.249299918,6.114153655,6.215072754,5.923722041,6.198534914,6.161705313,6.254967103,6.042725812,5.867620137
"FZD4",10.68685581,10.94486535,10.9109376,10.84805734,10.67605781,10.80650796,11.07527404,11.14343332,11.08871263,10.59518485,10.54506726,10.64158716
"FZD6",9.951204322,9.722598122,9.897505512,9.864151311,9.882943649,9.780202145,9.853549391,9.778240076,9.854700247,9.821320629,9.985952045,9.879392169
"FZD7",4.42093582,4.400787139,4.588794332,4.649826653,4.091690875,4.209700576,4.552710302,4.329173191,4.338628041,4.326319355,4.965374523,4.375447141
"PCDH11Y",3.261288743,2.897817332,3.521540286,2.857875457,3.398542186,2.985640842,3.00654893,3.867867698,3.241984922,2.830635152,2.810320699,3.469105919
"FZD9",4.760460635,5.013005618,4.61455574,4.845772105,4.563545925,5.12687146,4.636412094,5.024796486,4.56166419,4.964992817,4.737569577,4.749115203
"GFI1B",4.65199568,4.71130473,4.650496558,4.934468661,4.740856982,4.791296787,4.613547846,4.783738874,4.747642507,4.587129792,4.833961939,5.073859996
"H2AC13",9.137551926,8.172913519,8.398266446,8.410192054,8.931153994,8.480282686,8.372309797,8.153423029,8.098157266,9.101263072,9.184035396,9.017232149
"CARS1",7.574588197,7.52115274,7.649643729,7.43325897,7.442134273,7.590553276,7.55175628,7.579665493,7.554112642,7.497673654,7.668687191,7.648254869
"H2AC15",6.446006219,5.759206622,6.187884817,5.961105382,6.521845705,5.693529063,5.555619518,5.583766692,5.607975296,6.247739306,6.076902286,6.297984126
"H2AC14",4.497795575,3.439994147,4.200284714,4.135571061,4.173061424,3.748814473,3.258319264,3.457871011,3.953700522,4.229816629,4.446611772,4.317200496
"H2AC16",3.717200478,4.008934023,3.827392439,3.874075302,3.933545232,3.833067701,3.513649719,4.11959997,4.184285023,4.373017735,3.664241884,3.632285077
"H2AC6",7.251354701,7.099169656,7.259486121,7.200709747,7.440574967,7.039210875,7.290895744,7.310029998,7.226281252,7.731688139,7.497311429,7.191563894
"H2AC4",7.505421257,7.076706657,7.042938902,7.08569808,7.751652266,7.61215094,6.992872693,7.402721257,7.164344923,7.815500067,7.418804603,7.48492266
"H2AC17",5.540701759,5.139864486,5.287269901,4.980871237,5.40800613,5.262578327,4.960681533,4.804013915,4.823803985,5.630464495,5.497958039,5.755586728
"H2AC20",11.77240153,11.58680281,11.66589772,11.65693757,11.80742272,11.63107173,11.56213886,11.58953586,11.5594054,11.81993147,11.74850008,11.74330542
"H2BC8",4.792695941,3.750175165,4.32819651,4.850224166,5.063477367,4.683547739,4.27750464,3.843792752,4.90779283,4.843255929,4.218878045,5.051582858
"PITPNM3",4.878532263,4.780981514,4.931397586,4.794170734,4.601282144,4.754323798,4.724547637,4.919479373,4.458065622,4.702231412,4.620819265,4.479906238
"CASP1",3.828355666,4.094758956,4.176599138,4.210084302,4.142600406,4.028205112,4.29036842,4.396702907,4.301597292,4.075203125,3.856796118,3.5941697
"H2BC13",5.668080055,5.446393833,5.282490931,5.141777642,6.084761688,5.494615671,5.33691385,4.784530259,5.447134944,5.689624624,6.079323616,6.271419512
"ELOVL3",2.889470217,3.33931249,3.025604479,3.112173463,3.250711694,3.260604477,3.410819649,3.114067878,3.152411168,3.107934904,3.23585936,3.135999489
"H2BC15",10.14932802,9.725447524,9.790238792,9.867503938,10.15100678,9.979443959,9.670551002,9.831205122,9.81547513,10.23573194,10.31374017,10.15720471
"FCRL5",2.810760727,2.436833287,2.576536319,2.761367923,2.716793127,2.577725371,2.551179022,2.571502798,2.631387749,3.092685429,3.223144242,2.670433296
"FCRL4",3.119314951,3.052282232,2.963631437,3.373131538,2.897773238,3.090043697,3.12472971,3.416975605,2.913394774,3.072558035,3.168653804,3.139907001
"H2BC14",11.52451713,10.13767092,10.59875506,10.51629014,11.02356771,10.40608505,10.77440046,10.58595224,10.4819877,11.29907403,11.35200332,11.03394182
"H2BC7",5.840531292,5.226757691,4.806862462,5.149530754,5.403449646,5.204477388,5.205308494,4.8724148,5.169154195,6.001193709,5.845905044,5.922488304
"TCF7L1",7.874492059,7.756413613,7.815912182,7.708500949,7.761135127,7.713862802,8.128886123,8.219867134,8.039843391,7.739048804,7.81099848,7.802358812
"H2BC6",4.893025606,5.164207371,4.678596264,5.296962585,5.409543368,5.336459836,5.284868168,5.112102246,4.296312292,5.198511867,5.568882883,5.848404465
"ADPGK",8.459162528,8.367199296,8.382713492,8.417282572,8.508187317,8.525211316,8.415500371,8.310818738,8.327905003,8.738180684,8.425037305,8.428900516
"SH3BGRL3",9.886863289,9.834400544,9.816575122,9.801820999,9.817291807,9.74819773,9.844490783,9.783436889,9.805122611,9.85292601,9.875537589,9.867337243
"SF3B5",8.56276608,8.581441264,8.376976124,8.452878684,8.534873896,8.507506018,8.520176975,8.539491759,8.506932865,8.694855273,8.561754582,8.539845811
"GSG1",3.742998016,3.542042334,3.239534572,3.62421846,3.477947302,3.541679789,3.616491152,3.362933232,3.62301094,3.449558799,3.395824227,3.495805698
"CCDC70",4.702551543,4.641626425,4.891961284,4.837195386,4.710294884,4.717253431,4.713118109,4.846412405,4.796233221,4.905082146,4.931942435,4.982720974
"SLC25A31",2.728846453,2.920074209,2.809190971,2.988436344,2.866202198,2.76968175,2.991663426,2.843184537,2.907343866,2.680069084,2.774831206,2.968315256
"PUS7L",6.643164299,6.579205304,6.549304541,6.562780931,6.741124363,7.004209248,6.496675652,6.405266219,6.579205304,6.286581892,6.624939626,6.624443405
"PMFBP1",3.178652285,3.4471002,3.42374308,3.257757673,3.08801585,3.090688065,3.520070413,3.45218875,3.400022736,3.179318783,3.614841271,3.169496055
"H2BC9",4.004550033,3.409714924,3.639220511,3.350478392,4.394805395,3.985710777,3.521930455,3.338310974,3.54295051,4.369387062,3.780266044,3.999786313
"DRC3",5.213711996,5.574688839,5.669961524,5.624773643,5.4869846,5.460464882,5.357265615,5.481812526,5.388954621,5.270310697,5.295870973,5.587327097
"ABHD11",7.151279953,6.985874304,7.059807189,6.99711378,7.037620869,7.040855476,6.832482306,6.930527975,7.090616076,7.136627118,7.093072428,7.246046076
"RAB33B",8.039476963,8.170329519,8.138200888,8.354122015,8.173959078,7.981236849,8.21032021,8.108792919,8.13927334,8.135647332,8.144584542,8.008645162
"H2BC10",5.527590791,5.045279228,4.892573992,4.876668715,5.170885218,5.324659403,4.728514392,5.167550137,4.748216489,5.134464664,5.386281523,5.640304805
"EMC6",7.652801735,7.657020022,7.637179677,7.571623195,7.787082095,7.583057946,7.4033384,7.573598991,7.547562899,7.789036641,7.689482053,7.633771343
"CDCA3",7.448399941,7.015126858,7.027012346,7.028667234,7.438399578,7.455639348,6.967248768,6.902162483,7.063501743,7.485072648,7.346591915,7.319604932
"MXD3",5.152550284,4.939190144,5.291198944,5.395406525,5.072651915,5.245977013,5.224098434,5.147901054,5.119601779,5.725618244,5.389677509,5.093606205
"APH1B",6.59853013,6.689577476,6.618215744,6.579616969,6.549800648,6.55096954,6.806349576,6.854657854,6.795581634,6.461046936,6.385390794,6.644849525
"GLT8D2",4.430976596,4.49449315,4.375223156,4.067161092,4.397723725,4.300687276,4.785402101,5.129187718,4.62400819,4.013807295,4.380994624,4.532767382
"H2BC4",4.77768946,4.49962693,4.412910345,4.560556233,4.73821333,4.817881608,4.929685657,4.672865543,4.050062799,4.880570563,4.717397785,4.356439832
"KATNAL2",4.582288727,4.940107596,4.881341512,4.951237818,4.894969156,4.92389403,4.69686414,4.78263516,4.870681276,4.854009492,4.758556567,4.574328819
"DOHH",6.061455089,5.687430803,5.646718906,5.889096662,6.007956655,5.993806368,6.007956655,5.871239936,6.069462833,6.012767018,6.133078813,6.248579753
"ARHGAP24",5.524214228,5.7385447,5.608361175,5.755355486,5.613878866,5.659948242,5.567159018,5.60663262,5.551311822,5.6130008,5.491106646,5.43246016
"DDX59",4.281017704,4.645777158,4.808797634,4.748913262,4.951480155,4.768436244,3.842182883,4.732229646,4.306932382,4.637774816,4.682110855,4.512413209
"H2BC17",5.851088688,5.732807023,5.427130163,5.648032733,5.765187245,6.212813697,5.544968128,5.765086288,5.67491379,6.217163866,6.18814962,6.007427203
"PUS3",5.976779036,6.07393348,5.66734857,5.875406705,5.968152532,5.872165615,5.996302262,5.910739421,6.006555789,6.102904375,5.950121335,5.910945378
"EPPK1",3.41245897,2.980417664,3.1142502,3.088299006,2.967978584,3.125068893,3.219026676,3.299922402,3.315193886,3.063167538,3.168688148,3.128800538
"SCRT1",3.586668139,3.685191105,3.298713109,3.393199804,3.425966998,3.478337583,3.93162518,3.426504853,3.433942421,3.562649324,3.62049307,3.700645982
"PLVAP",8.49408027,10.08941322,10.00699192,9.814814705,9.235360136,8.978115837,10.43985188,10.37903113,10.22906226,9.123185289,8.453956002,8.23767271
"H2BC21",6.000996359,5.39008604,5.394216532,5.671154933,5.644332596,5.308256687,6.08917526,5.539921256,5.695463465,6.006115452,5.839302341,5.766831682
"CASP2",9.954596805,9.660823082,9.778917239,9.734888462,9.858349007,9.707774544,9.892242133,9.844787527,9.765758929,9.853595993,9.966372308,9.857659218
"H3C1",6.564801627,6.772487952,6.78940107,6.667649996,7.338351739,7.159376176,6.43626143,6.669696697,6.452622864,7.004816927,7.106045378,7.159031624
"H3C3",2.481065996,1.823907097,2.261292047,2.362636536,1.954894926,1.676552782,1.995120333,1.949767138,2.233267783,2.587426912,2.342637454,2.390985126
"H3C6",7.422406495,7.454384549,7.246571863,7.422303995,7.701395525,7.957887856,6.978797739,7.309121629,7.294954938,7.771491529,7.696783467,7.796751509
"ODAD4",4.375605096,4.149061987,4.003673355,4.034291969,4.034121605,4.081276404,3.707478452,3.881904071,3.997193863,3.918279776,4.213061044,4.130821757
"CHST9",3.061009038,2.784848085,3.032127774,2.780347918,2.956886568,2.895530948,2.765899543,2.852302764,2.840244167,2.990719588,2.900861223,2.761147288
"H3C11",12.53353086,12.32776676,12.29918511,12.35160374,12.5106388,12.32869531,12.43244088,12.30207219,12.17567885,12.67269342,12.57565762,12.49032251
"NUF2",7.421719514,6.871405963,7.038728302,6.896391163,7.249830884,7.594626447,6.819524323,6.820892838,6.721275907,7.502119988,7.223510805,7.370035723
"FAM110A",7.015089661,6.852946611,6.755454738,6.76170705,7.041766761,6.778761996,6.70683999,6.707232412,6.485029211,7.296646692,7.066109343,6.908912062
"AIF1L",4.995400434,5.269247578,4.741396803,5.061788647,5.28383826,5.084291069,4.899644662,4.9116761,5.005099774,5.24383539,5.216304119,5.337079364
"DNAL1",5.137921185,4.908981238,5.048316342,5.134000515,4.975449412,4.972240109,4.964736279,5.064352248,4.950029263,5.286348442,5.184461165,4.834796207
"RTBDN",4.71078755,4.911562095,4.900082738,4.956189922,5.100814759,4.705700656,4.856936326,4.79476729,4.824215242,4.834127958,4.974277593,4.751679888
"RILP",6.496660846,6.631903677,6.547285268,6.501763164,6.441638534,6.334349316,6.612067638,6.820861574,6.607424276,6.624333557,6.694877293,6.828176744
"COG3",7.528254994,7.633269949,7.579031016,7.683750522,7.736307794,7.601546455,7.491148518,7.4760093,7.402701806,7.707176746,7.585366418,7.790267769
"UCK1",6.259714407,6.475537488,6.567531557,6.62187253,6.638054189,6.393025483,6.558628077,6.56286358,6.465559128,6.666303386,6.412161245,6.471491812
"H3C8",8.579295112,7.802431384,7.854960456,7.867189414,8.613100543,8.527592104,7.777508569,7.615590964,7.551917469,8.569403189,8.551941813,8.617480526
"GPR101",4.785812079,4.928657112,5.035425022,5.225509182,5.109695183,5.107570996,5.00245999,4.899074456,4.731333284,4.989659043,4.963711278,5.054715038
"TAAR8",2.791383502,2.791303484,2.461537104,2.988436344,2.641393385,2.739441642,2.750569784,2.818583238,2.699241237,3.046997215,2.537309088,2.806023143
"H3C12",6.564981288,6.506737155,6.044650133,5.824553633,6.553842024,6.515354736,5.732057767,5.89728784,6.289413031,6.804968621,6.897760841,6.824244392
"H3C10",4.128217842,4.204549966,3.854404062,3.935158789,4.464442273,4.535299211,4.239097446,3.424229763,3.785028278,4.647964213,4.509243424,4.732595622
"H3C2",4.106656664,3.718599609,3.582907832,3.666145897,4.135824633,3.908495354,3.631052087,3.546345826,3.631659784,4.194852923,4.140554987,4.046038327
"H4C1",6.151330655,6.151650889,6.004765409,5.711472044,6.355079293,6.413409688,5.291589334,6.272748768,6.120627009,6.12616447,6.620168879,6.550723351
"TMUB1",7.475619564,7.653588839,7.386535413,7.526682329,7.501883507,7.262282307,7.742326738,7.626818758,7.392944903,7.589176272,7.404673405,7.388536981
"THAP2",5.546766528,5.482024313,5.299587167,5.554539199,5.598513278,5.511574076,5.363236541,5.327546342,5.206093298,5.571946048,5.672135902,5.566592955
"AKR1E2",5.419124027,5.323612776,5.406684316,5.424505458,5.647300448,5.14706631,5.736925597,5.625968308,5.359395826,5.424505458,5.411674193,5.384671339
"RASSF5",4.760270074,4.87256082,4.758550515,4.946041782,4.897948095,4.754352801,4.814080353,4.78155552,4.958546429,4.768169869,4.848762935,4.949700716
"NUDT12",4.751746629,4.906000322,4.48027598,4.791725149,4.888810733,4.819585191,4.848165427,4.888635259,4.727388774,4.852045024,4.918383362,4.696691163
"SOX7",10.56946389,10.29189425,10.23827598,10.29708428,10.47831958,10.31585116,10.07737641,10.07208363,10.0178331,10.51102054,10.59526874,10.48046755
"BCL2L12",7.443089381,7.12092115,7.315793551,6.955886463,7.176491185,7.121779041,7.161888049,7.047768913,7.063632328,7.464936479,7.526131493,7.367578786
"RTP3",4.333595135,4.152677746,4.234230364,4.170202842,4.050419314,3.795271651,4.177562691,3.934737412,3.954697632,3.861074762,4.305932585,4.209844868
"LRRC2-AS1",4.763580711,4.711154091,4.350387559,4.589929928,4.478815648,4.784295549,4.389386061,4.482934945,4.211659722,4.624426316,4.493572299,4.544028033
"CASP3",9.185607161,8.436914462,8.761226123,8.494376469,8.699267812,8.768322762,8.894025835,8.920037556,8.909087317,8.533569073,9.349842182,9.350739423
"H4C4",7.985219992,7.874682262,7.693072999,7.846768419,8.249978461,8.267836613,7.718900115,7.719507838,7.8837268,8.215234029,8.109253621,8.400926975
"TMEM47",10.24330842,10.47325561,10.67093974,10.52879473,10.34785882,10.30105206,10.32093085,10.44754657,10.39018132,10.2704746,10.23097244,10.09507366
"CCM2",4.821325337,4.767816251,4.905359857,4.708848478,5.127639443,5.109584894,4.630957711,4.577784602,4.36211696,4.954849307,4.709821911,4.904494659
"GUCD1",7.989931129,8.221277235,8.131934408,8.042327902,8.174848429,8.117129008,8.016757282,8.055457612,8.141608043,8.167271148,8.055470227,8.203126805
"AMMECR1L",9.247534237,8.593532737,8.616147832,8.483648156,8.607816456,8.548509218,9.067626427,9.041483488,9.0655616,8.506545531,9.060454885,9.14004911
"C18orf21",6.686211435,6.672996902,6.775567333,6.771115867,6.86199329,6.683054221,6.441791804,6.455390455,6.49992447,6.721742275,6.549782903,6.497371959
"H4C6",3.950108173,3.564529702,4.117549494,4.802635813,4.61177633,4.294148813,4.216581699,4.50486248,4.343891964,4.598900925,4.591176161,3.999295049
"C19orf12",7.466015872,7.294879827,7.268432354,7.215426194,7.376448369,7.250662076,7.277115249,7.357241038,7.276361733,7.390831602,7.162901374,7.340667885
"ZMIZ2",8.406830179,8.387443814,8.573276688,8.50336575,8.424056519,8.297253835,8.703415167,8.567379839,8.589296228,8.24046261,8.470411297,8.234820369
"C11orf68",6.633225798,6.607596769,6.649103605,6.744130234,6.598719771,6.343720366,6.874104814,6.714969462,6.626855561,6.741396041,6.696974005,6.427220955
"TEX101",3.695487869,3.647737925,4.012628546,3.271536016,3.693829398,3.931091462,3.802060473,3.75492639,3.727150678,3.482140566,3.990162328,3.694956417
"H4C3",10.09889494,9.428409177,9.689938123,9.767004531,9.989647419,9.826685683,9.511520886,9.452006294,9.553542798,10.02422661,9.85942547,10.056918
"RAMAC",6.409460428,6.262272658,6.394746498,6.10101964,6.281430745,6.414553201,6.242398496,6.245763457,6.213747637,6.272748768,6.38793469,6.311107253
"FAM107B",5.575737814,5.42769102,5.485231867,5.235698426,5.672999491,5.866225918,5.258458782,5.380292266,5.435281065,4.969553895,5.372822822,5.555505952
"SELENOO",7.381003634,7.263611622,7.34487037,7.247004596,7.514233662,7.397433614,7.395341759,7.118895435,7.147848049,7.499348903,7.30250595,7.22948099
"CCDC3",4.747341915,5.485105263,5.280076838,4.92138846,4.60253709,4.697357425,5.110803885,5.312705045,5.418642212,4.959749793,4.85817656,4.957567658
"LINC00529",3.369096979,3.252829456,3.200633804,3.354234672,3.299288582,3.27651107,3.262512258,3.222677335,3.013029367,3.109682692,3.184265433,3.018789818
"FAM167A",4.292165185,4.140099262,4.288818977,4.221712821,4.335479852,4.109251515,4.249508424,4.108114187,4.343281715,4.384804343,4.064573158,4.435422689
"LINC00208",3.17093139,3.434964027,3.393702881,3.413255966,3.224382211,3.581290694,3.534067682,3.474832207,3.795902057,3.606106866,2.999245693,3.639390631
"FAM167A-AS1",3.248696319,3.515974167,3.662765209,3.54077342,3.693172078,3.504754293,3.478915834,3.468613918,3.473755204,3.355142766,3.406829664,3.574714172
