"","GSM468603.CEL","GSM468604.CEL","GSM468605.CEL","GSM468606.CEL","GSM468607.CEL","GSM468608.CEL","GSM468609.CEL","GSM468610.CEL","GSM468611.CEL","GSM468612.CEL","GSM468613.CEL","GSM468614.CEL","GSM468615.CEL","GSM468616.CEL","GSM468617.CEL","GSM468618.CEL","GSM468619.CEL","GSM468620.CEL","GSM468621.CEL","GSM468622.CEL","GSM468623.CEL"
"GNE",6.82675159031176,7.18253197736041,6.76027744952066,6.65551473750096,7.074999760197,7.16404747545853,6.85084528652497,7.1969566917827,6.44414974573134,7.13083158191212,6.4720599604908,7.40452372836195,7.27466489365903,7.58449030199902,6.94851206157065,7.41387392465579,7.40441979798508,7.59371612904527,7.02623670443435,7.12740987577383,7.18165309954523
"HCN4",4.68160990462533,4.27918388058148,4.3492392007454,4.41096158964781,4.40685663720934,4.29945715349389,4.23219626481701,4.10950648992622,4.35533898800102,4.16083540213629,4.3296081835947,3.97034858574621,4.31261286919653,4.08042849725965,4.28514754575273,4.43008503983256,3.84792609103201,4.13557243415673,4.38665666550854,4.43515977379095,4.58551507930065
"FRAT1",6.0467285581886,6.65764740547304,5.74395825582399,6.26056766384823,5.87295857541328,6.50177213266115,5.72354419213453,6.31540936439463,5.14584710616218,5.91087738246964,5.43653577351083,6.29868170169337,5.52723150592515,6.07011472655679,5.47067854932522,6.0150761906203,5.50082695808552,5.72817666165628,6.32202715005986,6.24541938013957,6.34310450308536
"TROAP",7.45858217870181,6.69455143268963,7.30040148811972,6.96508104682927,6.88377079126987,6.80503765253197,7.59357091251596,6.78590667616832,7.30790349905105,6.51865496110172,7.15729291622798,6.59212885482129,7.2069635720725,6.20110859481446,7.36232366903838,6.4147342812832,6.85311613300813,6.5865495798743,7.22150640295185,6.99760747893773,6.88392971596338
"MED16",7.27907886329918,8.17000658867198,6.72323611712232,7.26088525845837,7.68641854284452,8.15857231341475,7.36861321684489,8.14310968841021,6.69038630746327,7.68637942049854,7.02170739150892,8.04933379321863,7.02162283547797,8.05686111993621,7.14216894941686,7.51996725573723,7.27937007804566,7.75863777741807,7.89260314429644,7.93046455360722,7.71509471526434
"PIGK",7.69319238700581,7.68845805170851,7.90564567299402,7.33624676301757,7.93496547143434,7.36324292831725,7.63155288743132,7.43385595089233,7.74936064321045,7.95020307738497,7.10720934232903,7.46373416723107,7.39298991963505,7.22794945367836,7.86006388646885,7.754208572357,7.28611954356962,7.18182148057236,7.41990456340746,7.31402920778712,7.15992570809403
"CMC4",7.41803384845985,7.80067320973888,7.41061853567936,7.39563629239207,8.04865864183671,7.77997617602511,7.44564340006957,7.61442703376342,7.46750541571133,7.96469540340231,7.21092678204781,7.61938431872503,7.30561342173071,7.52953802719522,7.38001324891851,7.75151446859798,7.35579775796886,7.59770711516797,7.87562404054362,7.95570835916708,7.73923181161283
"NBPF20",6.25679414812613,6.38665016166644,5.40127339027306,5.91569573025304,4.90483497048404,6.09014376665736,5.9183687730581,6.40819259482793,5.28842332923553,5.21525638589982,5.74945810795153,6.30822455101426,6.35204164122143,6.77624795097529,5.82370949379607,5.57274936826503,6.45298739726454,6.31762182677237,6.15300809167179,6.05279661352903,6.54983942751382
"TMEM238L",5.50832077906557,5.45854492727128,5.57014849509027,5.49012003738922,5.26562076977538,5.52835917387795,5.49012003738922,5.49012003738922,5.5891348105237,5.29759188246401,5.67521694604508,5.1881621448727,5.67558109122481,5.49437812585653,5.52575184940088,5.37431231446864,5.05943651862996,5.59436468557896,5.41419249839058,5.34019836074521,5.77209467618501
"ZNF605",5.22797183260451,5.26211053660789,5.16003999403512,5.39662631895837,5.32103237582364,5.75574344527397,4.31776081601387,4.95133806959736,4.78740770380933,5.11712745362963,4.66563449032216,5.46487060701979,5.16027341947531,4.85359708747716,5.2415517221881,5.33430148113132,5.62055850071743,5.2087379362566,5.16003772144148,4.58727003832788,4.78365528507584
