"","GSM468603.CEL","GSM468604.CEL","GSM468605.CEL","GSM468606.CEL","GSM468607.CEL","GSM468608.CEL","GSM468609.CEL","GSM468610.CEL","GSM468611.CEL","GSM468612.CEL","GSM468613.CEL","GSM468614.CEL","GSM468615.CEL","GSM468616.CEL","GSM468617.CEL","GSM468618.CEL","GSM468619.CEL","GSM468620.CEL","GSM468621.CEL","GSM468622.CEL","GSM468623.CEL"
"CREBRF",6.69119604122759,6.8982756090897,7.31644954126843,6.50439061950357,7.3237675376004,7.05127405428678,6.82263245480353,7.12971306182963,7.24035608379918,7.46932368047324,7.12446073760699,7.28674431794678,7.00565806625665,6.24534039665998,7.34539714831026,7.39160710627217,6.59255168651123,6.13695996315045,6.5965326628435,6.25322932715512,6.23999156950906
"CEP120",5.95737108498367,5.50484591243405,6.05795141994611,6.15101085838306,5.54528894221354,5.46936378439703,5.63215474526594,5.46770729181327,5.8450319938142,5.44899286201219,5.56336934053735,5.55026229098851,5.53604373942199,5.33800940823394,6.37641726246541,5.9100134951667,6.59568485177759,5.52159730987137,5.23659386118553,5.46273313694566,5.34540750012793
"SLC25A48",5.13380626889594,5.21303057994201,5.25751479258764,5.19495707312622,5.18748067920065,5.05391485924745,5.43987105346582,5.13854058350624,5.32653851811455,5.1755055482789,5.31587529323996,5.01721300047514,5.49305758156228,5.25111563441334,5.33442431664818,5.31011818529948,5.22215491121945,5.31095020743012,5.21389477784475,5.26495669254187,5.38542806723029
"TMEM167A",10.4591527863328,10.4044204026919,9.67168730052912,10.2632149754702,9.43595305192016,10.1618039045381,10.5208834158836,10.1568287962271,9.66366866086236,9.23479246044814,10.2844280366205,10.2021549210212,10.5801732201984,10.5085040659524,9.87684959227482,9.5651296519689,10.4305571247953,10.3823701610329,10.0563176633008,10.1117591151489,10.2487360818228
"MBLAC2",6.34576247093094,5.78915759224088,6.68840346068,6.82263245480353,6.75533099170767,6.56843686950295,6.30934807484307,5.64858057960021,6.49417117972309,6.52013488943378,6.45272113354666,6.49865092328283,6.17265105960743,5.97035763413446,6.96470613724335,6.83103597636448,6.83149698166539,6.79580230637878,6.47591284215684,6.36778450151133,6.49417117972309
"TMEM161B",8.20754665144678,7.92962167017865,7.64764310952814,7.11186523918524,7.35489813396946,6.99734721947972,8.284414912822,8.06335115900767,7.86464104953258,7.85888063153693,6.78360689669387,7.30035062232002,8.11895071817487,7.92632511463577,7.86401790261599,7.62395916033428,7.29462986297423,6.92667204483867,7.41484584902741,7.5770831409723,7.64764310952814
"CYB561",7.52179365135218,7.47149678962688,7.92878832947761,6.9268121921613,8.13076397095514,7.10104029705382,7.26716253382265,7.50839195184344,7.82528799465089,8.32102838352753,6.52004606461934,6.92548713241362,7.16548229285265,7.48653829531862,7.6304815548423,7.91538572016339,7.21117502065876,7.29356846326743,7.92191138240624,7.87225096357786,7.99937819119747
"SRFBP1",6.26148165232643,6.25669535948582,6.30048730286232,5.9677131894436,6.49115277195799,6.30555561027004,6.74071784210326,6.28661008324522,6.35358433643894,6.66851818299833,6.31555138857454,6.40089767786472,6.62921315029815,6.12459530761281,6.32011759275516,6.20955036562873,6.18234519250498,6.06826613768731,6.58769604524773,6.35358433643894,6.56619236775941
"PLEKHG4B",3.29876710315232,3.46499795139913,3.36326704997467,3.67125774817236,3.42748968538172,3.54439244045742,3.71244000933096,3.45840732653496,3.57266267282801,3.30126930324181,4.05691080390938,3.37275148796337,3.56450546037222,3.55230271414511,3.19545000229625,3.31950184643894,3.46499795139913,3.36508816690192,3.46499795139913,3.23258268875732,3.46499795139913
"CYBA",7.7737618909732,8.43168252596842,7.87402868342868,8.03902204294511,9.1752220225338,8.67840535258915,8.10736825274124,8.42551954315348,7.91439084184967,9.14215648992488,8.11956592406362,8.51837124345657,8.14199495228342,8.22636284106023,8.18011489518487,9.21209650246343,7.81568954591929,8.49600767116155,8.81190723690553,8.81422633148672,8.78173909604774
"ZMAT2",9.56562813765641,9.56456777081237,9.29910659113022,9.54432410743958,8.90232975052634,9.54340373008872,9.51691738001168,9.49338267084741,9.19131280234417,8.93435096232329,9.59151458703806,9.34999612234297,9.76348750951199,9.36967669036294,9.3723992483797,8.97080972128541,9.63677018960265,9.27161056369921,9.18319824780635,9.05066322562758,9.10164250706907
"MARVELD2",7.45162885083766,7.68262501039006,6.8473043943506,7.41778778681328,6.48138189942233,7.35753419853287,7.46043071476096,7.33045927181647,6.6034038292041,6.89135898331717,7.10371819875851,6.90037290066463,7.11022816682328,6.86509342237905,6.46327442668714,5.87903113605944,7.00163983516553,6.59683086315703,7.37608172800268,7.22831522660161,6.80645726888946
"BTNL9",4.82032583486409,4.64330588239262,4.62276827912757,5.05153931346769,4.77875459723402,4.75092746222014,4.70624774491508,4.71510275780218,5.11974644586474,4.64924159593422,4.82889041926003,4.73602385440658,4.82796669998378,4.94355944406905,4.75092746222014,4.62935410478854,4.54943871379312,4.58874911406537,4.80784008558456,4.70413144382879,4.91764165979528
"CYBB",4.82008620883305,3.84101204652136,5.2053388557798,4.35807281645381,4.01242907299949,3.79501454075698,5.26705765708092,3.84570634642638,5.19246751364435,3.87400134903296,4.74954903611642,3.82387220048416,4.86537860484182,3.92556052486149,5.34584534968141,4.35807281645381,4.54431674451958,4.04711504276596,4.0582990125104,4.17326791907623,4.41020237571197
"ARSK",5.81012069348137,4.97138246569661,6.15409239312201,5.58084539574081,5.47859287198462,5.37983258793606,5.80064433999778,4.70841114932787,5.79597399367284,5.17936699531739,5.7038165783558,5.28403743611175,5.0976938823734,4.31397664697594,5.96319523556298,5.43090460462579,5.4847739602613,5.20931466603737,5.5846855177982,5.30952885265985,5.48934552004664
"TTC23L",4.02419685488925,3.59931947615565,3.76555091906842,3.98770229881558,3.48911226025735,3.53182810788532,3.7198176028377,3.63158534415431,3.76245144965024,3.51733563851274,3.76903029402675,3.52412367801551,4.00454222957122,3.71782513129477,3.81795941821423,3.88819478984249,3.7058925757539,3.80412782972061,3.66931510281646,3.56750536222144,3.63480661807206
"CYC1",9.18547050899245,9.96624246240045,9.24922184568429,9.21247855363448,10.1314510011089,10.1910392487296,9.40524151249285,9.87761565351794,9.20070687387877,10.0662122356055,9.29833162468363,9.97972889672194,9.2638883191701,9.8235206361834,9.46321196834054,10.087951324224,9.25589879712593,9.9332214437937,9.81210386836241,9.79955974175923,9.64807987846955
"CCDC112",4.43634601283468,4.38628750518228,4.37002353592692,4.52388173758412,4.78738391771929,4.79226218285812,4.12234416509128,4.4999226766745,4.33981564832666,4.61655415509631,4.28417501607582,4.81520146639042,4.18143446899812,4.26533121977658,4.48998242360658,4.42162926110813,4.59059078071114,4.85922514012171,4.46324444162083,4.13603495390195,4.34266554666039
"PRELID2",5.09502071065461,4.94820492575919,5.29094855010333,4.51180209460945,5.37095756393433,4.81945713173624,5.29857904714316,5.05883618919493,5.06379641335217,5.71963597009168,4.40468579637833,5.29605134010821,5.0182501660163,4.52643501385647,5.19455516466297,4.91454355344581,4.48711134148839,4.66576332929259,5.47065247362812,5.59594396118047,4.94284412463733
"PLAC8L1",4.19237084329041,4.04882831566913,4.15790296014833,4.20331871533156,3.78737417676164,4.08994566447829,4.17983412864828,4.09588575158802,4.28137916209118,3.93126588425401,4.23672541945449,3.8169615933272,4.34174945544336,3.76168390365132,4.01954534310722,4.17464206930073,4.268048771556,4.11236036634355,4.04051570106444,4.08113827575681,4.18208091339829
"CYLC1",3.12007841527423,3.48511229726061,3.36393925587227,3.40155690392951,3.38999664666975,3.39894843930178,3.31995131710526,3.18521042597116,3.5432104073651,3.37705975365635,3.33152798366163,3.28757281262331,3.35880825156415,3.30674393545863,3.39975873893661,3.36126815427861,3.29537533452473,3.14928450126903,3.25426263397642,3.52620133271613,3.23161819916442
"RNF145",7.50501799657734,7.3061587852012,6.68883992455046,7.41345228187409,6.13714323084356,7.24897325954355,7.74849925240155,7.65475143150779,7.26869236550725,7.01390833058827,7.8715058001997,7.34425375483572,8.30699439837897,8.4528691079119,7.81636925856851,7.33058398255791,8.2587430230896,7.68150786586713,7.7826750205461,7.74115845659326,8.57431171327447
"ADRB2",4.7101113788108,4.30760989990589,4.94718566920407,4.84829521201621,4.75950104181519,4.25214595146608,5.08551477828411,5.50076436792947,5.12419782991116,4.94889915198902,5.31108644426353,5.37667050868307,4.25689109730917,4.33778604352803,4.59421843379608,4.72214441404209,4.80672613072003,3.97868618206113,4.38734334237871,5.84535959614414,4.67667096012707
"CYLD",5.61377829143454,5.69584747721842,6.59707455843533,5.77340568565973,7.17231391413827,5.71504001473759,5.80394515881376,6.0966033230455,6.4804423413007,7.1870492309545,5.81767317000334,6.18173564325096,5.48793744223563,5.84360076780402,6.80312762336627,7.26321713599552,6.20202738506442,6.24520466562787,5.98496740743515,6.06093653363066,6.26426103180857
"SNRNP48",6.77004433229523,6.29846755759814,7.16420732710181,6.52008532939255,6.6427942930531,6.25872878711689,6.52835197181365,6.32239907463589,6.85291190179909,6.64247681347641,6.32162695106219,5.97631765295458,6.63224650841291,6.12049030504673,6.95144516169141,6.73441223467581,6.47713226803444,5.94670480061025,6.51309905755684,6.3047757562364,6.2774255389544
"CNKSR3",7.71797466990212,8.21031765373818,6.75109068596307,7.22942492224206,6.57814197465956,7.65955402048009,8.99842911071123,9.14663733162912,8.16945715446977,7.23279329594673,9.19332965444218,8.43860666513625,9.09927740870806,9.8746534808098,8.30278691472056,8.78917163554624,10.0236909337312,10.5454752764298,7.75511872516856,8.61311613408049,9.56521532267114
"SAMD3",3.10539755484967,3.24016654263068,3.23144461348009,3.23467520917325,3.19687113632917,3.12953419872904,3.24550151580021,3.02627218588046,3.48031293233836,3.31404766021362,3.11663203932308,3.24561136197526,3.12193089375811,3.17866142029031,3.40274424558297,3.19545000229625,3.17404815352944,3.05851654386847,3.11393600154963,3.3172681740923,3.12394354362155
"SLC2A12",6.02954902725498,6.1213916720462,4.13252199110625,6.84306253196043,3.70105985476268,6.75109068596307,5.75072417133615,5.64970743652159,4.08394770446669,4.04107383877815,6.17747223089304,6.32875856483961,4.74617924959315,4.58207990336438,3.83663060503111,3.82470961278509,5.21561593043722,4.75742282569751,5.1709746537051,5.40093050194549,4.72998701406389
"MBOAT1",5.22065018390851,4.86086740916715,4.9347655579171,5.05790778618633,4.79860090149896,5.04811452222671,4.979788072162,5.1583548371609,4.7410571938252,4.51829965656509,4.74929903393586,4.97978447500708,5.20306119856358,4.55293923778791,4.87172440216822,4.61937792139003,4.81265505226214,4.66702184306434,4.96197221330765,4.88281480677884,4.70610271267428
"HDGFL1",6.43181878940577,6.42002189518082,6.64817840328489,6.75133440005217,6.26056766384823,6.19315645170402,6.43482979222598,6.14780445636395,6.33404739450653,6.07152484587405,6.56117997964711,6.11830525281244,6.39506380181703,6.46682342656607,6.28103002541894,6.32158167754337,6.22727536734924,6.34691873664199,6.33722636565987,6.37686235358403,6.67146439573908
"RNF217",5.93204050099666,6.20579311053253,5.43100941079407,5.44293347607741,5.43505563595755,5.41910797661833,5.93791072574725,6.27982360842415,5.64785749684308,5.51843579510998,5.58162508581489,5.82288199887541,6.24112920544639,6.23510756607808,5.64503975904623,5.68484148189209,5.86364205697553,5.68227905147587,6.13252618619913,6.23081406355887,6.25122946537393
"NKAIN2",2.70689332636604,2.84188488461016,2.89231984936384,3.1037529094804,2.86881903554373,3.18143270048553,2.84340744049931,3.19545000229625,2.82948677979269,2.91632888411535,2.9957233818581,2.91955713198886,2.91955713198886,2.8653101852406,2.75089508823447,3.02360785123183,2.91955713198886,3.08722451154133,2.89231984936384,3.20685521488693,2.91955713198886
"CYP1A1",5.91915194207376,5.45620324571928,6.63863651862215,5.28837373243522,6.18383922625631,5.19630090282997,5.54776261868007,5.09736071081312,6.45996102830553,6.77297383908964,5.46457329015171,5.11584629108745,6.06852230137488,5.48951827681686,7.17089206165822,7.32287918569626,6.23562618387681,5.98426200041691,4.80605670964202,5.10314396764454,6.64876628000225
"CYP1A2",4.68947387792757,4.57120547155949,4.97006709747716,4.6106215596098,4.51616456530528,4.41571619127887,5.04940334753006,4.66879269035406,4.84329802249752,4.45730322211824,4.8112932982764,4.45169208891571,4.7126928422306,4.7126928422306,4.61458970221656,4.77588943078578,4.56245438375721,4.74771243755025,4.86324482025856,4.74419104966868,4.9879734714966
"CCDC167",8.67445107256913,8.56119693747087,8.54376716972264,8.29755723518442,8.73697080238064,8.61071184118521,8.54376716972264,8.31419081026503,8.43237115640307,8.49672645535784,8.48126260273259,8.53843714924539,8.7012712882531,8.76132025484129,8.73828099464516,8.75250633676991,8.54376716972264,8.68815650768901,8.49677964670838,8.36362145914334,8.37979896933428
"CYP1B1",3.82492916056627,3.8641019311537,3.87732629396172,3.77697662507963,3.65583626852263,3.52299460160002,3.68098323749848,3.82492916056627,3.90863676494839,4.26733569280574,3.79215183519464,3.54253516342575,3.9497639353753,3.64017690083477,4.35592925325816,6.57406933083965,3.66931510281646,3.62911668703444,3.63909268918517,4.01860108808989,3.89642064851515
"RUNDC3B",3.39394682200912,3.2598663202401,3.48025520659852,3.6440876339081,3.32761721869933,3.55708640299691,3.31347880449986,3.65114067494054,3.35990358023665,3.27723587539472,3.67819354034825,3.35225282833806,3.21611489746058,3.34599264543424,3.87227767188382,3.97940082736757,3.99347371394303,4.39619393918739,3.3254178234591,3.38650274667821,3.65929983173457
"ABCA13",2.56078295472464,2.80891964975479,2.55774217310508,2.68370874879929,2.83140818362558,2.72222728892996,2.92443573870418,2.81572384724158,2.85824635503634,2.68535472030377,2.70403677186953,2.77254358267316,2.73851917502226,3.01755788840189,2.65916590746953,2.73851917502226,2.81256001142153,2.80139277885446,2.87418842679707,2.73851917502226,2.98173318398392
"FMC1",8.59214653783367,8.42367401280211,8.55651698056738,8.7831571060128,8.8098804738329,8.75327570628034,8.50115169835171,8.21144728288871,8.52070000690985,8.57208605548036,8.64489602195458,8.76825891439054,8.18289300034101,8.24716278352158,8.57325516622143,8.81662655884942,8.63163548822194,8.70838912589111,7.64852060839538,7.7772213728143,7.72816610454554
"CYP2A6",4.78068541121737,5.00060192312056,4.77161575426532,4.82194712684465,4.79965547583963,4.71562860891757,4.7655622260408,4.71816148453117,4.64591767831673,4.69289924993032,4.85783573577595,4.55887847090072,4.98008337961512,4.91662212762493,4.45696128780432,4.82592470851031,4.51147765958085,4.81702455258092,4.93198147806922,4.99486368771572,4.86337072378956
"VKORC1L1",8.56587983683797,8.60755602439138,8.40603739181609,8.35713437968578,8.57833477458649,8.09273355357946,8.4418704416467,8.5755476110728,8.24931290905676,8.42884224242987,8.02135786253116,8.18070826974755,7.99475522375831,8.46314268515514,8.24907746462939,8.19147970425237,8.38098825109222,8.27061034681196,8.28452978329305,8.37448821266682,8.14228635088954
"AMOTL1",8.92037286553763,9.12271675881782,8.67058862129437,8.99603927643503,8.85198405928294,9.23263441041816,8.60602354904135,9.10514456294711,8.39896619887289,8.75055838766455,8.89849864368811,9.20990117976587,8.82056400520775,9.52608979000291,8.63458110029421,8.90395452892851,9.54722048349224,9.67191636296238,9.00058371818055,8.86308579641935,9.30649998066475
"GIMAP8",10.0488959612302,10.3337467053768,10.1912777751332,10.4074666971993,10.1364200289511,10.4050742629528,9.29952251144362,9.93772407433004,9.1749343499971,9.81318500074818,9.44083474748638,10.2817716215765,9.00469386598751,9.33700331615588,8.88195734228065,9.34106195380781,9.13525715951163,9.39204725055666,10.1143644858542,9.59615384402164,9.10100599613631
"ZNF746",3.31985739892435,3.32539110808892,3.1810936170505,3.49181162969743,3.46188604084481,3.63198328429242,3.27002759326608,3.31904374297077,3.57875297232854,3.23059873006809,3.22653498535438,3.26639419976526,3.14247763043012,3.21963061214474,3.1810936170505,3.13175180423817,3.44170616945818,3.45608831153204,3.02625379378633,3.15223972269698,3.28001432026415
"ATP6V0E2",7.33061557060374,7.24857878225994,6.89922211502101,7.22445548197287,6.79629554917722,7.1555593695439,7.05541189993339,7.20109192330671,6.8516232115286,6.77350282103519,7.37312690924782,7.13425730118589,7.06739897327012,6.78405233573609,6.76031419231219,6.78513594915638,7.11790133426061,6.82956075182589,6.48308201456516,6.61803646306515,6.1208446641121
"AMZ1",6.10557651245962,6.19592236300218,6.23981124144811,6.34137478857023,6.32370589200767,6.16878343766078,6.30363452743295,6.14195079630184,6.25044605975919,6.25044605975919,6.41050508211311,6.09095453793669,6.71892444021951,6.75929628897836,6.14079904492467,6.44541821357086,5.91114244010623,6.27470268465292,6.33229965726544,6.40213082543338,6.47281829092627
"RBM33",7.69180920941271,8.05123464152742,7.8531003453237,7.5655496732618,7.78502913830886,7.87912819628883,7.66512987829866,8.19593910030382,7.60954639011047,8.22159639310142,7.64717126897426,8.23954458455725,7.27662508874381,7.30453162452226,7.44760833043214,7.30382489053108,7.48968280154392,7.40798691060335,7.8532468794627,8.0246400067271,7.35798719024519
"CYP2B6",3.36122328263175,3.3283050597428,3.45819664376326,3.4198252654062,3.39707964978486,3.35429940661338,3.31823228557224,3.43241592542818,3.39707964978486,3.377063271226,3.51174247436993,3.33100174941622,3.28669759526196,3.45566583987669,3.49328123213581,3.45499549850966,3.25325374769835,3.36914124799296,3.47799394070217,3.5266802292447,3.50423109257089
"CYP2C9",4.67537473913972,4.53910418445044,4.67537473913972,4.74359999225114,4.39671235238352,4.22370411123568,4.66687480894317,4.82490893092508,4.68920716968558,4.37509382399435,4.95503533408078,4.39247615224276,4.89589491046371,4.36748706046497,4.68584717295075,4.55396198467295,4.63241225292865,4.41175905948447,4.72501185753679,4.75493569927431,4.64521259147105
"GRK2",7.73984979977503,7.46596701042363,7.7533863135489,7.81981186894857,7.40607789731606,7.35037249728159,7.75290587010064,7.37646471771608,7.75430386138699,7.41918841296759,7.74072189599864,7.22513152843255,7.84124256827879,7.51657648894299,7.46362896461079,7.41396838554988,7.36839077451405,7.4791084234333,7.45376558448508,7.63730104043542,7.64124355386616
"CYP2D6",4.87207457311057,5.19261119721141,5.00030199604199,4.90483497048404,4.83863072554696,5.08810492296386,4.93870867550702,4.86223679780688,4.81212312244929,4.72653192189001,5.59864864092035,4.89481879571014,5.29040541879378,4.71241982243821,4.7763331392269,4.74032796412869,4.8068863242274,4.82687713125731,5.31080033862925,5.29916186847494,5.07306706966895
"GRK3",3.85929255435935,3.40870331497211,3.99269044808324,4.13254685977916,4.05177562565742,4.15201953984665,3.72764010977942,3.7502627992941,3.93257622328944,3.75946344347729,3.93257622328944,4.06288701885124,3.89406855496018,3.63692491736154,4.1906132477567,3.81949096399035,3.98165770160102,4.04062802878223,3.47864424765062,3.62829493697846,3.77755503248
"CYP2E1",3.93801583213776,3.77979421168075,3.82608417285489,3.86081940877961,4.12266822022893,3.68271365641066,4.05553352516503,4.0412387780894,3.76548017045596,3.65093536750263,3.76592635733911,3.85975476269613,3.87283730851845,4.06880967701857,3.58909005039747,3.87521006444667,3.70713322792581,4.11061581409646,3.85876581607327,4.12871838452267,4.08963454652627
"PRAG1",9.98473958002367,10.101617306951,9.49604630233385,10.0737499668722,9.41856283994085,10.0589539062425,10.1346829010403,10.5896911639074,9.75701713771903,9.80735049605798,10.4401604669429,10.4398895498804,9.66119169554201,10.0369701050435,8.97795665401074,8.90295329976822,9.92302328541359,9.91403191029173,9.83992299398926,10.2085155586399,9.89680466389081
"PEBP4",3.31904374297077,3.43489479660656,3.56102761762683,3.53727836929937,3.37332245606726,3.35017096161288,3.67392743524891,3.25274467584873,3.7975865030547,3.41520908074411,3.83086493946927,3.48695024571526,3.84874236686123,3.53010844425126,3.54501205206482,3.48406033526528,3.44766801374041,3.42264730639733,3.53010844425126,3.57393179026991,3.81437687901148
"CDCA2",7.6893100399294,7.48405773713583,7.23796746565072,7.12325438753362,7.08302660129415,7.5278304897031,7.33560411528242,7.11202440931868,6.83856892791907,6.79551541659411,6.71476961816784,7.31811572711695,7.15843767787607,6.93474922508938,7.26646935663618,6.54809396661797,7.03365048830358,6.87736890685863,7.53931891483465,7.47806233687936,6.74965891278027
"TMEM65",7.1023768449804,6.39549199218179,8.52814438693812,8.71307560266151,8.71027549033156,9.01109930727028,7.54654137754359,6.90481870747744,8.71812499072833,8.69169245817791,8.80292150786665,9.10495561028754,7.04805295908421,7.01483257804668,8.63110390585183,8.62405064463771,8.76701372139316,9.11658380323599,8.33211688755905,8.36944966410656,8.36576206653553
"RDH10",6.93382444419082,6.79753380535385,6.77788784342441,7.22102960477535,6.87729906088244,7.54295609355743,6.88011375040698,6.74081664832196,6.68468057127777,6.72520613626049,6.89706926842072,7.5839962151404,6.61284168062812,6.6781643450988,7.32825282035777,7.34907636176343,7.15514973577261,7.20027843058938,6.58152049334328,6.50530387480552,6.29633171062107
"ANKRD46",6.84344708951262,6.81434156668626,7.92110218079616,8.23841864989532,8.58926690479391,8.38115165808107,6.53113976259728,6.28523151419513,7.74158460241881,8.44102332878407,7.95550710659262,8.31965129628004,6.79942883410067,6.81462291725288,7.98428017746555,8.39033874008969,8.15721771597229,8.2435096607851,7.34790142609204,6.82479488819927,7.27614170481207
"ESCO2",5.96322097311493,5.25678484561034,5.51991216804416,5.23950687656171,5.2055033407216,5.05089192320548,6.41989170107724,5.42680422726271,6.0105206527871,5.19299064595325,5.39615167069227,4.93067301616803,5.99123851774491,5.13270890419144,5.92379962414805,5.17775842938343,5.51195402223569,5.19193867585443,6.33733820848654,5.93515093286176,5.92107380376335
"FBXO16",3.40499720856236,3.27657362596841,3.29538165830121,3.26809640258336,3.160957007002,3.33147469635072,3.16232864319067,3.1578613044301,3.3449105904684,3.17595466594622,3.31326655348029,3.19545000229625,3.44562328602235,3.54373810164459,3.26405424071058,3.25211860054222,3.23260123235929,3.42207027885179,3.32326047502419,3.24894894491752,3.27340723737146
"CYP3A4",4.08744213149187,4.11871711958946,4.36295621518813,3.87098254542572,3.79550915694914,4.22842275098298,3.76534707245032,3.87098254542572,3.60886229890372,3.809389915923,3.83146928968507,3.95280757227872,3.99656528672466,3.88432978491476,3.56650921039514,3.96156814666403,3.69516361212958,3.97522719361545,3.92912726311301,3.8352892068004,4.05943069931353
"LRATD2",8.81892221565888,9.07438761441701,9.14213459251317,9.43543917349465,9.43922989663634,9.32321070478134,8.80029206348035,9.37077154617956,8.83604698633806,9.34677051663592,8.93858886863361,9.31218873670793,7.2739837996078,7.94718459791645,7.82595489345876,8.61635792264367,7.65907721749502,7.94865619538995,8.48055731103178,8.54662083545633,7.01071533041118
"CFAP418",5.67966223884773,5.77000215683594,6.07129483909446,6.00399209968595,6.1553184018857,5.97695880040282,5.8972262986665,5.86267049988879,6.17006273470094,5.85945229768074,6.09853104543626,6.2982309891929,5.76215654385998,5.41207951508621,6.20394987122768,5.90386180367248,5.91574877082462,5.93331688696879,5.8047395035478,5.84304134741957,5.69788556434328
"VPS13B",7.67129649705564,6.40537640657456,7.5896257683782,7.48783884533913,6.60841434603189,6.70584669130004,7.70866029676987,6.73006262463295,7.59279625849885,6.61190731803029,7.56917010180311,6.81585743539897,7.25090590269788,6.04890513910219,7.2162824789342,6.24642497083202,7.0353968739278,6.42920777665338,7.88329354670972,7.26683249355166,7.52395168686388
"TDRP",5.60179966447918,5.32134851833496,5.47256701247479,5.84295538193952,5.47244905373866,5.56397471644636,5.34932349116341,5.25302475907957,5.56829493632192,5.72196157369218,5.69027496628036,5.75752504822906,5.56525429533129,5.09685378629921,5.58580639224702,5.06093490933084,6.09879366017489,6.01292727465508,5.11728571224732,4.86909342032363,5.35743745458645
"ERICH1",6.53141190198826,5.87669804364434,6.7315616058016,6.41308429150702,6.43138659364797,6.29448081772099,6.49858994054642,6.13815072966027,6.61380735498864,6.34434508449888,6.6472458873838,6.49522761705007,6.62841484153704,6.22794600684006,6.61926943778095,6.30468680546216,6.83332028832826,6.30207738441778,6.17535233394392,6.2536086733461,6.15015581852297
"CYP3A5",3.02249783282215,2.87819107128563,2.83914812158119,2.89671697113114,2.78187519050533,2.83914812158119,2.93578581758805,2.73276009325937,2.80329718577857,2.7807384998604,2.83914812158119,2.81352487704498,2.75873063545653,3.03518267800301,2.72031376838787,2.88406182624282,2.66399753755471,2.8370759286554,2.84587964018574,3.10598320247668,3.17213468043773
"TMEM74",3.46197968707241,3.86671220002291,3.30578609342693,3.3815716197519,3.20710913875463,3.12988594494869,3.18779211671377,3.23525159266524,3.52011452270736,3.33225758174199,3.60492637540047,3.23686138203901,3.54723028177184,3.21641518447057,3.12748546438986,3.30327249796832,3.11682081551414,3.37098560535857,3.51154157967092,3.41788976893638,3.37098560535857
"FAM91A1",9.22139576394833,9.25801552735051,9.48485540491044,8.23091015285023,9.44590268080788,8.17825599892529,9.38822698111138,9.27949666753477,9.38127654182464,9.34623056471932,8.75225525635683,8.62548574314461,9.62105441933992,9.75510720735162,9.54478407602318,9.82246727443841,9.37038009636456,9.69122983764922,9.42581922507692,9.32995253032687,9.80439085249881
"C8orf48",4.45361663398996,4.845250445138,4.47462724099218,4.47553467105281,4.70768758131844,4.88553178833529,4.00070807847447,3.96017332051057,4.02377433597939,3.78213841443398,4.0891819570975,4.24639585843624,4.05786770866018,4.32640575370403,4.24083310068971,4.10178008701979,4.55311633435981,4.2941155155541,4.54444978611955,3.86908003754812,4.2670066839327
"MCMDC2",2.73258960484041,2.68520628627027,2.65822875797046,2.7897975224263,2.72817573947963,2.88234500414117,2.7897975224263,2.7897975224263,2.81335300016281,2.87663423396806,2.82596571929448,2.75421929570269,2.77775743487035,2.8047085586901,2.6536419889673,2.84829478471825,2.7897975224263,2.94050270018494,2.78513310428483,2.84900682127307,2.80880186049845
"SBSPON",3.56435879543783,3.70517304653029,3.38567146003513,3.27447679954224,3.23525159266524,3.31718826104329,3.56235872872907,3.39894843930178,3.6020511910854,3.39894843930178,3.18485691822435,3.45881615655143,3.55192921793314,3.22977062288599,3.45076944910919,3.51345754085114,3.21719268019595,3.44281691071876,3.56006524772361,3.35715100237662,3.35814243428961
"CYP4A11",3.0431644099551,3.43939252534736,3.2529785737485,3.35429940661338,3.40045672423081,3.23352443818666,3.35624143765319,3.59159496140632,3.67585678300115,3.55321443060171,3.27002759326608,3.15866714865238,3.54122743065148,3.06589522093345,3.46435493828928,3.49248547182056,3.40011998566065,3.31263056252222,3.46794720964008,3.38074769762543,3.57013105884136
"CAMSAP1",3.35597715973897,3.42175537751355,3.35229860892243,3.32217712767191,3.82493206283559,3.63232273132198,3.56616095131514,3.33249227690646,3.59931902887072,4.02121016503462,3.46348717115993,3.76561871170693,3.87600989378796,3.8203333431224,3.87499668590717,3.59190553711801,3.29904842934285,3.71845804392971,4.05946081477645,3.52660457913464,3.83303677303526
"ADSL",10.0776696139959,10.4415340544356,10.1019614540273,10.2204210568885,10.7245085648161,10.7502429242131,10.0170026556661,10.5131793518181,10.0653266657813,10.730292618404,10.003185855023,10.7078396523563,9.94041160716412,10.3722964254185,10.0785525856371,10.6233550004374,10.1980825898643,10.640329879914,10.2319410312702,10.2396868410548,10.1354382343692
"LINGO2",3.48831182091709,3.6328078785183,3.26783263362435,3.59720728369159,3.59720728369159,3.59720728369159,3.50092341455086,3.52886930469034,3.62356009712123,3.47614337081836,3.59720728369159,3.69315583027557,3.56770744334156,3.59720728369159,3.68928011329684,3.74478121511462,3.5208009499169,3.5616296411611,3.70948206630075,3.62092885339519,3.66897607538647
"NXNL2",2.98926575115083,2.99437661757361,2.74986960817355,3.0558165670957,2.87733869554756,2.79282149615873,2.96664463996711,2.73701698028482,2.77175590169342,2.75520298206471,2.9592215597941,2.71389924544104,2.81549343846681,2.96107544348016,2.8451898760686,2.7600698021012,2.88915947077064,2.88877796842096,2.91082813157305,2.97585823598754,3.14807652032482
