"","GSM926651_Boeckel_K2.CEL","GSM926652_Boeckel_K3.CEL","GSM926653_Boeckel_K4.CEL","GSM926654_Boeckel_S2.CEL","GSM926655_Boeckel_S3.CEL","GSM926656_Boeckel_S4.CEL","GSM926657_Boeckel_K2.CEL","GSM926658_Boeckel_K3.CEL","GSM926659_Boeckel_K4.CEL","GSM926660_Boeckel_S2.CEL","GSM926661_Boeckel_S3.CEL","GSM926662_Boeckel_S4.CEL"
"RASA3",10.6006912816997,10.5502075957929,10.4415124885229,10.3733057236548,10.2548092895697,10.2716569554853,10.6006912816997,10.5502075957929,10.4415124885229,10.3733057236548,10.2548092895697,10.2716569554853
"MTF2",9.62260014169036,9.74883964949146,10.0549655769335,9.94555796517818,9.96225849948752,9.96174304693729,9.62260014169036,9.74883964949146,10.0549655769335,9.94555796517818,9.96225849948752,9.96174304693729
"HSPA4L",9.45514120492964,9.27933025993913,9.71185752429633,9.41626708281757,9.17877840027422,9.43727161434431,9.45514120492964,9.27933025993913,9.71185752429633,9.41626708281757,9.17877840027422,9.43727161434431
"DNAJC8",8.94087189936292,8.90495905849809,8.94965142049692,9.09483602019195,9.26465664045317,8.69812639581316,8.94087189936292,8.90495905849809,8.94965142049692,9.09483602019195,9.26465664045317,8.69812639581316
"PUF60",10.1703595186474,10.0892633583899,9.90125680220622,10.1094016340558,9.96334819097983,10.0784566504637,10.1703595186474,10.0892633583899,9.90125680220622,10.1094016340558,9.96334819097983,10.0784566504637
"SCAF8",10.5011354488348,10.3872107886987,10.6630192451154,10.3905203794959,10.4476178410602,10.5728647457387,10.5011354488348,10.3872107886987,10.6630192451154,10.3905203794959,10.4476178410602,10.5728647457387
"CEP162",6.77951747227973,6.76234715724817,7.38681150821179,6.81962497963708,6.82692681374451,6.86501270526251,6.77951747227973,6.76234715724817,7.38681150821179,6.81962497963708,6.82692681374451,6.86501270526251
"ZNF652",8.84314768820699,8.95635835394371,9.05093625895564,9.13026452877988,9.46930252890692,9.44118707323788,8.84314768820699,8.95635835394371,9.05093625895564,9.13026452877988,9.46930252890692,9.44118707323788
"ZFP30",7.15595720246644,7.2498019401058,7.22364336732742,7.24278791509487,7.222116268172,7.1942476553053,7.15595720246644,7.2498019401058,7.22364336732742,7.24278791509487,7.222116268172,7.1942476553053
"RHOBTB3",9.33033130220402,9.40936797371388,9.48046470571985,9.4711699418506,9.40690692174443,9.39271093047788,9.33033130220402,9.40936797371388,9.48046470571985,9.4711699418506,9.40690692174443,9.39271093047788
"RNF44",8.5383970134668,8.82286352819722,8.89658160947939,8.81944987853915,9.16348132515063,8.99131767970904,8.5383970134668,8.82286352819722,8.89658160947939,8.81944987853915,9.16348132515063,8.99131767970904
"DLGAP4",10.2721531896149,10.2972210919027,10.2580303257592,10.2438644917043,10.2879071886338,10.2864272307697,10.2721531896149,10.2972210919027,10.2580303257592,10.2438644917043,10.2879071886338,10.2864272307697
"PPM1E",6.41870078028934,6.49995049845759,6.26398144584021,6.30322543821432,6.32601109002522,6.49699612665931,6.41870078028934,6.49995049845759,6.26398144584021,6.30322543821432,6.32601109002522,6.49699612665931
"FRMPD1",5.66682058330578,5.68078496621129,5.66682058330578,5.6492541431245,5.63889434001315,5.7339653009179,5.66682058330578,5.68078496621129,5.66682058330578,5.6492541431245,5.63889434001315,5.7339653009179
"DOLK",9.26123423576623,9.11372615167641,9.07094375199674,9.13754694582236,9.14143031869018,9.22641061785314,9.26123423576623,9.11372615167641,9.07094375199674,9.13754694582236,9.14143031869018,9.22641061785314
"VASH1",9.95916814087602,10.2928927586967,10.0573864682288,9.96101618724716,10.3517744471616,10.0294052711396,9.95916814087602,10.2928927586967,10.0573864682288,9.96101618724716,10.3517744471616,10.0294052711396
"ZNF507",9.39955591949045,9.17648404126175,9.49801481000379,9.38029769893507,9.42413894357914,9.50325108625319,9.39955591949045,9.17648404126175,9.49801481000379,9.38029769893507,9.42413894357914,9.50325108625319
"CPEB3",6.80028142352131,6.94652585536524,6.88257115578609,6.68799829633379,6.90126042819096,6.87530066365386,6.80028142352131,6.94652585536524,6.88257115578609,6.68799829633379,6.90126042819096,6.87530066365386
"ANKRD26",7.25242420361853,7.4035760717802,7.69014061514407,7.43376424891118,7.49032924268788,7.4896540220673,7.25242420361853,7.4035760717802,7.69014061514407,7.43376424891118,7.49032924268788,7.4896540220673
"NTNG1",6.62921013499303,6.74742119828623,6.39419633073601,6.68641594227917,6.44335808400961,6.53211932136202,6.62921013499303,6.74742119828623,6.39419633073601,6.68641594227917,6.44335808400961,6.53211932136202
"CHSY1",10.9095452665468,11.0580613139415,10.8077745327143,10.8022596718369,10.9032457770724,10.8215261803786,10.9095452665468,11.0580613139415,10.8077745327143,10.8022596718369,10.9032457770724,10.8215261803786
"CILK1",9.64354440787531,9.64194730187487,9.92650758046978,9.88040720007896,9.87178065749889,9.98668895601591,9.64354440787531,9.64194730187487,9.92650758046978,9.88040720007896,9.87178065749889,9.98668895601591
"ADGRL1",7.18529163606568,7.54573207511588,7.57748233959649,7.2072504959952,7.28878647371854,7.52084773683775,7.18529163606568,7.54573207511588,7.57748233959649,7.2072504959952,7.28878647371854,7.52084773683775
"FKBP2",8.8834967854473,9.03248511693173,8.48372822192808,8.87125364126217,8.86021877764666,8.82377994451808,8.8834967854473,9.03248511693173,8.48372822192808,8.87125364126217,8.86021877764666,8.82377994451808
"FNDC3A",9.89361860196116,9.82165348371672,10.1909647782408,10.1202131281026,10.3070416576714,10.3667182570296,9.89361860196116,9.82165348371672,10.1909647782408,10.1202131281026,10.3070416576714,10.3667182570296
"ATG14",8.67627724633728,8.91072584448889,8.96486709662023,8.62851615955957,8.68275540126378,8.7593893231759,8.67627724633728,8.91072584448889,8.96486709662023,8.62851615955957,8.68275540126378,8.7593893231759
"R3HDM2",10.2638853894733,10.2956274030799,10.3866635708305,10.2804927424231,10.4480767027969,10.4336303990529,10.2638853894733,10.2956274030799,10.3866635708305,10.2804927424231,10.4480767027969,10.4336303990529
"SLITRK3",6.01359223454423,5.83899830334913,5.70846806086008,6.12848448029007,5.90195978421641,5.78464044552539,6.01359223454423,5.83899830334913,5.70846806086008,6.12848448029007,5.90195978421641,5.78464044552539
"CNKSR2",4.50400660827648,4.67868368347098,4.64184265875393,4.7301093341438,4.64767169782612,4.67121322423917,4.50400660827648,4.67868368347098,4.64184265875393,4.7301093341438,4.64767169782612,4.67121322423917
"FASTKD2",8.16073693337337,7.89590362846319,8.46292730955438,8.16532190576191,8.06074127544894,8.13712993292449,8.16073693337337,7.89590362846319,8.46292730955438,8.16532190576191,8.06074127544894,8.13712993292449
"ZNF510",7.83631389388541,7.8340038812251,7.93294950808871,7.73341798938031,7.83905643108827,7.67048609152749,7.83631389388541,7.8340038812251,7.93294950808871,7.73341798938031,7.83905643108827,7.67048609152749
"FKBP3",7.84425484940004,7.73786748232255,7.95445871595739,7.95940087794806,8.07413463555016,7.94339630789928,7.84425484940004,7.73786748232255,7.95445871595739,7.95940087794806,8.07413463555016,7.94339630789928
"PPP6R1",11.0169891505074,11.1001240770976,10.8857498673717,11.0757977893144,11.1835195660552,11.071943636315,11.0169891505074,11.1001240770976,10.8857498673717,11.0757977893144,11.1835195660552,11.071943636315
"NLGN1",10.2596073194109,10.2406686963653,10.5377928332329,9.97499270496443,9.94182810221095,10.0347762231861,10.2596073194109,10.2406686963653,10.5377928332329,9.97499270496443,9.94182810221095,10.0347762231861
"ENPP4",7.93976125394155,8.17409798248395,8.12220034729536,7.99895141798202,7.8791398585123,7.91351442872159,7.93976125394155,8.17409798248395,8.12220034729536,7.99895141798202,7.8791398585123,7.91351442872159
"INPP5F",8.92300221978156,8.89169160237343,8.94400898869515,9.00201773026703,8.95442243049979,8.94012145677375,8.92300221978156,8.89169160237343,8.94400898869515,9.00201773026703,8.95442243049979,8.94012145677375
"MLXIP",11.1965212265799,11.2005926953731,11.2936050733582,11.229483344736,11.2445305107607,11.3896885293717,11.1965212265799,11.2005926953731,11.2936050733582,11.229483344736,11.2445305107607,11.3896885293717
"TRAPPC8",8.75883314659918,8.60826262549094,8.88495204254247,8.7408297119656,8.80797501156543,8.86139431129436,8.75883314659918,8.60826262549094,8.88495204254247,8.7408297119656,8.80797501156543,8.86139431129436
"FKBP4",11.2194257162678,11.2492391013457,11.2315641372945,11.2259239297582,11.3672613233117,11.3072008853767,11.2194257162678,11.2492391013457,11.2315641372945,11.2259239297582,11.3672613233117,11.3072008853767
"MORC2",9.63547771895933,9.64758056608736,9.68635199043759,9.59409618407289,9.70092596460673,9.61216959361747,9.63547771895933,9.64758056608736,9.68635199043759,9.59409618407289,9.70092596460673,9.61216959361747
"ZHX2",8.64128446501278,8.98492030681746,9.13103800394842,8.63777451223817,8.83840914747996,8.85417866889974,8.64128446501278,8.98492030681746,9.13103800394842,8.63777451223817,8.83840914747996,8.85417866889974
"CLSTN1",10.5256813880519,10.4436402279767,10.5225364186578,10.5413339977957,10.6228921227774,10.5418902368287,10.5256813880519,10.4436402279767,10.5225364186578,10.5413339977957,10.6228921227774,10.5418902368287
"ABLIM3",10.6194491184071,10.5961192926952,10.6343723406633,10.6340050217064,10.7569191724286,10.7895015711789,10.6194491184071,10.5961192926952,10.6343723406633,10.6340050217064,10.7569191724286,10.7895015711789
"FOXJ3",11.414322217217,11.3842318144739,11.5646962991324,11.3634117896763,11.5132343389721,11.46566509518,11.414322217217,11.3842318144739,11.5646962991324,11.3634117896763,11.5132343389721,11.46566509518
"ZBTB1",8.59277102271805,8.84704808509406,9.04822580507335,8.79485138982512,8.87301801044631,8.92542297854111,8.59277102271805,8.84704808509406,9.04822580507335,8.79485138982512,8.87301801044631,8.92542297854111
"ZNF365",5.50552772943944,5.65728825141184,5.4191685494811,5.495657015911,5.46094840804325,5.57927446689134,5.50552772943944,5.65728825141184,5.4191685494811,5.495657015911,5.46094840804325,5.57927446689134
"BAHD1",8.95017042292439,8.90238817389012,8.7042556794651,8.92608196988391,8.90477671172533,8.91611914056774,8.95017042292439,8.90238817389012,8.7042556794651,8.92608196988391,8.90477671172533,8.91611914056774
"DIS3",9.31695558567976,9.12716157067102,9.41059653669743,9.23327699672165,9.2816879982886,9.28130063892967,9.31695558567976,9.12716157067102,9.41059653669743,9.23327699672165,9.2816879982886,9.28130063892967
"RPH3A",5.85328772585105,5.99965748641498,5.82621854545454,5.84071473379077,5.75521672530899,5.86000711396396,5.85328772585105,5.99965748641498,5.82621854545454,5.84071473379077,5.75521672530899,5.86000711396396
"CEP164",8.53403685409626,8.54703936123559,8.54557879135868,8.55525640418954,8.63381988093892,8.55698696282558,8.53403685409626,8.54703936123559,8.54557879135868,8.55525640418954,8.63381988093892,8.55698696282558
"DENND3",9.83962817849604,9.76817558754364,9.86729084792192,9.69359043885565,9.63399837725885,9.62599382042822,9.83962817849604,9.76817558754364,9.86729084792192,9.69359043885565,9.63399837725885,9.62599382042822
"ARHGEF15",10.2567400771218,10.1048401246629,10.168429056727,10.0928651094329,10.1709210733613,10.1403925018812,10.2567400771218,10.1048401246629,10.168429056727,10.0928651094329,10.1709210733613,10.1403925018812
"ALDOB",5.91476084855234,5.84687836486394,5.79059971396835,6.12257902484094,5.65303049873634,5.79159685623323,5.91476084855234,5.84687836486394,5.79059971396835,6.12257902484094,5.65303049873634,5.79159685623323
"CARD8",11.0699524049133,11.128336157422,11.1269555262316,11.3260362196694,11.5778844072563,11.6026597511172,11.0699524049133,11.128336157422,11.1269555262316,11.3260362196694,11.5778844072563,11.6026597511172
"RUFY3",8.25548874844806,8.53648230219827,9.07924626670508,8.26245917234914,8.43329682074004,8.49758643860618,8.25548874844806,8.53648230219827,9.07924626670508,8.26245917234914,8.43329682074004,8.49758643860618
"BTBD3",9.83909024939817,9.78440361975752,9.79496715048447,9.91700123347001,10.0079646630132,9.92865125105895,9.83909024939817,9.78440361975752,9.79496715048447,9.91700123347001,10.0079646630132,9.92865125105895
"SBNO2",9.60784751839229,9.63897761777791,9.45545464065575,9.60537827935804,9.69590907322629,9.55680078185792,9.60784751839229,9.63897761777791,9.45545464065575,9.60537827935804,9.69590907322629,9.55680078185792
"DHX30",10.6720473038893,10.6130551297578,10.5479894904556,10.5860273537957,10.5058877339115,10.5294730975209,10.6720473038893,10.6130551297578,10.5479894904556,10.5860273537957,10.5058877339115,10.5294730975209
"SACM1L",9.6651765123471,9.37007569477186,9.86593739577699,9.81562401019185,9.82962276636647,9.9402479268127,9.6651765123471,9.37007569477186,9.86593739577699,9.81562401019185,9.82962276636647,9.9402479268127
"FAN1",8.10516037097756,8.11821647051398,8.33080500030239,7.97885308803929,8.17485970806013,8.06875065559106,8.10516037097756,8.11821647051398,8.33080500030239,7.97885308803929,8.17485970806013,8.06875065559106
"RALY",11.2365155341169,11.1321262655843,11.0103500445675,11.1197545899134,11.0892934562648,11.0767012007289,11.2365155341169,11.1321262655843,11.0103500445675,11.1197545899134,11.0892934562648,11.0767012007289
"MMRN1",13.571126152752,13.5439466260172,13.610040415232,13.5039078435695,13.6327028623391,13.4754424417397,13.571126152752,13.5439466260172,13.610040415232,13.5039078435695,13.6327028623391,13.4754424417397
"NCBP2",9.8798794660846,10.1128308702708,10.1212066094606,9.82940733407709,9.96518059670454,9.94190285234836,9.8798794660846,10.1128308702708,10.1212066094606,9.82940733407709,9.96518059670454,9.94190285234836
"ZP1",7.33698295073116,7.41483529755205,7.01513009854339,7.24308703247631,7.19547015836812,7.45687204712281,7.33698295073116,7.41483529755205,7.01513009854339,7.24308703247631,7.19547015836812,7.45687204712281
"CD93",13.3810283853163,13.3086530627109,13.2154335971012,13.3964578444679,13.3609979940142,13.2681103843224,13.3810283853163,13.3086530627109,13.2154335971012,13.3964578444679,13.3609979940142,13.2681103843224
"MAPRE1",12.235903631937,12.0092014737542,12.0739435482941,12.2586528526513,12.2257921015816,12.1522711796571,12.235903631937,12.0092014737542,12.0739435482941,12.2586528526513,12.2257921015816,12.1522711796571
"KIFAP3",9.36364856204548,9.6478480743498,9.60828199942295,9.44242567673576,9.59229325036609,9.31326686135069,9.36364856204548,9.6478480743498,9.60828199942295,9.44242567673576,9.59229325036609,9.31326686135069
"MAPRE3",8.32568387876977,8.49534410849319,8.51401662803348,8.21330354313095,8.80664550141701,8.43868596357923,8.32568387876977,8.49534410849319,8.51401662803348,8.21330354313095,8.80664550141701,8.43868596357923
"PLA2R1",10.0493297278436,10.0885563194376,10.3679385105699,9.97962592270819,10.1267867253058,10.1153311430201,10.0493297278436,10.0885563194376,10.3679385105699,9.97962592270819,10.1267867253058,10.1153311430201
"ATF6",12.1722102791056,12.0880155147459,12.1595866729535,12.1501940321586,12.1741886192133,12.1358582224116,12.1722102791056,12.0880155147459,12.1595866729535,12.1501940321586,12.1741886192133,12.1358582224116
"HABP4",8.66980762218137,8.70222003079574,8.6048294315421,8.74732456193946,8.7303512655867,8.64588493605237,8.66980762218137,8.70222003079574,8.6048294315421,8.74732456193946,8.7303512655867,8.64588493605237
"SEPHS2",9.654505298604,9.69456799814966,9.50971567618214,9.71572296103644,9.50971567618214,9.57223446793885,9.654505298604,9.69456799814966,9.50971567618214,9.71572296103644,9.50971567618214,9.57223446793885
"SEPHS1",7.50483717464087,7.56822421611715,7.72765089834947,7.55643933239198,7.35188120397945,7.5850406779317,7.50483717464087,7.56822421611715,7.72765089834947,7.55643933239198,7.35188120397945,7.5850406779317
"RAB18",10.2959497940514,10.5920888890835,10.6528732336694,10.6772233772595,10.7543608993635,10.7157953077532,10.2959497940514,10.5920888890835,10.6528732336694,10.6772233772595,10.7543608993635,10.7157953077532
"SIRT2",8.40459255896318,8.32424271602077,8.2817793241029,8.44380897879922,8.83142700847131,8.54053489081098,8.40459255896318,8.32424271602077,8.2817793241029,8.44380897879922,8.83142700847131,8.54053489081098
"RPIA",8.38701878548235,8.24331082917353,8.3502041926053,8.35423666579047,8.46479049832667,8.38223729264487,8.38701878548235,8.24331082917353,8.3502041926053,8.35423666579047,8.46479049832667,8.38223729264487
"ELL2",9.60243282041262,9.76906812219312,9.81851629605409,8.79373540994971,8.74597256162315,8.7679390324906,9.60243282041262,9.76906812219312,9.81851629605409,8.79373540994971,8.74597256162315,8.7679390324906
"SCAP",9.86723789852126,9.86855173875658,9.88296116570215,9.71706834380643,9.81130578876374,9.84615507287019,9.86723789852126,9.86855173875658,9.88296116570215,9.71706834380643,9.81130578876374,9.84615507287019
"SNW1",9.91603800572237,9.80742528113994,9.76489738405666,9.94504207422135,9.9486506779265,9.86329875404625,9.91603800572237,9.80742528113994,9.76489738405666,9.94504207422135,9.9486506779265,9.86329875404625
"FOXF1",8.65520676645951,8.8072580416427,8.65366098133941,8.68965471032661,8.71856882950975,8.71949520537276,8.65520676645951,8.8072580416427,8.65366098133941,8.68965471032661,8.71856882950975,8.71949520537276
"SHANK2",7.1990577839741,7.26137562128775,7.03613723098019,7.19651629557754,7.11011242179438,7.16302619302799,7.1990577839741,7.26137562128775,7.03613723098019,7.19651629557754,7.11011242179438,7.16302619302799
"DKK1",12.7638313316637,12.1600581718878,12.3553846271531,12.8718087618198,12.3471090352356,12.5222670404262,12.7638313316637,12.1600581718878,12.3553846271531,12.8718087618198,12.3471090352356,12.5222670404262
"KIN",7.84686586538969,7.97499307293508,8.09657353428745,7.80458433853923,7.94593873924916,7.94519670622655,7.84686586538969,7.97499307293508,8.09657353428745,7.80458433853923,7.94593873924916,7.94519670622655
"CCT5",12.0823219428326,12.1136298697733,12.2880126346757,12.2844314548278,12.2284933625346,12.2682136618824,12.0823219428326,12.1136298697733,12.2880126346757,12.2844314548278,12.2284933625346,12.2682136618824
"PTGR1",10.4015474971414,11.086247485733,10.91911898246,10.483505757738,11.0599279040605,10.605464001019,10.4015474971414,11.086247485733,10.91911898246,10.483505757738,11.0599279040605,10.605464001019
"P2RX2",7.77602130464481,7.98565635992853,7.55663141041861,7.74871161850514,7.58914273985567,7.67968558300731,7.77602130464481,7.98565635992853,7.55663141041861,7.74871161850514,7.58914273985567,7.67968558300731
"TRIM32",10.1714290040632,10.1769006421731,10.2399286683272,10.1175725508788,10.3099719671886,10.1543525232387,10.1714290040632,10.1769006421731,10.2399286683272,10.1175725508788,10.3099719671886,10.1543525232387
"SCMH1",10.1379411146219,9.95968004642362,10.1853400757713,10.079203303683,10.0786648399024,10.0922765672471,10.1379411146219,9.95968004642362,10.1853400757713,10.079203303683,10.0786648399024,10.0922765672471
"FOXC1",9.95444117775755,10.0476975449916,9.87231760762334,9.90558070037116,9.84349780976033,9.90805246851909,9.95444117775755,10.0476975449916,9.87231760762334,9.90558070037116,9.84349780976033,9.90805246851909
"FOXD1",7.36476424481571,7.4742948414541,7.01004718860052,7.41333716463425,7.35025231618131,7.35295637861935,7.36476424481571,7.4742948414541,7.01004718860052,7.41333716463425,7.35025231618131,7.35295637861935
"PAXIP1",9.18379328205542,8.86242408598613,9.18220913656848,9.14005936904151,8.91157198023049,9.04264779048106,9.18379328205542,8.86242408598613,9.18220913656848,9.14005936904151,8.91157198023049,9.04264779048106
"NT5C2",11.1425581553898,11.0307504365962,10.9115310830685,11.3209021767027,11.3380853454753,11.2051365648335,11.1425581553898,11.0307504365962,10.9115310830685,11.3209021767027,11.3380853454753,11.2051365648335
"TCF25",10.2231859939303,10.3969954048854,10.219109033974,9.90456538945752,10.0084531574604,9.86557951318865,10.2231859939303,10.3969954048854,10.219109033974,9.90456538945752,10.0084531574604,9.86557951318865
"NINL",8.15384776802227,8.44338394320825,8.2066504728533,8.21610415992139,8.31656493948441,8.21676856247948,8.15384776802227,8.44338394320825,8.2066504728533,8.21610415992139,8.31656493948441,8.21676856247948
"DIP2C",9.00688359523706,9.07814875468504,9.09031170898931,9.11359217850264,9.09215230474877,9.14851632107943,9.00688359523706,9.07814875468504,9.09031170898931,9.11359217850264,9.09215230474877,9.14851632107943
"MAST1",7.49083757997384,7.72543612238817,7.38320031657137,7.43837304508225,7.25846033102857,7.42376588341389,7.49083757997384,7.72543612238817,7.38320031657137,7.43837304508225,7.25846033102857,7.42376588341389
"PDCD11",10.1735745332933,10.0011091813297,10.0718125190835,10.14311689033,10.0376450129576,10.0448148719899,10.1735745332933,10.0011091813297,10.0718125190835,10.14311689033,10.0376450129576,10.0448148719899
"ACIN1",9.94330985323675,10.0543037236003,9.99504978304148,9.82025279785527,9.95854566162557,9.85288805341707,9.94330985323675,10.0543037236003,9.99504978304148,9.82025279785527,9.95854566162557,9.85288805341707
"SORCS3",6.00197410935985,6.04181614669722,5.83106261342213,5.98003475446799,5.88413703880704,5.98632350755955,6.00197410935985,6.04181614669722,5.83106261342213,5.98003475446799,5.88413703880704,5.98632350755955
"FOXI1",7.18740595015514,7.08864004334429,7.00016565134145,7.17426179669601,7.09456915742657,7.31847952097395,7.18740595015514,7.08864004334429,7.00016565134145,7.17426179669601,7.09456915742657,7.31847952097395
"PCNX1",9.93959841126471,9.99342822355137,10.0976995555688,9.97200235239846,10.160573882226,10.0594892901606,9.93959841126471,9.99342822355137,10.0976995555688,9.97200235239846,10.160573882226,10.0594892901606
"TTC39A",7.10022256197522,7.52841279772769,7.24671219051986,7.20371666878121,7.43799692841648,7.47552832305772,7.10022256197522,7.52841279772769,7.24671219051986,7.20371666878121,7.43799692841648,7.47552832305772
"IGSF9B",6.07237386843763,6.81965711377765,6.51005131979124,6.53238079203151,6.49959094399636,6.53631264099637,6.07237386843763,6.81965711377765,6.51005131979124,6.53238079203151,6.49959094399636,6.53631264099637
"LIMCH1",8.06777137697471,8.75907925510418,8.75185269809607,7.87413340289953,8.36956462807031,8.44902394581122,8.06777137697471,8.75907925510418,8.75185269809607,7.87413340289953,8.36956462807031,8.44902394581122
"RIMS1",6.3891438931337,6.32847852060211,6.21567516688691,6.42774618406416,6.15112851714603,6.3520361882325,6.3891438931337,6.32847852060211,6.21567516688691,6.42774618406416,6.15112851714603,6.3520361882325
"ALDOC",8.63900607285618,8.74324088392639,8.72054358224331,8.55389428565207,8.80399175726201,8.83267410311345,8.63900607285618,8.74324088392639,8.72054358224331,8.55389428565207,8.80399175726201,8.83267410311345
"FOXL1",10.2556520805565,10.4403668757165,10.3055957100879,10.3521303118608,10.3567233531909,10.2811110037237,10.2556520805565,10.4403668757165,10.3055957100879,10.3521303118608,10.3567233531909,10.2811110037237
"WDFY3",10.5332566743327,10.4512316472234,10.6958220812714,10.4952781496579,10.6327748440253,10.576570783911,10.5332566743327,10.4512316472234,10.6958220812714,10.4952781496579,10.6327748440253,10.576570783911
"DAAM1",9.10504858130119,9.08017257317252,9.21354211087126,9.07458110549805,9.22484019747008,9.10678576829753,9.10504858130119,9.08017257317252,9.21354211087126,9.07458110549805,9.22484019747008,9.10678576829753
"KLHDC10",5.46428336725061,5.87899220500028,6.51740047786458,6.48988584254428,5.87425462110699,5.78521587213259,5.46428336725061,5.87899220500028,6.51740047786458,6.48988584254428,5.87425462110699,5.78521587213259
"FOXE3",9.64882362570439,9.762328455786,9.1798771821999,9.68170719061074,9.70114516311391,9.641253658646,9.64882362570439,9.762328455786,9.1798771821999,9.68170719061074,9.70114516311391,9.641253658646
"RAB21",10.4393567557052,10.4238135889905,10.5418513414214,10.675033384961,10.6614909354502,10.7447693337419,10.4393567557052,10.4238135889905,10.5418513414214,10.675033384961,10.6614909354502,10.7447693337419
"STK38L",10.5408567496449,10.7595244507739,10.8343856725947,10.5672195707105,10.7117438854174,10.7111780754789,10.5408567496449,10.7595244507739,10.8343856725947,10.5672195707105,10.7117438854174,10.7111780754789
"SPEN",10.1925421316484,10.0222972566564,10.3279293793013,10.1161291698861,10.2089814853468,10.2254213554484,10.1925421316484,10.0222972566564,10.3279293793013,10.1161291698861,10.2089814853468,10.2254213554484
"FBXO21",9.44450198277631,9.55292143831583,9.39568651152531,9.43684912478349,9.41672157835211,9.36186782828781,9.44450198277631,9.55292143831583,9.39568651152531,9.43684912478349,9.41672157835211,9.36186782828781
"EXOSC7",8.24998053853404,8.5109435987684,8.4276931823793,8.37559016081579,8.44349149364443,8.52484486012378,8.24998053853404,8.5109435987684,8.4276931823793,8.37559016081579,8.44349149364443,8.52484486012378
"FAIM2",7.4730398388301,7.78517798171578,7.28829205669889,7.54862879627873,7.55403315758168,7.52229257625707,7.4730398388301,7.78517798171578,7.28829205669889,7.54862879627873,7.55403315758168,7.52229257625707
"FOXJ1",6.85755518458447,7.06130772695761,6.53826467362421,6.82717781803954,6.74570801267799,6.92860428245676,6.85755518458447,7.06130772695761,6.53826467362421,6.82717781803954,6.74570801267799,6.92860428245676
"PALLD",9.21320931598818,9.17029199574692,9.1430242277383,8.98542316408393,8.89149145476365,8.75436133386001,9.21320931598818,9.17029199574692,9.1430242277383,8.98542316408393,8.89149145476365,8.75436133386001
"TMCC1",9.76178929635685,9.84561076261873,10.0826509009707,9.77876356239172,10.1722300056553,9.88432250126584,9.76178929635685,9.84561076261873,10.0826509009707,9.77876356239172,10.1722300056553,9.88432250126584
"PDZRN3",6.76386060049726,6.94086855077138,6.75028605111891,6.84540286274135,6.66369843651952,6.73504033729847,6.76386060049726,6.94086855077138,6.75028605111891,6.84540286274135,6.66369843651952,6.73504033729847
"KDM1A",10.9718646532151,10.9458607877613,11.0335661985088,10.9406571347258,10.9127534011337,10.8707695402002,10.9718646532151,10.9458607877613,11.0335661985088,10.9406571347258,10.9127534011337,10.8707695402002
"FOXC2",10.4404090633311,10.393984191705,10.4436745046895,10.3531320364753,10.2920962458413,10.4782333287497,10.4404090633311,10.393984191705,10.4436745046895,10.3531320364753,10.2920962458413,10.4782333287497
"USP33",8.74106515987286,8.77989794455711,9.08217843964958,8.95672542206585,9.11718064430869,9.00511922829203,8.74106515987286,8.77989794455711,9.08217843964958,8.95672542206585,9.11718064430869,9.00511922829203
"DOP1A",8.40389118765184,8.28729782992531,8.68069266498859,8.21755441524647,8.26999857828486,8.39202462972562,8.40389118765184,8.28729782992531,8.68069266498859,8.21755441524647,8.26999857828486,8.39202462972562
"SAMD4A",10.0720704185373,10.0188986465734,10.0036604496152,10.1002819125175,10.1266135566599,10.0784071406994,10.0720704185373,10.0188986465734,10.0036604496152,10.1002819125175,10.1266135566599,10.0784071406994
"PDZD2",6.91357163591216,7.1445503724441,6.89132129269645,6.82093138320174,6.94423470993206,6.88015097756025,6.91357163591216,7.1445503724441,6.89132129269645,6.82093138320174,6.94423470993206,6.88015097756025
"WDTC1",9.46550769592104,9.55896032869309,9.46837142910258,9.18218166766519,9.38972204222215,9.26164609394599,9.46550769592104,9.55896032869309,9.46837142910258,9.18218166766519,9.38972204222215,9.26164609394599
"XPO7",11.1926851554829,11.0726029975293,11.1324458292614,10.7667387922627,10.6770054165556,10.7397712504207,11.1926851554829,11.0726029975293,11.1324458292614,10.7667387922627,10.6770054165556,10.7397712504207
"FOXE1",7.53156117387446,7.76894292934769,7.24031728563594,7.55692712394008,7.56581686215614,7.57157507539265,7.53156117387446,7.76894292934769,7.24031728563594,7.55692712394008,7.56581686215614,7.57157507539265
"MYT1L",6.1883452798544,6.36402626459596,6.1029503805862,6.24345819494371,6.17421960865965,6.23940722646863,6.1883452798544,6.36402626459596,6.1029503805862,6.24345819494371,6.17421960865965,6.23940722646863
"MON2",9.73887337343213,9.69520524906253,9.92332161565553,9.81319054308442,9.82800095793604,9.86617667389852,9.73887337343213,9.69520524906253,9.92332161565553,9.81319054308442,9.82800095793604,9.86617667389852
"TNIK",10.4163313794324,9.84342171888497,10.1815542869487,10.4689723006671,10.2740201981744,10.335635335901,10.4163313794324,9.84342171888497,10.1815542869487,10.4689723006671,10.2740201981744,10.335635335901
"KIF21B",7.91453537444675,8.02544513385311,7.69475709300099,7.99293244395151,7.98066011510534,8.00899338460574,7.91453537444675,8.02544513385311,7.69475709300099,7.99293244395151,7.98066011510534,8.00899338460574
