"","HUVEC_scr_siRNA_1.CEL","HUVEC_scr_siRNA_2.CEL","HUVEC_scr_siRNA_3.CEL","HUVEC_scr_siRNA_DLL4_1.CEL","HUVEC_scr_siRNA_DLL4_2.CEL","HUVEC_scr_siRNA_DLL4_3.CEL","HUVEC_USP10_siRNA_1.CEL","HUVEC_USP10_siRNA_2.CEL","HUVEC_USP10_siRNA_3.CEL","HUVEC_USP10_siRNA_DLL4_1.CEL","HUVEC_USP10_siRNA_DLL4_2.CEL","HUVEC_USP10_siRNA_DLL4_3.CEL"
"VMA21",6.96850076044823,6.75212805338356,6.78958752840548,6.53411770227402,6.50500310290058,6.73532959005521,6.9889885473652,6.88432135457196,6.78566786786859,6.843386679707,6.63843212207895,6.84595461694175
"TMEM31",4.04937703205069,4.59288280137137,4.42165776891615,4.23664451684173,4.31615392153201,4.53932824568039,4.36822624278291,4.36568502169625,4.25313457341241,3.66176706469261,4.39170133555461,4.05770014933277
"PAGE2",5.21305097935619,5.3285437731432,4.71104873127747,5.01949057662886,4.86042909487275,5.07946054961001,4.40094906225731,5.28144117004234,4.58653256676307,5.05996341595842,4.2957261531241,4.53031711041543
"EPB41L1",6.70019935521674,6.79532338315156,6.73007893636064,7.06015027485819,6.91927654210519,7.05746327989604,6.82405641281053,6.75526417280403,6.77826626250971,7.00576153836141,6.97687865801139,6.92108664730521
"EPB41L2",8.27840736585884,8.29891252009575,8.39048865052949,8.03440027388478,8.13183679280989,8.16543584936466,8.14099496121817,8.3620070247471,8.42058011071453,8.3243449813854,8.33345842569337,8.26305912772198
"EPB42",1.8061626347897,1.89606690776965,2.07599805218416,2.16121820781921,1.84958819371188,1.83704334412359,1.82652265568449,1.9986603621616,1.89781263882692,1.84855990913316,1.96314717616959,1.99656329207091
"ANO5",5.23931695992525,4.86862787641012,5.39358182214223,5.24505451431363,5.33376315725864,4.94062972010348,5.16443287479533,5.33871107780703,5.27408365685693,5.34406795751637,5.31063527216197,5.55342951983417
"DMTN",8.30265881193462,8.45250073617114,8.3357246089998,8.34984033942337,8.35851453931318,8.42699160682348,8.49986757920322,8.53541456087046,8.42879230549468,8.69325558711968,8.24212716441575,8.63498628901027
"STOM",10.9448925879477,10.9786018098779,11.0929815490621,11.1403287156379,11.1715394912265,11.2426248802063,10.9281692059233,10.9780561218128,10.9944071215688,11.2281007249983,11.0674870992481,11.1291360509457
"EPHA1",5.04257786475502,4.7099555304637,4.88770914599585,4.99369283204867,4.80292188015594,4.81746632088963,4.91874979336838,4.59329387898201,4.72330984173901,4.86526816443444,4.62571057523059,4.71740183629973
"EPHA3",3.62241169110644,3.60721212175899,3.34859103458516,3.45033555167257,3.33019826543433,3.33175386544682,3.37926680917375,3.26098101804074,3.44660832758803,3.56011096699611,3.45883283087761,3.56534890942212
"CERS3",3.83039715273216,3.67984906994872,3.71471602813124,3.65712998938421,3.34304839102266,3.67941463455335,3.48877067319866,3.62010418403011,3.64055361478561,3.91457931816061,3.55016609709286,3.56924811370659
"EPHA4",7.07007898141723,7.05398620521933,7.06862370262932,6.83958504313552,6.56870674258504,6.88952542445967,6.79947741822236,7.10276033853261,7.1050080920398,6.98460618322001,6.86482528457706,6.89169508004842
"EPHA5",4.15596406998075,4.09634096555252,4.02885566756627,4.09240230739382,3.92572852167763,4.22467263175607,3.74353106547285,4.09935732004644,4.06847203658966,3.65478409936676,4.11919583301363,3.91562838886196
"PDILT",3.69300532836125,4.2247876095867,3.95533422491103,3.82209038098386,3.92092916455655,3.86215187429243,4.01379707789263,3.91867259721038,3.99219507297836,4.02521107341999,3.95059165706415,4.05871280424773
"EPHA7",4.17008987707675,4.33109074565001,4.37901060603139,4.10200949733849,3.92329560638279,3.97079430521687,4.31153135693167,4.12960658380221,4.09596780765032,4.05341883131674,4.05223266346721,4.10857629707977
"EPHA8",4.43253465640638,4.52225832086852,4.48702485144299,4.46239490524522,4.4251603537428,4.53766501533795,4.09110707377977,4.4280594710988,4.22886332429051,4.65074336968863,4.32302667613634,4.47102594221855
"EPHB1",5.19654199570313,5.10286439370585,5.18748167483197,4.99655658425823,4.71754499968329,4.91618434955578,5.15838122246271,5.57544060124278,5.30752467919797,5.22626714455573,5.13966630075233,5.1405010643142
"EPHB2",9.76053560600124,9.72447390041609,9.65133361264785,9.76949213008805,9.78117510721063,9.80813838325109,9.58819474367993,9.58163911311713,9.54798390044912,9.63570040375089,9.58237463141054,9.54083148192595
"NLRP11",3.45029616788068,3.44125807711314,3.66768082313024,3.14734943773835,3.30500149772886,3.13926455765302,3.19989053607716,3.62420050768942,3.59907041996489,3.34683227002743,3.3756949062053,3.66848704370079
"HIPK1",9.15393756805621,8.92967038739098,9.17610368639346,8.67247896837997,8.84560532943044,8.9901468499559,8.37099831998531,8.39980806367979,8.65054151010941,8.31963720645947,8.36086956265346,8.15863151805763
"EPHB3",4.6536942733623,4.47852974295745,4.87840814447567,4.58433049505093,4.30156634417542,4.62952196300163,4.34395146989646,4.60756722864459,4.60500239260497,4.74229762424091,4.19730909722715,4.10249651406967
"SLC44A5",5.70822886402594,5.6757790238652,5.55290024416833,6.67995188416944,6.6089190429125,6.38372172983611,5.6421829784119,5.79840502703221,5.77515094108753,5.90124913201281,6.14100015092493,5.98526291863056
"AK4",7.04814643394648,7.10310106783558,7.20299190809429,7.34062493816939,7.06017088811143,7.11229737209542,6.79027073806059,6.8896140273589,6.6991251315847,6.85440611601813,6.76797489395428,6.82174960927714
"EPHB4",10.6294900432377,10.5889391298266,10.5721911102561,10.8271565392828,10.8078924067602,10.7561624264708,10.6178089659998,10.6230273611059,10.6086063142972,10.6924658292335,10.7653164451696,10.7141830636703
"EPHB6",5.74680248192194,5.48603459749973,5.4767144130029,5.28895628427589,5.47325472650078,5.71123670834952,5.67717921588872,5.37032926741793,5.79221653360585,5.63778654688295,5.4331265460037,5.70690782623905
"AMER3",3.40404544643191,3.63279109598211,3.64847776200296,3.42148346554045,3.82650110833986,3.82283240251654,3.88011021075317,3.4128166481341,3.68415543929421,3.37519735138604,3.4426752952225,3.7630380879027
"EPHX1",7.36876219274587,7.47226563054295,7.51641606040174,8.20269279024156,8.22402208668003,8.09312107927345,7.83697196552624,7.82336653606709,7.40080255855254,8.0761005520848,8.07178341563306,8.11052459512207
"MTLN",4.09920979184517,4.39726950911725,4.26187339517771,3.95334639616439,4.21979241678772,4.13233731385353,4.10520984256467,4.63938021486987,4.15895475053686,4.2215377089615,4.33299490213776,4.09874672683914
"EPHX2",4.22928289803549,3.97131947867696,4.09782462537172,3.96233290584572,4.16541912388636,4.26653200146391,4.16385800155538,4.12186774596261,4.0194075077267,4.17805317168209,4.03130029873722,4.27181744964182
"C2orf69",7.05960697874683,6.97363214423496,7.10725588033904,6.86064712767967,6.68273435292927,6.81282996645426,7.35274951795577,6.90335912311065,6.97421376977365,6.80367338475366,6.88566824984666,6.81171720402091
"STX2",8.10073492219001,8.18690542964164,8.02065035927824,7.73349539106828,7.86105769044886,7.88010769786165,8.14079985178484,8.24815827437006,8.09377038282388,7.94886368222924,8.09867928160218,8.16387044666197
"DIPK2A",6.12378361999051,6.20394360187423,6.03777063835414,6.06003721551718,5.92078912358793,6.18997804482964,6.33193501985676,6.0469318538575,6.16481166030278,6.12779181617297,6.31012994633867,6.29455018115011
"CLN8",5.08486128903641,5.01914552927898,4.78163058382594,5.13072219800743,5.3022704284163,5.32221585962439,5.32495567844968,5.36101104045608,5.38850578069459,5.3019767687397,5.3219276095423,5.32771615542702
"SENP5",9.10803846048706,9.10588344541879,9.10216969002644,8.85449557014566,8.96313528892347,9.0068889771444,8.80046068617198,8.91604863134631,9.0004222018146,8.81657924657739,8.85366298126264,8.81838304039794
"EPO",5.98431887533448,5.76194793799977,5.68373705845314,5.6741698396526,5.28818463819715,5.99229620829563,5.11610783657707,5.72752687482034,5.66939228844988,5.9467320711227,5.8105793916174,5.78620783524362
"EPOR",7.1671302630837,7.3852473373593,7.24850082817296,7.27449417310702,7.23961666031838,7.20904922324821,7.53396284350503,7.34469344859427,7.22905151851376,7.31906878682884,7.38699410027544,7.32285245080952
"USF3",8.33188611496407,8.06445696540676,8.39489292954498,8.12409898813396,8.14248817738341,8.51630983084315,7.75582097942245,8.12829695758141,8.48945546902937,8.22438926300716,8.12744688419217,8.18183285689315
"EPRS1",10.3964058385361,10.35240403377,10.3400117514506,10.2141828035085,10.159532131786,10.2001305176355,10.258010073141,10.2373271290215,10.4380667955706,10.2392979614257,10.2314412096763,10.2140507607859
"TRIML2",3.20534742574413,3.77869996637968,3.22289149630265,3.17426247574111,3.48381971825422,3.36229711554705,3.53702489906803,3.26772705124621,3.52908294317314,3.40477144609242,3.71466891270078,3.57898955913144
"EPS15",8.84225536191714,8.66654610841689,8.78242928206609,8.7139642404375,8.80629507467393,8.76129254881538,8.79836211750792,8.99825833723211,9.03855545339357,8.91922216409789,8.9699343025137,8.98422360280481
"NR2F6",8.03620518605503,7.92004177610842,8.16988932433921,7.98139093677197,8.07361787435715,8.030127526855,8.31291164256598,8.30970740386073,8.41547579400427,8.46920070136123,8.21762035643509,8.13649930999165
"LVRN",2.51755529983583,2.65068211359913,2.48863606406698,2.79590580075369,2.20437511844305,2.40523454544658,2.92905439644886,2.50794509937279,2.88859155246043,2.15398706932241,2.37260470242125,2.66844604441967
"SLC36A1",6.16281719982592,6.01724609397168,5.9818539852881,5.97854749392609,5.9087231436725,5.86067793539394,6.02628500810798,5.99357276308509,5.88723618820484,5.79280326772971,6.01488101055894,5.94884206513977
"C6orf163",2.9977051272191,2.75280612283816,2.78791703849769,3.0967051400723,2.96592151064536,3.23271650554493,3.25650141073683,2.9692096025869,3.44609615734775,2.80128430548916,3.24194549212167,2.94727273810974
"ERBB3",4.46611745787347,4.49278842618932,4.41802523117953,4.40706396324696,4.59461237033788,4.24359657305261,4.21387223971467,4.06512622569832,4.01690043028563,4.56415681237646,4.64117848734381,4.40526696375916
"ERBB4",3.43058738106568,3.38471595516253,3.34367245527238,3.43726566095146,2.93652886371049,3.36335963545249,3.32252616241721,3.37853668495122,3.44973603244592,3.42299583473507,3.30706290820989,3.17744621862965
"ERCC1",8.80661553431847,8.71461867415453,8.71622225139561,8.65775027080039,8.7778059285045,8.53293305787743,8.82835832564132,8.77287360640152,8.52995376410284,8.71155194824072,8.86899593600346,8.75993332189494
"ERCC2",9.18438791620631,9.14440886904004,9.10275486960668,8.60369106493715,8.60668569964814,8.53027180212746,9.00908186675128,8.96335970278138,8.90927801505341,8.72120726117459,8.84207933917828,8.64308465906899
"EREG",3.11366845358365,3.15306428804217,3.06607040138516,3.14599672044536,3.19030449522136,3.28514093320598,3.16432244860077,3.16541188079655,3.41041434653585,3.0161804586803,2.95824697025402,3.03999636342653
"AKT1",6.5171425270654,6.52090059488765,6.52735687314679,6.26324963146742,6.44925005112704,6.42195192240086,6.45246242785459,6.53797535808624,6.48404940397161,6.51425561067779,6.33642655390029,6.38977487227423
"EYA4",2.62307713368213,2.66119850722533,2.90026340004111,3.18249868978118,2.80471449204319,2.69777880578526,2.95479737071853,2.93228585161478,2.84796052729449,2.89708695341895,2.99148947436774,2.68129932263337
"DHRSX",4.74584955693725,4.57613316168273,4.29449626386627,5.28599866040451,3.94455430187986,4.86399047705298,4.01430637159633,4.28699974412502,4.16219249792516,4.93061349767211,4.72650053220286,4.68267605358584
"ERCC3",8.82046473603283,8.61926802322983,8.77284660634797,8.73884127455277,8.65827344012157,8.66336359585696,8.82821147854792,8.98834907633894,8.69002219529868,8.72034919783078,8.81959595757679,8.84014514021845
"ERCC4",7.98719751604507,7.84571972333796,7.96615788369952,7.76296075421117,7.76170200953096,7.95083022952498,7.66279765438517,7.96490797985365,7.89573477274078,7.92782612818994,7.93390912008774,7.96076723759464
"ERF",7.98353941208614,7.89250728669518,7.90692998457879,7.84675368828677,7.99588229741038,8.13670965066235,7.87510132449347,7.79690410948217,7.71805291290713,7.83399476329577,7.81468619905751,7.87968567817407
"ERG",8.9116432913519,9.00400089249309,9.02140257629966,8.99492406343682,9.02209599481114,9.0911313351745,8.92114567391267,8.94255628698436,8.95246957880249,9.1107116994659,8.87510109968075,8.88213890027694
"ERH",8.34016754710141,8.28036719272379,8.40746789600207,8.16136754081787,8.27026105368613,8.36444491944888,8.34683365707563,8.41812430954512,8.58943771805408,8.47909779780028,8.32208136486944,8.42174359328843
"AKT2",5.96383775943183,5.99256428166536,5.86854545409473,6.09666957246297,5.85793383577759,5.79120131764658,6.04109090580708,6.02911234869948,6.04893901739786,6.00717297913261,6.18477490575541,6.10757975619196
"ERN1",7.15303902579581,7.1067750351347,7.16534935764883,7.09701083191467,7.19042195439693,7.20403808158446,7.11949022738399,7.24406762272311,7.33559298924594,7.27112777483597,7.13934911690061,7.0105446297027
"ERV3-1",7.89878206601072,7.79278793000434,7.47121281756936,8.02020186663895,7.97966891000574,7.82059563936759,8.39597534019526,8.54182782930117,8.28807809417093,8.21396274689716,8.64567189718526,8.73541162649962
"FBL",10.175191162,10.2596168281114,10.2603647210162,9.94637965790126,10.0651153777135,10.0325428801359,10.3126150662889,10.2171293995765,10.2355818002745,10.034212352347,10.0087956404508,10.0071566295099
"ESD",7.516101979721,7.6461701812189,7.52682640345526,7.56242377576179,7.51023337648877,7.53499099291027,7.59982729817841,7.49139771568596,7.3930374929728,7.53871133147297,7.69021814414049,7.61785773379249
"ESR1",4.48051142679172,4.51445854386571,4.45008876938536,4.53018728300076,3.93239864512629,4.43906093895132,4.30472839915669,4.24651814969417,4.1300345908242,4.22735828257542,4.07133336764701,3.96622893954848
"ABCA3",7.90502608049353,7.97717748747319,8.10351333445772,8.23568136441722,8.43257320077992,8.33864931486294,7.97161441148604,8.01015461191209,7.92486398016724,8.23552539814705,8.11533461687746,8.02608628824245
"ALAD",6.43772927768176,6.40900130098007,6.46309908074293,6.38415493519243,6.38872648008082,6.17754278094017,6.34988367502987,6.39265387877373,6.41621719020076,6.2943601718402,6.20531476469511,6.41069745670638
"ESR2",4.24971948181733,4.07243625608239,4.20438226708871,4.42450610531769,4.00171191454111,3.77846172223061,3.60451980189533,4.1709553915763,4.38367769637517,3.73913456212018,4.21735337239999,4.25284191021271
"ESRRA",6.54882843553289,6.66339339960957,6.51938752813073,6.45838348027358,6.52755475309727,6.29110141102226,6.72057936792373,6.69467003432188,6.65714903355843,6.50985664749167,6.5630645596909,6.57987634664256
"ESRRB",4.66202431654911,4.56380106664629,4.66045736080042,4.44970671627832,4.56929361602004,4.6510934879542,4.62140310205974,4.684016526405,4.73065905426356,4.31896765694837,4.48704864257846,4.31831020335366
