"gene","X1.4hr.Con.1.y","X2.4hr.CA.1","X3.4hr.ABA.1","X4.4hr.ABTAA.1","X5.4hr.Con.2","X6.4hr.CA1.2","X7.4hr.ABA.2","X8.4hr.ABTAA.2"
"A1BG",0,0,0.381893,0.087446,0.393596,0,0.309152,0.659691
"A1CF",0,0.00724729,0,0,0,0,0,0
"A2M",1.28661,1.42247,1.02874,1.473,1.26607,1.61722,0.903508,1.54862
"A2ML1",0,0,0,0,0,0,0,0
"A4GALT",2.42927,1.6697,1.9864,1.58176,2.69924,1.28464,2.22934,1.47912
"A4GNT",0,0.127028,0,0,0,0,0,0.039727
"AAAS",41.0072,40.4384,43.8059,43.2113,42.4147,49.5122,41.6591,39.2243
"AACS",4.164,4.21506,4.07227,5.3955,5.06691,4.44466,4.41759,4.17572
"AADAC",0,0,0,0,0.0927261,0,0,0
"AADACL2",0,0,0,0,0,0,0,0
"AADACL3",0,0,0,0,0,0,0,0
"AADACL4",0,0,0,0,0,0,0,0
"AADAT",2.85309,1.46509,1.68748,2.36038,1.94845,2.6608,1.21706,2.71974
"AAGAB",12.5841,16.277,14.2607,14.0242,11.4436,13.4942,12.5477,14.0054
"AAK1",22.5841,22.4326,24.0861,20.5466,24.2007,22.7321,25.8606,22.9756
"AAMP",14.2942,12.9845,16.1445,12.8107,14.5651,17.1948,14.8236,12.8641
"AANAT",0,0,0,0,0,0,0,0
"AARS2",3.19498,3.01041,2.97894,3.12415,3.68307,4.27084,3.47229,3.91127
"AARSD1",7.49545,6.1748,4.52377,6.21435,4.45498,5.50661,5.45187,4.69538
"AASDH",0.354317,0.664786,0.674522,1.11017,0.325253,0.260502,0.540651,0.445965
"AASDHPPT",9.16906,11.0173,9.945,9.19376,9.7063,8.88735,9.36023,9.37107
"AASS",11.2524,9.98603,10.0961,7.64174,10.9989,7.39466,11.811,10.6435
"AATF",9.53865,8.61564,9.67623,10.2589,10.0381,9.76547,7.67445,8.39066
"AATK",0.113361,0.404717,0.113869,0.161784,0.152706,0.395987,0.041817,0.188778
"ABAT",0.894455,1.12445,0.791345,0.918838,0.986285,0.89219,0.517178,0.92053
"ABCA1",1.51956,0.654041,0.800704,1.32276,1.61625,0.295782,1.34731,1.07253
"ABCA12",0.00779899,0,0.00782101,0.0285711,0,0.0407391,0.0258868,0.0155671
"ABCA13",0.00723341,0.0193617,0.0108654,0,0,0.00711055,0.0359999,0.00360574
"ABCA2",3.23724,4.12859,3.6626,4.61662,3.66404,4.82,3.59829,4.30567
"ABCA3",4.18636,4.24775,4.28719,4.47731,6.22888,5.05714,4.7383,3.90813
"ABCA4",1.56329,1.31613,1.27631,1.0204,1.57746,1.5363,1.78862,1.8317
"ABCA6",4.03832,3.25871,4.83051,2.65009,5.39336,3.06604,4.91519,4.90217
"ABCA7",2.43212,2.03798,1.80186,2.8696,2.65477,3.14408,2.91788,2.4533
"ABCA8",7.01252,6.99778,6.60577,6.90477,6.90841,5.87749,7.05829,8.24727
"ABCA9",1.40425,0.766211,0.903244,1.12238,1.18915,1.01385,1.44729,1.11245
"ABCB1",0.0272816,0,0,0,0.0709245,0,0,0.0136327
"ABCB10",5.27991,4.03293,5.16194,4.56828,4.28777,4.7385,4.13372,3.99212
"ABCB11",0,0.0432618,0,0.0741397,0.0280011,0,0.0149033,0.0269112
"ABCB4",0,0.0182115,0,0.0156225,0,0.0333978,0.0188239,0
"ABCB5",0,0,0.0413054,0,0,0,0,0
"ABCB6",2.06443,1.28859,0.971137,2.51412,1.63406,2.57275,1.3853,1.76233
"ABCB7",5.36014,4.45164,4.38145,4.90045,5.44066,5.04484,4.93134,4.74913
"ABCB8",7.11109,7.07588,8.38724,10.7771,8.92914,10.3783,7.73625,9.02921
"ABCB9",2.7016,2.77706,2.10578,2.81823,2.55006,3.12393,2.24267,2.7049
"ABCC1",46.3392,57.403,53.6323,64.8625,55.9786,66.9821,45.1878,63.3496
"ABCC10",3.45534,3.87415,3.38598,4.06585,4.49676,5.17384,4.46831,4.30649
"ABCC11",0,0,0,0,0,0.0141953,0.0159992,0
"ABCC12",0,0,0,0,0,0,0,0
"ABCC2",0.331034,0.426229,0.531862,0.371969,0.474347,0.569662,0.619883,0.630148
"ABCC3",0.110399,0.118333,0.0372679,0.137203,0.0385233,0.216304,0.243812,0.110592
"ABCC4",3.53612,4.67154,3.59332,5.05816,3.77649,4.21178,3.99445,5.27802
"ABCC5",8.465,7.99279,7.08686,7.14218,7.15544,9.24794,6.73629,7.93292
"ABCC6",0.122595,0.0402407,0,0.234524,0.0130198,0,0.136947,0.125862
"ABCC8",0,0,0,0,0,0,0,0
"ABCC9",0.787237,0.956473,0.766628,0.790218,1.0451,0.900121,1.12219,1.1633
"ABCD1",7.09275,6.9392,6.33468,9.98244,9.05227,11.195,6.60471,6.94873
"ABCD2",0,0,0,0,0,0,0,0
"ABCD3",18.7202,21.5332,20.9147,20.3781,14.0969,17.3434,20.3376,21.7323
"ABCD4",6.2127,5.95881,5.48488,7.35815,7.52037,6.67669,7.4333,7.18192
"ABCE1",28.6239,29.656,30.0949,27.2296,27.2659,26.3012,31.0814,26.5772
"ABCF1",0,0,0,0,0,0,0,0
"ABCF2",32.3685,31.656,33.8401,35.8513,32.7658,30.885,27.929,32.6194
"ABCF3",9.48659,9.71795,6.5481,8.65107,8.48595,9.28562,8.66344,8.87408
"ABCG1",1.88027,1.75075,1.55168,1.77248,1.70075,1.27035,1.75372,1.93657
"ABCG2",1.02533,1.03156,0.811368,1.22504,1.18857,1.0223,0.870949,1.10989
"ABCG4",0.399105,0.223339,0.286183,0.644916,0.315836,0.514977,0.340435,0.362115
"ABCG5",0,0.0521276,0,0,0,0,0,0.0487507
"ABCG8",0,0,0,0,0,0,0,0
"ABHD1",0.0998997,0.107127,0.0508132,0.278828,0.0524888,0,0,0.050366
"ABHD10",8.32005,8.03394,7.79441,8.82019,6.88667,6.44204,7.39712,7.90323
"ABHD11",4.97461,5.35841,5.094,5.42068,4.92922,6.20731,5.26126,5.23246
"ABHD12",23.2489,27.2918,23.8911,22.4253,24.8549,31.6168,37.0962,22.6293
"ABHD12B",0.0487175,0,0,0,0.102354,0,0.0540846,0.0491088
"ABHD13",2.12408,1.9388,1.87862,1.8155,1.71858,1.4821,1.97684,1.71207
"ABHD14B",38.6855,33.5924,36.4271,36.4741,34.5324,36.7087,34.8675,34.4595
"ABHD15",1.64287,1.50851,1.69345,1.78944,1.87429,1.84959,1.77609,1.60513
"ABHD16A",0,0,0,0,0,0,0,0
"ABHD16B",0.629972,0.886341,0.838098,1.24052,0.989958,1.69886,1.26661,1.18795
"ABHD2",14.024,14.7462,15.2092,16.183,14.6917,14.1262,14.9021,17.7379
"ABHD3",4.80165,4.58238,4.94342,6.17901,6.78479,4.27291,2.77754,3.17177
"ABHD4",53.6794,40.1379,45.619,44.4108,45.3972,48.7472,45.4063,42.0522
"ABHD5",1.94154,1.95793,2.10298,1.91631,1.80891,1.87335,2.2349,1.47105
"ABHD6",3.91286,2.79074,3.63432,3.93971,3.86973,3.62492,3.55322,3.02538
"ABHD8",5.73703,4.5613,4.61809,6.0726,4.22442,4.61977,4.26943,4.23081
"ABI1",31.4449,26.321,30.6711,25.2559,30.4794,23.2243,28.2593,25.5701
"ABI2",21.3978,20.495,21.1725,22.3452,24.7018,22.0608,23.1973,24.5168
"ABI3",21.3926,26.0838,19.5851,31.7874,24.6655,34.8094,20.3208,21.7905
"ABI3BP",61.0662,53.7873,67.8686,59.7947,63.5825,47.5835,75.5005,64.9951
"ABL1",33.3858,34.1847,35.6418,38.7423,37.6381,38.1226,35.9223,35.3199
"ABL2",14.1394,14.866,15.383,13.5479,14.9854,12.4057,16.5197,15.1572
"ABLIM1",71.1402,59.9413,81.5932,60.7212,74.9021,55.3134,84.2018,67.2049
"ABLIM2",0.286052,0.0414315,0.133457,0.071938,0.0201309,0.205397,0.19014,0.0260695
"ABLIM3",19.5939,21.4215,18.2203,21.9883,20.7622,22.9725,17.982,19.7651
"ABO",0,0,0,0,0,0,0,0
"ABR",20.3227,20.7749,20.3025,23.5272,23.3219,22.4604,22.4765,21.9254
"ABRA",0.024192,0,0,0,0,0,0,0
"ABT1",8.42974,8.77637,8.94167,8.03348,8.61927,8.71323,7.24883,8.00695
"ABTB1",2.45198,1.60508,2.2857,2.51863,2.45906,2.55422,1.9741,2.00822
"ABTB2",0.450206,0.482454,0.545863,0.609738,0.439016,0.647921,0.332678,0.572207
"ACAA1",7.82906,8.63557,8.99044,11.1797,8.47261,8.28138,8.29244,8.63875
"ACAA2",22.3565,23.0735,21.93,23.4725,19.8695,21.9924,22.2306,23.0028
"ACACA",6.30365,7.41884,5.91482,7.42096,6.88179,7.49093,6.50965,7.20648
"ACACB",0.251386,0.230354,0.267274,0.410533,0.20449,0.236413,0.376611,0.340097
"ACAD10",2.88693,3.64249,2.86528,2.66612,2.89801,3.07557,2.88175,3.50605
"ACAD8",7.5833,8.30232,5.58047,6.81741,7.90821,5.82567,6.13255,7.51292
"ACAD9",15.2038,15.663,14.0608,18.2325,14.9555,16.0955,13.7675,14.1014
"ACADL",0,0,0,0,0,0,0,0
"ACADM",6.10453,6.87578,5.63074,5.6804,4.75852,4.16638,4.8002,5.63548
"ACADS",1.44427,1.2337,0.877382,0.886255,0.361607,1.25816,1.58489,0.579125
"ACADSB",4.42499,3.69676,3.93421,3.86913,4.12231,3.80731,4.21726,4.02885
"ACADVL",21.2679,21.3753,17.9414,24.8243,21.1458,23.7168,20.0546,20.3072
"ACAN",0.0221095,0.0473525,0.0147783,0.0134958,0.0765053,0,0.0163061,0.00735271
"ACAP1",0,0.0574122,0,0.0494179,0,0,0,0
"ACAP2",7.1145,6.26129,7.37778,5.82069,7.83263,5.6693,7.42108,7.43716
"ACAP3",3.36979,2.55729,2.86938,3.41299,3.74901,4.46207,3.33599,3.47161
"ACAT1",7.39624,7.58341,8.4494,8.34399,7.56467,6.37697,7.41859,6.62153
"ACAT2",23.5768,20.1119,22.844,16.193,17.8916,18.1402,17.2767,21.551
"ACBD3",10.7816,8.86192,10.2963,9.08816,9.97733,8.43168,11.6272,10.5943
"ACBD4",5.0903,3.90835,3.9547,3.88914,3.81467,6.54287,4.53254,3.79946
"ACBD5",2.67391,2.7112,2.6605,1.63101,2.22349,1.93703,2.21927,2.35103
"ACBD6",12.1542,11.5254,10.2896,13.6442,11.0926,11.5709,11.4425,10.0725
"ACBD7",2.90027,2.46051,3.46866,3.58073,3.00073,2.63768,3.44899,2.62993
"ACCS",3.50217,2.4639,3.24589,3.14956,4.60281,4.48792,2.70723,3.51572
"ACCSL",0,0,0,0,0,0,0,0
"ACD",12.5309,10.5859,10.1089,12.2268,11.5254,12.686,10.8879,9.07678
"ACE",14.3144,16.5653,15.818,19.9684,18.9361,19.1498,15.9806,16.0415
"ACE2",0.0373084,0.0199828,0.0187756,0.188681,0.0194263,0.0183186,0,0.0373319
"ACER1",0,0,0,0.0660949,0,0,0,0
"ACER2",3.68915,3.99638,3.8624,2.98118,3.68751,2.86597,4.5014,3.83086
"ACER3",7.53871,7.7266,7.86825,7.64135,7.85065,7.42044,8.02864,7.7419
"ACHE",0.247879,0.185911,0.150006,0.022843,0,0.219909,0,0.198732
"ACIN1",68.4254,70.211,74.8692,76.6594,79.3337,82.7005,73.7775,69.5013
"ACLY",102.054,91.9465,103.846,105.816,107.221,96.6057,103.684,92.1033
"ACMSD",0,0,0,0,0,0,0,0
"ACO1",37.7796,37.5673,38.6014,36.313,37.9644,35.187,39.2429,35.0652
"ACO2",21.9795,20.7648,20.3902,23.7243,23.538,22.2468,20.5838,20.9773
"ACOT1",0.664345,0.189939,0.0899362,0.370058,0.418183,0.607837,0.1966,0.222983
"ACOT11",0.288235,0.797494,0.553748,0.734405,0.213532,0.915997,0.229295,0.414556
"ACOT12",0.103917,0,0,0,0,0,0,0
"ACOT13",3.37881,3.47084,2.77489,3.21368,2.34934,3.01464,3.1988,3.40538
"ACOT2",2.99458,3.27066,3.16074,3.02239,4.39474,2.88363,2.67355,2.43144
"ACOT4",0.26029,0,0.0440325,0,0.136501,0.127588,0.0481388,0.087345
"ACOT6",0,0,0,0,0,0,0,0
"ACOT7",28.6932,33.0558,28.9991,32.388,26.576,31.5579,24.8763,25.6918
"ACOT8",0.46733,0.810591,0.695184,0.655673,0.858341,0.720964,1.08459,0.913761
"ACOT9",34.0133,30.6973,31.9968,31.2613,28.0462,27.4032,29.3194,30.8851
"ACOX1",8.78699,7.8385,8.7914,7.59028,8.94952,8.31142,8.42582,9.08062
"ACOX2",1.6984,1.60665,0.960333,1.50124,1.07962,2.06777,1.08866,1.87101
"ACOX3",10.7006,14.5171,13.2422,11.7544,11.7897,12.4893,13.2233,12.1839
"ACOXL",0,0,0,0,0,0,0,0
"ACP1",48.666,54.1517,55.4779,44.1637,43.6493,45.4602,51.3407,48.6139
"ACP2",19.2882,18.8151,16.329,21.2538,20.7214,21.3485,16.0638,19.2011
"ACP5",0.488359,0.523671,0.744923,0.408742,0.461716,1.34006,0.704812,0.590754
"ACP6",5.01554,6.66081,4.92302,5.80713,5.89376,6.01632,4.74524,5.50946
"ACR",0.48002,0.429039,1.19295,0.486375,0.83844,0.878371,0.586964,0.534357
"ACRBP",1.26545,1.33258,1.28162,2.04832,1.52907,1.86916,1.66396,1.2916
"ACRV1",0,0,0,0,0.0719872,0.0666936,0,0
"ACSBG1",0.0222659,0,0,0.0205023,0.0929723,0.043724,0,0.0669583
"ACSBG2",0,0.0263566,0,0,0,0.024147,0,0
"ACSF2",6.72084,6.86427,6.96934,9.11181,6.22871,7.44738,5.99449,6.23818
"ACSF3",2.30174,2.89767,3.29659,3.00126,3.191,3.44799,2.9144,2.33037
"ACSL1",5.94885,7.81886,6.10587,6.46831,6.23926,6.53721,6.43045,6.40345
"ACSL3",6.29887,6.16372,6.25123,5.20641,5.44939,5.58278,6.56852,6.10944
"ACSL4",19.0562,15.7488,20.7268,16.1117,17.735,13.5774,20.8616,16.5159
"ACSL5",2.30872,2.86006,2.23569,2.7355,1.90978,2.84323,1.9152,2.93923
"ACSL6",0.0403211,0,0.0202294,0.00923432,0.0104668,0.00989974,0,0
"ACSM1",16.1541,9.56548,18.467,9.34294,16.6124,8.34448,20.6779,9.01165
"ACSM2A",0,0,0,0,0,0,0,0.0447529
"ACSM2B",0,0,0,0,0,0,0,0
"ACSM3",4.53298,1.69412,5.25835,1.38902,3.5854,1.67259,5.50164,2.56584
"ACSM4",0,0.086242,0.0407884,0,0,0.0394433,0,0
"ACSM5",0,0,0,0,0,0,0,0
"ACSS1",0.746974,0.600229,0.902308,0.440222,0.849746,0.476983,0.726795,0.392341
"ACSS2",20.8783,23.6534,22.4381,23.9488,22.4327,21.7906,19.9587,20.5082
"ACSS3",0,0.0233494,0.0878396,0,0,0.021398,0.0482821,0
"ACTA1",0.240735,0.103254,0.195796,0.223818,0.202272,0.0471859,0,0.0485266
"ACTA2",13.3043,12.3082,11.9935,13.3276,12.7711,14.4523,10.6494,12.5655
"ACTB",9216.36,10086.6,10582.7,9394.77,12021.2,10606.6,9549.68,8219.92
"ACTBL2",0.0238164,0,0,0,0.024839,0,0,0
"ACTC1",0,0,0,0,0,0.0173394,0,0
"ACTG1",3955.42,3427.48,3902.64,3560.54,4288.56,3687.74,3720.89,3518.95
"ACTG2",0,0,0,0,0,0.0610265,0,0
"ACTL10",0.169465,0.145301,0.137162,0.031343,0.141803,0.0332486,0.112739,0.272327
"ACTL6A",20.4206,19.2049,21.2537,17.5364,16.484,17.4697,17.8972,19.5946
"ACTL6B",0,0,0,0,0,0,0,0
"ACTL7A",0,0,0,0,0,0,0,0
"ACTL7B",0,0,0,0,0,0,0,0
"ACTL8",0.112011,0,0.113457,0,0,0,0,0.0375315
"ACTL9",0,0,0,0,0,0,0,0
"ACTN1",253.818,245.723,255.684,253.82,266.959,259.278,257.806,257.685
"ACTN2",0.185064,0.167721,0.0858416,0.091479,0.118449,0.0419513,0.110308,0.0996051
"ACTN3",0.023248,0.0747227,0.0703072,0,0.0727265,0.0912902,0.0257539,0.0698661
"ACTN4",144.86,137.878,151.31,142.768,152.619,146.392,148.75,129.411
"ACTR10",22.6996,22.2198,24.3185,20.4241,20.367,20.3557,20.7872,19.5166
"ACTR1A",152.692,155.644,161.399,157.333,158.127,146.22,154.304,145.92
"ACTR1B",12.2012,12.4793,12.3138,12.2383,12.0285,14.5073,11.8982,11.6376
"ACTR2",59.2104,62.7812,63.6111,52.8277,55.3824,47.5602,56.1635,57.5994
"ACTR3",122.711,115.015,132.226,106.644,125.922,91.6519,97.6143,106.037
"ACTR3B",5.18761,3.91499,3.87803,3.96969,3.42739,3.2207,3.29761,4.8766
"ACTR3C",0,0,0,0.0572488,0,0.056511,0,0.0619448
"ACTR5",2.14357,2.61671,2.52907,2.6773,2.39035,3.02153,2.45393,2.01808
"ACTR6",1.93873,1.98471,1.59287,2.39324,2.22541,1.80696,1.75777,2.13397
"ACTR8",13.2394,13.2659,11.2738,12.4172,14.0868,12.3921,12.3388,12.4344
"ACTRT1",0,0,0,0,0,0.0982122,0,0.101065
"ACTRT2",0,0,0,0,0,0,0,0
"ACVR1",11.4989,11.0933,12.7208,13.5841,14.068,11.6625,13.2208,12.5945
"ACVR1B",11.6846,12.5996,11.8662,13.6259,12.6116,14.8422,10.9915,11.9028
"ACVR1C",0.0149868,0.0240739,0.00751268,0.00686041,0.00744937,0,0,0
"ACVR2A",1.15975,1.5428,1.22606,1.41101,0.837518,1.2953,1.4052,1.0123
"ACVR2B",0.798752,0.877397,0.820275,0.965791,0.814675,0.835316,0.85891,1.09916
"ACVRL1",45.5242,55.8296,45.967,58.8496,51.7806,62.8709,46.0847,54.905
"ACY3",0,0,0,0,0,0,0,0
"ACYP1",7.29618,5.21807,6.5262,4.60336,4.22876,4.80731,6.50481,4.85809
"ACYP2",7.97953,9.02254,7.50022,6.80295,7.83762,6.81812,5.34859,8.03015
"ADA",15.9773,19.5744,18.2429,16.4847,17.044,18.9049,15.2379,18.8036
"ADAD1",0,0,0,0,0,0,0,0
"ADAD2",0,0,0,0,0.0697329,0,0,0
"ADAM10",29.1445,26.5219,31.3418,28.5912,29.1831,24.195,30.557,30.4521
"ADAM11",0.0293287,0.09424,0.0147399,0.0942486,0.167792,0.0432133,0.0162334,0.190571
"ADAM12",0,0.0559612,0.104899,0.114818,0.0434399,0.0513434,0.0559278,0.135676
"ADAM15",77.3013,83.7853,67.8679,94.1614,85.6504,106.365,72.5615,76.2013
"ADAM17",11.2249,11.626,10.9415,11.2737,10.7601,11.7087,12.6611,12.0934
"ADAM18",0,0,0,0,0,0,0,0
"ADAM19",6.58353,9.12316,8.19305,8.7612,7.45569,9.37272,6.67938,9.21279
"ADAM2",0,0,0,0,0,0,0,0
"ADAM20",0.0715048,0.0255369,0.0720966,0,0.0497168,0,0,0.0238801
"ADAM21",0.050164,0.0537483,0,0,0,0,0,0.0754116
"ADAM22",0.165304,0.227922,0.204853,0.225039,0.173779,0.160661,0.165775,0.265049
"ADAM23",11.4342,10.201,11.0481,8.92056,10.7127,9.95819,12.2236,10.9679
"ADAM28",0,0,0,0,0,0.0200672,0,0
"ADAM29",0,0,0.0634876,0,0,0,0,0
"ADAM30",0,0,0,0,0,0,0,0
"ADAM33",0,0,0,0.0341801,0.019818,0.0186846,0,0
"ADAM7",0,0,0,0,0,0,0,0
"ADAM8",0.0876131,0.0703863,0.0441156,0.0201445,0.0456093,0.12906,0.0484652,0.109688
"ADAMDEC1",0,0,0,0,0,0,0,0
"ADAMTS1",1.01005,1.0752,0.542415,1.16879,1.05074,0.716378,0.5209,0.889306
"ADAMTS10",2.50344,2.62144,2.47902,2.57576,3.01049,2.64481,2.70259,2.36843
"ADAMTS12",0,0.0555016,0.0390436,0.0950992,0.0942865,0.0509087,0.0143395,0.0388364
"ADAMTS13",0.112055,0.148263,0.201958,0.24762,0.17076,0.237976,0.201583,0.133051
"ADAMTS14",0,0,0,0,0,0,0,0
"ADAMTS15",0.0224834,0.120394,0,0,0.0700928,0.0552252,0,0.0224569
"ADAMTS16",0.0129009,0,0.0259192,0.0355115,0,0,0.0428373,0
"ADAMTS17",0.0100373,0.0107491,0,0.0275997,0,0,0,0.020045
"ADAMTS18",15.1832,29.2066,16.4645,25.4371,18.8808,26.2465,15.6306,30.0561
"ADAMTS19",0,0,0,0,0,0,0,0
"ADAMTS2",0,0.0100532,0,0,0,0,0,0
"ADAMTS20",0,0,0.0111695,0,0,0,0,0
"ADAMTS3",0.0656932,0.246238,0.0988703,0.240287,0.113769,0.0644708,0.0726369,0.153092
"ADAMTS4",1.5958,2.36417,1.99394,1.76659,2.18755,2.94451,1.7996,2.63902
"ADAMTS5",0,0.00695638,0.006512,0,0,0,0.00718672,0.0129627
"ADAMTS6",7.28523,8.60005,6.9605,7.97229,6.83599,8.1061,7.83957,8.41161
"ADAMTS7",10.8507,11.4471,11.1535,14.0469,12.5553,14.8324,12.1349,12.4768
"ADAMTS8",0.0178096,0.038155,0,0,0,0,0,0
"ADAMTS9",3.41855,6.9683,4.93795,4.49406,4.55769,5.57163,3.99816,5.64459
"ADAMTSL1",6.45069,5.98283,5.05827,6.53801,4.63606,6.20627,4.11029,5.8061
"ADAMTSL2",0,0,0,0,0,0,0,0
"ADAMTSL3",0,0,0,0,0,0.00847208,0,0
"ADAMTSL4",0.893448,1.78196,1.06864,1.92454,1.00969,1.5688,1.11371,1.28918
"ADAMTSL5",0,0.0249076,0.0234357,0,0.0484843,0.0456451,0,0
"ADAP1",0.291581,0.249966,0.147263,0.161499,0.0609134,0.343355,0.226219,0.175508
"ADAP2",0.0727194,0,0.0488876,0.0223353,0.0758508,0.142768,0.0805646,0.0485763
"ADAR",78.8689,82.5025,87.5389,85.3299,85.0916,85.7433,86.6782,90.6987
"ADARB1",9.07122,10.2668,9.73073,9.4679,9.14954,10.7518,9.56183,9.52529
"ADARB2",0,0.00800496,0,0,0,0,0,0
"ADAT1",8.49838,8.7014,8.76284,9.10455,9.37618,8.561,9.25416,9.1597
"ADAT2",1.07144,1.62811,1.23308,1.45227,0.869679,1.25339,1.36598,1.45763
"ADCK1",1.93105,3.0481,2.3211,1.74276,2.45243,2.25888,1.80231,2.35305
"ADCK2",3.34405,3.20553,2.97678,3.68955,3.49737,3.39722,2.08478,3.46155
"ADCK5",1.33743,0.90535,1.10434,0.911773,1.28895,0.759512,1.05376,1.06081
"ADCY1",0.0999354,0.133755,0.0500615,0.0457136,0.041466,0.10314,0.116066,0.0548163
"ADCY10",0,0,0,0.0118558,0,0,0.0130513,0.0129113
"ADCY2",0,0.0103723,0,0,0,0.0190342,0.0107174,0
"ADCY3",7.47365,7.31312,7.32863,8.42517,8.46112,9.1445,7.42761,7.8815
"ADCY4",17.6909,19.008,17.7021,23.2443,21.8467,24.7276,20.1527,23.0329
"ADCY5",0.0875624,0.147368,0.0376923,0.0229513,0,0.0368666,0.0415342,0.0249956
"ADCY7",1.10822,1.43685,0.941288,1.41559,1.01859,1.48677,1.06131,1.32484
"ADCY8",0,0,0,0,0,0,0,0
"ADCY9",3.59125,3.02706,3.72102,2.81633,4.2007,3.80511,3.4959,2.67134
"ADCYAP1",0,0,0,0,0,0.0204617,0,0
"ADCYAP1R1",0,0,0,0,0.0102542,0.0194076,0,0.00985666
"ADD1",98.3913,93.9002,94.3656,110.36,113.327,111.41,97.5361,96.0863
"ADD2",0.096488,0.0944495,0.0172919,0.221175,0.0725034,0.0844141,0.0380615,0.103171
"ADD3",17.479,17.2288,18.8195,15.2784,17.5964,14.5427,16.3401,17.7878
"ADGB",0,0,0,0,0,0,0,0
"ADH1A",0,0,0,0,0,0,0.0531135,0
"ADH1B",0,0,0,0,0,0,0,0
"ADH1C",0,0,0,0,0,0,0,0
"ADH4",0,0,0,0,0,0,0,0
"ADH5",15.2048,18.0533,17.1758,16.6743,15.4684,14.6265,14.1837,15.7715
"ADH6",0.155679,0,0,0,0,0,0.0576243,0
"ADH7",0,0,0,0,0,0,0,0
"ADI1",94.2435,87.3987,92.2224,94.1326,93.0252,83.1422,86.2361,83.659
"ADIG",0,0,0,0,0,0,0,0
"ADIPOQ",0.0140583,0,0.0141298,0.0129047,0,0,0.0155641,0
"ADIPOR1",74.6782,61.1291,79.0441,66.6984,70.0049,59.6742,76.3376,63.468
"ADIPOR2",8.26826,7.67417,6.82454,8.04568,8.10985,8.63097,8.6974,8.01074
"ADK",8.03525,5.65955,6.85134,6.25058,2.48801,4.60733,5.94566,5.31664
"ADM",11.0925,10.8175,12.2663,12.8186,12.7756,11.4746,12.2769,13.7752
"ADM2",0.0160842,0.137846,0.0485296,0.0295533,0.033478,0.0157979,0.0356176,0.0643445
"ADNP",45.2407,45.2705,48.0923,51.2099,58.309,56.6688,55.7945,55.5325
"ADNP2",7.07468,7.52709,7.57583,7.89246,7.64658,7.77339,7.72736,8.06781
"ADO",3.13246,4.38643,4.54255,4.71273,4.846,3.6263,3.62346,4.32395
"ADORA1",0,0,0,0,0,0.047305,0,0
"ADORA2A",5.47823,5.74675,4.67702,5.41853,6.43004,7.10019,3.90549,4.54746
"ADORA2B",1.69548,1.70358,1.19486,2.07815,2.00211,1.51591,1.2543,1.62949
"ADORA3",0.129801,0.273759,0.0321023,0.480962,0.273985,0.381196,0.144295,0.328414
"ADPGK",15.87,15.1751,15.4855,15.3302,15.9085,15.2039,13.6753,14.8738
"ADPRH",0.629813,0.607981,0.408915,0.504033,0.503811,0.557289,0.379694,0.400854
"ADPRHL1",0.185444,0.530863,0.300517,0.382541,0.543631,0.69114,0.452476,0.583663
"ADRA1A",0,0,0.0594183,0,0,0,0,0
"ADRA1B",0,0.0645801,0.0913382,0,0,0.0886992,0.0333988,0.0302353
"ADRA1D",0,0,0,0,0,0.0245998,0.166603,0.0502331
"ADRA2A",0.184651,0.143847,0.0675402,0.169672,0.139775,0.164866,0.0371718,0.0839469
"ADRA2B",0.100645,0.0862544,0,0,0.0209709,0.0395295,0,0
"ADRA2C",0,0,0,0,0,0,0,0
"ADRB1",0,0.0248604,0.0233911,0,0,0.045559,0,0
"ADRB2",0.879595,0.701269,0.716051,0.68818,0.873608,1.15298,0.877541,0.517623
"ADRB3",0,0.0270735,0,0,0.105455,0.0496042,0,0
"ADRM1",70.5132,72.5893,68.8369,82.14,72.8401,81.6459,66.1635,67.1922
"ADSL",43.5389,47.3565,42.3835,40.728,37.6599,39.8604,37.7665,40.1699
"ADTRP",1.47357,1.83797,1.877,2.62567,2.13987,1.58936,1.97849,1.21352
"AEBP2",2.05032,1.60919,1.86157,1.32477,1.41313,1.26172,1.52815,1.42078
"AEN",8.67439,10.4711,8.9469,13.5882,10.5752,14.2597,7.5326,9.23648
"AFAP1",24.5957,22.3129,25.9571,23.698,29.622,23.7963,25.9746,22.9594
"AFAP1L1",6.95991,10.533,5.9331,12.0442,12.1448,11.9121,7.25489,12.6085
"AFAP1L2",0.22857,1.06676,0.395677,0.719973,0.563358,0.930044,0.199887,1.16152
"AFF1",58.8049,53.2209,59.5241,51.7048,63.1667,48.4396,63.8829,61.9209
"AFF2",0.0823418,0.239517,0.114575,0.25942,0.113796,0.296097,0.12382,0.292005
"AFF3",0.0232726,0.00830039,0.0233379,0,0.00804649,0.00761655,0,0.00773523
"AFF4",23.2691,20.4734,25.4156,17.921,22.4714,18.2041,26.8394,22.7293
"AFG3L2",18.9217,17.3323,18.0659,16.2676,18.3724,16.9242,17.6035,19.3223
"AFM",0,0,0,0,0,0,0,0
"AFMID",6.77133,10.2005,8.72842,8.51933,9.3535,10.217,9.75159,8.43497
"AFP",0,0,0,0,0,0,0,0
"AFTPH",4.03572,4.55394,4.76057,4.15807,4.41197,4.23278,5.43571,3.65763
