"gene","X1.4hr.Con.1.y","X2.4hr.CA.1","X3.4hr.ABA.1","X4.4hr.ABTAA.1","X5.4hr.Con.2","X6.4hr.CA1.2","X7.4hr.ABA.2","X8.4hr.ABTAA.2"
"KCNN2",0.0534325,0.0858557,0.0808688,0.0985316,0.124742,0.0524274,0,0.133893
"KCNN3",1.58554,1.555,1.33487,1.46447,1.52629,1.38415,1.5577,1.48176
"KCNN4",0.212382,0.325138,0.245272,0.280203,0.0951071,0.416789,0.0672612,0.274015
"KCNQ1",0.0218004,0.0233536,0.0659245,0.22086,0.0633306,0,0.096628,0
"KCNQ2",0,0,0,0.047295,0,0,0,0
"KCNQ3",0.0333783,0.131641,0.140809,0.133941,0.157933,0.195638,0.135379,0.227752
"KCNQ4",0.0164939,0.0530105,0.0663679,0.0145213,0.154525,0.0648089,0,0.0329954
"KCNQ5",0,0,0,0,0,0,0,0
"KCNS1",0.198792,0.060834,0.0285407,0.05214,0.103378,0.0697411,0.0943089,0.0709647
"KCNS2",0,0.0222955,0,0,0.0216864,0,0,0.0208357
"KCNS3",0.261429,0.0933818,0.0586798,0.402203,0.121362,0.256543,0.515109,0.262258
"KCNT1",0,0,0,0,0,0,0,0
"KCNT2",0.14016,0.0230927,0.0324685,0.0988477,0.0112024,0.052966,0.143175,0.0215352
"KCNU1",0,0,0,0,0,0,0,0
"KCNV1",0,0,0,0,0,0,0,0
"KCNV2",0,0,0,0.11663,0,0.0928868,0,0
"KCP",0,0,0,0,0.0141313,0,0.0150421,0
"KCTD1",5.90345,6.50116,5.52672,6.13545,6.02051,5.52975,5.96417,6.25645
"KCTD10",39.1512,35.6907,42.3797,37.7647,45.6214,36.5922,35.4185,36.7933
"KCTD11",1.36652,1.09585,1.21475,1.0684,1.32818,1.67494,1.51316,1.11605
"KCTD12",72.7955,77.1284,66.6145,75.9583,71.5263,73.1396,66.0701,77.1599
"KCTD13",11.9548,11.5731,11.8632,14.1477,13.4599,13.8363,13.2393,13.2349
"KCTD15",7.18681,8.72469,8.20966,9.84318,8.34244,9.6274,8.62823,8.82042
"KCTD16",0.0494315,0.124429,0.168581,0.0118417,0.0671057,0.177541,0.0714378,0.167684
"KCTD17",10.3762,10.1307,10.2697,11.0525,11.1924,12.4787,10.0377,9.87531
"KCTD18",2.56968,2.03959,2.08725,2.69238,2.00851,1.80213,2.48707,2.58664
"KCTD19",0,0,0.0688868,0,0.023753,0.0447365,0,0.0228208
"KCTD2",10.5607,7.80032,9.86295,9.13983,9.30591,8.89976,9.78044,8.55465
"KCTD20",14.9524,15.3167,16.9388,13.9231,14.8302,14.8541,14.9332,15.6928
"KCTD21",8.37649,8.55033,9.05524,7.92808,7.8412,8.40783,9.00555,8.70448
"KCTD3",3.70144,3.53998,3.49017,3.64375,2.88921,3.01866,3.98835,3.81753
"KCTD4",0,0,0,0,0.0337385,0,0,0
"KCTD5",12.4885,9.89729,12.1654,9.22655,11.4402,9.44051,11.8407,9.67302
"KCTD6",6.14378,5.19065,6.44341,5.83563,5.47302,4.9322,4.11772,5.23022
"KCTD7",2.86277,2.7803,3.4905,3.77856,2.94025,2.84957,4.45536,3.41848
"KCTD8",0,0,0,0,0,0,0,0
"KDELR1",846.551,764.155,817.442,888.685,865.909,853.28,796.66,850.631
"KDELR2",372.396,391.72,383.308,372.243,394.884,365.575,327.536,408.329
"KDELR3",19.0654,25.6613,21.0828,0,16.8204,21.7362,23.0738,24.3141
"KDM1A",48.659,54.3009,52.7052,53.7792,53.301,50.1498,55.5808,53.3167
"KDM1B",2.04908,2.63822,1.87803,2.37561,1.99108,1.98627,2.42622,2.18266
"KDM2A",26.5921,25.7016,27.5929,27.6977,26.8375,29.3749,27.5544,27.2702
"KDM2B",12.579,10.4168,13.6872,12.7168,15.1706,10.3017,12.6116,12.8537
"KDM3A",7.01975,6.83584,7.58998,6.46115,7.61015,6.04738,8.23104,7.97077
"KDM3B",16.1091,15.5293,17.0199,17.2208,16.5797,17.4249,16.7279,16.4641
"KDM4A",11.2549,11.1036,10.988,10.8426,11.6298,11.1414,10.7843,11.5531
"KDM4B",6.20041,6.70872,6.85657,6.19047,9.00361,7.23873,7.97196,7.26025
"KDM4C",3.41092,3.55323,3.15125,2.92414,3.90233,3.30675,2.71174,3.26432
"KDM4D",0.41531,0.494395,0.269399,0.892545,0.603817,0.724837,0.518211,0.451933
"KDM5A",4.73122,4.60347,4.93452,4.19016,4.47309,3.97311,4.67905,4.96812
"KDM5B",19.1391,19.4431,21.0954,19.4301,20.8946,18.5906,21.4431,22.3605
"KDM5C",24.2282,20.7169,24.5805,25.44,24.0996,21.6937,23.5487,22.7296
"KDM5D",0,0,0,0,0,0,0,0
"KDM6A",7.2936,8.94375,8.15312,7.68484,8.24705,6.76902,8.97459,8.50891
"KDM6B",7.35548,6.42543,7.95954,9.03829,9.47171,9.54853,8.3154,9.62994
"KDR",60.6147,72.3519,64.1568,74.9569,70.8525,69.9141,61.7597,82.9473
"KDSR",7.62648,6.77357,7.98476,7.15787,7.6663,7.22621,8.89365,7.8524
"KEAP1",20.4747,21.3126,19.0414,22.9786,21.3197,21.2921,19.3455,18.9215
"KEL",0.0263417,0,0.0797471,0.121456,0.137463,0.0517085,0,0.0264079
"KERA",0,0,0,0,0,0,0,0
"KHDC1L",0,0,0,0,0,0,0,0
"KHDRBS1",100.279,100.628,110.516,99.6491,109.53,111.044,117.667,104.234
"KHDRBS2",0,0,0,0,0,0,0,0
"KHDRBS3",6.91814,6.4692,7.57426,4.81296,6.38958,4.15468,6.49736,5.46128
"KHK",1.14445,1.04727,0.845828,1.15945,0.816407,1.37022,0.866491,1.00777
"KHNYN",4.22421,4.10728,4.72971,5.40255,4.87739,4.75389,4.68818,4.44474
"KIAA0040",1.25436,1.6915,1.48322,1.40888,1.6165,1.82644,1.51941,1.7137
"KIAA0232",3.87259,3.99772,4.06457,3.5041,4.14297,3.20855,4.19193,4.27789
"KIAA0319",0,0,0.0292479,0.0457297,0.0199033,0.0470644,0.0209672,0.0193986
"KIAA0319L",13.4836,14.1463,13.4675,13.4548,14.1478,12.7565,14.2535,14.9985
"KIAA0513",0.803045,0.821469,0.527909,1.05907,0.529088,1.23891,0.525421,0.905835
"KIAA0586",7.67897,8.20965,8.10567,9.70011,7.35128,8.43035,8.86128,9.53572
"KIAA0753",9.84303,9.49426,9.76464,9.90593,10.13,8.98455,10.8581,10.5153
"KIAA0825",0.287965,0.0664,0.0876423,0.13592,0.121466,0.0343416,0.125669,0.0619824
"KIAA0930",12.0377,14.0804,13.6433,17.476,13.9217,15.7082,14.8154,12.6464
"KIAA1143",10.706,11.5462,11.0911,9.87881,8.91378,10.4076,11.5182,10.4724
"KIAA1191",66.2505,59.0387,69.9016,60.3174,66.6503,59.8388,62.59,62.0342
"KIAA1210",0,0,0,0,0.00837559,0,0,0
"KIAA1217",1.95161,3.54113,1.74021,3.58126,2.00932,3.37886,2.24687,3.75396
"KIAA1328",1.8661,1.67262,1.92799,1.4817,2.31187,1.39115,1.67,1.54739
"KIAA1549",12.3376,13.0585,15.0988,13.6622,13.1911,11.7702,14.8395,14.7856
"KIAA1586",2.59011,2.14795,1.71859,1.2356,1.63089,1.8387,1.93406,2.49879
"KIAA1614",0.0779212,0.116847,0.0156694,0.0143136,0.0486449,0.122456,0.0517591,0.171406
"KIAA1671",16.2616,19.9864,14.5777,19.6066,18.4148,20.1868,16.1786,21.3296
"KIAA1755",0.0297181,0.0106085,0.00994106,0.0181583,0.0102902,0.0194672,0,0.00989114
"KIAA1958",4.78375,4.33335,5.82601,3.75673,4.46679,2.7189,4.83971,4.45094
"KIAA2013",31.6717,28.4661,28.9476,31.4802,32.2912,31.4342,28.7241,28.0508
"KIDINS220",16.2251,13.6282,16.1947,13.744,14.9058,13.7515,17.1216,16.3494
"KIF11",10.5417,11.0333,11.7934,11.6175,9.55472,9.83539,12.52,10.4193
"KIF12",0.171838,0.0736691,0.104328,0.190725,0.107856,0.0674261,0.114322,0.138086
"KIF13A",9.9323,9.57966,10.4915,9.11217,9.47586,8.94113,9.64404,9.31986
"KIF13B",3.32494,3.88579,4.15893,3.95855,3.82926,4.30573,4.2422,3.8862
"KIF14",1.39343,2.21079,2.19519,1.78704,1.70836,1.40844,2.32913,2.25436
"KIF16B",1.80753,1.64765,1.59045,1.15056,1.59531,1.44551,1.32658,2.13113
"KIF17",0.790048,0.529588,0.853927,0.367503,0.726445,0.967941,0.877285,1.29458
"KIF18A",2.86188,3.34361,4.43441,3.2259,2.38503,2.89639,3.99907,3.3968
"KIF18B",17.3155,17.9605,21.4176,22.9727,19.2774,23.7674,21.1389,21.4547
"KIF19",0.620291,1.08477,0.414817,1.21894,0.929615,1.76768,0.445425,1.07946
"KIF1A",0.00704914,0.0150989,0,0.0322768,0.0146353,0.00692768,0.00779867,0.0135971
"KIF1B",12.4614,11.1015,12.2249,9.93244,11.2709,10.9826,12.0727,12.5438
"KIF1C",32.9243,35.2223,36.4948,34.8264,36.6453,37.4849,34.6275,33.0658
"KIF20A",51.7197,54.5797,63.3285,60.1167,49.2852,54.3133,59.3282,61.3834
"KIF20B",0.805765,1.3415,1.56225,1.88344,1.59325,1.31114,2.1416,0.955664
"KIF21A",0.715768,0.603922,0.563596,0.78102,0.557427,0.90613,0.601713,0.613933
"KIF21B",0.478427,0.42754,0.372221,0.623033,0.447573,0.682127,0.658807,0.544567
"KIF22",22.3443,21.8562,22.0589,26.3406,20.9637,22.7023,24.1566,20.6504
"KIF23",17.9227,18.4871,19.9681,16.68,15.1148,16.196,20.9314,20.0351
"KIF24",3.32311,3.22132,3.5879,3.55096,3.08316,3.20079,3.54509,3.3873
"KIF25",0,0,0,0,0,0,0,0
"KIF26A",1.12601,1.4269,1.52523,1.79709,1.72502,1.58591,1.42245,0.858546
"KIF26B",0.0607596,0.0278851,0.0261211,0.039759,0.0270402,0.0767662,0.0192078,0.0866431
"KIF27",0.506259,0.816008,0.708172,1.05434,0.680093,0.469102,0.828037,1.22499
"KIF2A",23.7249,23.3665,26.61,23.5451,23.382,22.3221,25.9783,24.2877
"KIF2B",0,0,0,0,0,0,0,0
"KIF2C",18.8666,21.4747,22.0954,21.6623,20.9681,22.3131,22.9893,21.6982
"KIF3A",2.48926,2.4917,3.22227,2.73804,2.7232,2.48583,2.60841,2.4248
"KIF3B",11.7813,13.5788,13.2306,13.0713,13.7708,13.8043,14.2471,12.7229
"KIF3C",11.1238,10.1179,11.6958,11.2261,11.6663,12.4144,10.5852,10.571
"KIF4A",9.44196,8.90928,10.3181,8.48106,8.71035,9.94355,11.4545,8.90936
"KIF4B",0.0145807,0.0468512,0.0879324,0.0267738,0.0151665,0.0143224,0.0645628,0
"KIF5A",0.033354,0,0,0.0766173,0.0347147,0,0.0184645,0
"KIF5B",39.2134,30.5922,43.0847,30.3664,36.2838,28.3225,40.5307,34.997
"KIF5C",0.0182072,0.0194977,0.0456667,0.0250237,0.0189089,0.0447282,0.010073,0.0454407
"KIF6",0,0,0,0,0,0,0,0
"KIF7",0.904787,1.10536,0.980323,1.31074,1.16157,1.40261,0.845063,0.904369
"KIF9",7.5152,8.19586,8.73919,6.90686,6.28678,7.11851,8.18713,7.66746
"KIFAP3",4.81279,4.26397,4.67757,3.63836,3.86624,3.40964,4.9265,4.29686
"KIFC1",0,0,0,0,0,0,0,0
"KIFC2",3.31338,2.71694,2.59893,3.62137,3.746,4.88177,3.57166,2.65786
"KIFC3",3.73497,3.67225,3.73818,3.84977,4.68094,3.91909,3.9503,3.60363
"KIN",1.79228,1.76637,1.79703,0.991433,1.2485,1.82181,1.10535,1.49275
"KIR2DL1",0,0,0,0,0,0,0,0
"KIR2DL2",0,0,0,0,0,0,0,0
"KIR2DL3",0,0,0,0,0,0,0,0
"KIR2DL4",0,0,0,0,0,0,0,0
"KIR2DS1",0,0,0,0,0,0,0,0
"KIR2DS2",0,0,0,0,0,0,0,0
"KIR2DS4",0,0,0,0,0,0,0,0
"KIR3DL1",0,0,0,0,0,0,0,0
"KIR3DL2",0,0,0,0,0,0,0,0
"KIR3DL3",0,0,0,0,0,0,0,0
"KIR3DS1",0,0,0,0,0,0,0,0
"KIRREL2",0,0,0,0,0,0.0255543,0,0
"KIRREL3",0,0,0,0,0,0,0,0
"KISS1",1.23581,0.398546,0.386891,0.11825,0.398072,1.32548,0.27612,0.126905
"KISS1R",0,0,0,0,0,0,0,0
"KIT",4.10595,4.96759,5.69967,5.10848,4.67907,4.92109,6.7229,6.24532
"KITLG",5.67312,7.65899,6.40603,4.51794,3.10649,5.48083,6.64166,6.10314
"KL",0,0,0,0,0,0,0,0.0128045
"KLB",0.0628128,0.0672681,0.0210156,0.0191939,0.0326296,0.0514309,0.0579244,0.0731815
"KLC1",35.8535,33.822,36.8428,30.8968,35.8896,28.7967,33.2317,33.3522
"KLC2",8.97212,7.51305,8.70362,8.43377,10.5195,10.1898,10.0308,7.99354
"KLC3",0.0389885,0,0,0.0360864,0.163197,0.152779,0,0.156668
"KLC4",3.40761,2.71416,3.31176,3.23421,3.17251,3.20728,3.718,3.01758
"KLF1",0,0,0,0,0,0,0,0
"KLF10",37.3503,28.3821,35.7089,31.8833,37.7578,27.9987,38.4445,29.1699
"KLF11",1.81876,1.4999,1.73191,1.74472,2.06014,1.29629,1.9245,1.67391
"KLF12",42.5278,35.9714,42.5024,36.939,46.6467,40.0653,44.4716,39.1046
"KLF13",3.63009,3.6883,3.96063,3.4174,4.60997,4.101,4.27174,3.30832
"KLF14",0,0,0.0978201,0,0,0,0,0
"KLF15",0.478672,0.199461,0.268381,0.490502,0.499622,0.417605,0.442014,0.266613
"KLF16",5.17201,3.54009,5.0053,4.58792,6.03995,4.76003,5.14645,4.92283
"KLF17",0,0,0,0,0,0.0414011,0,0
"KLF2",13.4088,11.516,11.9498,13.118,13.586,17.1365,13.4092,11.6299
"KLF3",23.2235,20.9256,25.4451,21.5776,25.1492,19.2586,24.5303,22.7866
"KLF4",0.564933,0.581038,0.797118,0.665893,0.494745,0.621174,0.675858,0.588466
"KLF5",1.08171,0.778613,1.60926,0.801322,0.795826,0.552676,0.824376,0.752199
"KLF6",28.3929,25.5974,33.3231,23.491,31.8251,22.7879,29.143,26.224
"KLF7",14.855,11.1962,13.2745,12.7793,13.9917,10.2985,13.5476,11.7887
"KLF8",0.737067,0.935997,1.07741,1.06095,0.872039,1.17414,0.765268,1.29901
"KLF9",2.34895,1.97977,2.62795,2.51938,2.63741,2.67618,2.51694,2.10975
"KLHDC1",0.124041,0.239225,0.150131,0.274367,0.129404,0.170461,0.302345,0.198889
"KLHDC10",3.94845,3.5285,4.16865,4.13545,3.80343,2.98242,4.1294,4.03154
"KLHDC2",12.7939,11.4077,10.4726,8.6648,12.3866,9.19414,12.6473,10.3784
"KLHDC3",27.7134,26.1385,27.1006,29.3374,26.9469,26.7187,27.3714,24.2909
"KLHDC4",2.92021,3.6677,3.39469,2.57482,4.41414,3.8892,3.07533,3.72424
"KLHDC7A",0,0,0,0,0,0,0,0
"KLHDC7B",0,0,0,0,0,0,0,0
"KLHDC8A",0,0,0,0,0,0,0,0
"KLHDC8B",2.97189,2.07073,3.74012,3.48738,3.97035,3.0986,1.87992,2.59393
"KLHDC9",0.352459,0.453858,0.0721853,0.46266,0.0745159,0.413877,0,0.785846
"KLHL1",0,0,0,0,0,0,0,0
"KLHL10",0,0,0,0,0.0358305,0,0.0759589,0.0344049
"KLHL11",3.81498,3.41671,4.55655,3.76466,4.10066,3.45909,3.99227,3.83394
"KLHL12",21.1545,23.5296,20.2754,18.654,20.9586,22.7061,21.275,26.0806
"KLHL13",14.4533,11.9085,16.3571,13.109,14.6436,10.2086,15.1764,12.7807
"KLHL14",0,0,0,0.0418087,0,0.0149062,0.0336004,0.0455171
"KLHL15",1.52935,1.61612,1.70768,1.25327,1.37832,1.20083,1.21041,1.52713
"KLHL17",2.52683,2.69818,1.93029,3.28973,3.39226,3.18253,3.38863,2.56665
"KLHL18",6.04434,5.93225,6.04485,4.95836,5.53117,5.4823,6.30661,6.30804
"KLHL2",5.78039,4.45367,5.1143,4.58837,5.12732,3.29277,5.71468,5.31327
"KLHL20",6.0031,6.12069,5.51998,4.49823,4.88164,4.72922,5.9254,6.47431
"KLHL21",2.04176,1.81927,1.91975,2.14676,1.99598,1.92421,2.01771,1.87699
"KLHL22",7.16145,7.1198,6.88035,7.59479,8.88442,7.43393,8.10011,7.1369
"KLHL24",7.02979,6.18538,6.88098,6.37942,6.42742,5.52983,6.90025,7.27965
"KLHL25",1.75399,1.85987,2.03224,2.21482,1.56786,1.98353,1.84407,1.63062
"KLHL26",1.87789,1.51388,1.57475,1.49937,2.266,2.18623,1.21504,1.553
"KLHL28",2.75328,3.08242,2.87515,2.45068,3.50406,3.04882,3.2388,1.89959
"KLHL29",6.08012,6.93844,6.03143,7.9176,5.75427,8.15262,5.78739,6.91092
"KLHL3",5.76562,7.46772,5.25138,8.78577,5.86359,8.29487,5.43423,8.77047
"KLHL30",0,0,0.035612,0,0,0,0,0
"KLHL31",0,0,0,0.010183,0.01154,0,0,0.0110919
"KLHL32",0,0,0,0,0,0,0,0
"KLHL33",0,0.0399724,0.0377725,0,0,0.146297,0,0.074971
"KLHL34",0,0,0,0,0,0,0,0
"KLHL35",0.249661,0.0764557,0.108318,0.0660089,0.111973,0.0699673,0,0.107511
"KLHL36",5.18705,4.35973,4.80832,4.03986,5.6309,4.79948,5.90776,5.31552
"KLHL38",0,0,0.0384589,0,0,0,0,0
"KLHL4",6.64305,7.86115,6.68945,7.00288,6.66504,7.24753,7.47533,8.2771
"KLHL5",13.9927,15.3327,14.2758,11.6861,13.1166,12.5888,12.8206,13.5771
"KLHL6",4.93108,6.2037,5.36172,5.87977,4.81943,6.39005,4.52789,5.55602
"KLHL7",21.3857,22.9121,25.3256,26.3235,23.2702,17.4416,18.0426,21.1736
"KLHL8",1.36721,0.982644,1.49128,0.753931,0.976808,1.02263,1.56543,1.02596
"KLHL9",13.0239,11.8074,12.5263,10.5873,12.5927,8.94465,12.9658,12.4582
"KLK1",0.507439,0.388969,0.386094,0.408123,0.306706,0.742836,0.403184,0.484531
"KLK10",0,0,0.0224665,0,0,0.0218857,0,0
"KLK11",0,0,0,0,0,0,0,0
"KLK12",0,0,0,0,0,0,0,0
"KLK13",0.058975,0,0,0,0,0,0,0
"KLK14",0,0.0719174,0,0,0.141569,0,0,0.135742
"KLK15",0.0562194,0,0,0,0,0,0,0
"KLK2",0,0,0,0,0,0,0,0
"KLK3",0,0,0,0,0,0,0,0
"KLK4",0,0,0,0,0,0,0,0
"KLK5",0,0,0,0.0500328,0,0.157843,0,0
"KLK6",2.67307,4.88628,2.33533,6.36267,1.4446,4.45848,1.97804,5.1504
"KLK7",0,0,0,0,0,0,0,0
"KLK8",0,0,0,0,0,0,0,0
"KLK9",0,0,0,0,0,0,0,0
"KLKB1",0,0,0,0.0837676,0,0,0,0
"KLLN",0.302318,0.340002,0.288725,0.333144,0.204432,0.400883,0.351411,0.45337
"KLRB1",0,0,0,0,0,0,0,0
"KLRC1",0,0,0,0,0,0,0,0
"KLRC2",0,0,0,0,0,0,0,0
"KLRC3",0,0,0,0,0,0,0,0
"KLRD1",0.147792,0.222655,0.124531,0.306405,0.18032,0.0850582,0.2442,0.225253
"KLRF1",0,0,0,0,0,0,0,0
"KLRF2",0,0,0,0,0,0,0,0
"KLRG1",11.2195,10.9119,10.7416,8.5834,11.5955,9.08833,6.32789,11.1998
"KLRG2",0,0,0,0,0.0485591,0,0,0
"KLRK1",12.3495,12.4934,14.4968,8.11566,10.378,10.5091,14.1183,7.79346
"KMO",0,0.0520741,0,0,0,0,0,0
"KNCN",0,0,0,0,0,0,0,0
"KNDC1",0,0,0.0187838,0,0,0,0.0310724,0
"KNG1",0,0,0,0,0,0,0,0
"KNTC1",6.70747,6.3684,7.65102,5.87836,5.94165,5.21888,7.47437,6.96408
"KPNA1",10.0935,10.5816,11.244,9.5957,9.92285,9.23816,9.77834,10.3651
"KPNA2",568.885,623.247,684.03,658.687,547.553,543.356,645.645,629.805
"KPNA3",30.0406,29.3241,35.2688,28.7832,28.5902,25.9345,33.2552,31.9421
"KPNA4",9.79918,9.66529,10.0575,9.2325,9.57541,9.11153,9.91207,9.05604
"KPNA5",1.80247,1.83002,1.02299,1.13952,1.1569,0.806675,1.50739,1.30145
"KPNA6",27.9838,25.1384,31.5298,27.2505,29.4658,25.0179,29.5699,26.9164
"KPNA7",0,0,0,0,0,0,0,0
"KPNB1",79.3206,74.5027,83.8398,81.9174,80.7937,72.5401,78.7689,76.5243
"KPRP",0,0,0,0,0,0,0,0
"KPTN",3.54769,3.96955,2.77298,4.02224,3.85421,3.55368,3.97347,2.54296
"KRAS",8.30448,7.56875,9.05487,7.196,6.94953,6.74215,8.12979,8.02236
"KRBA1",1.48941,1.43508,1.13267,2.15126,1.58955,1.52286,1.79763,1.59134
"KRBA2",1.64936,4.4686,3.80629,3.06241,3.54617,2.79577,3.09932,4.6263
"KRBOX1",0,0,0,0,0,0.12629,0,0
"KRCC1",14.9848,16.069,20.3504,17.2332,16.2838,13.1164,15.0017,15.1819
"KREMEN1",0.352025,0.128343,0.390843,0.256532,0.269607,0.231206,0.250688,0.217351
"KREMEN2",0,0,0.0378115,0,0,0,0,0.0750565
"KRI1",2.89569,3.3422,2.73536,3.09435,3.99062,4.24376,3.83923,3.83472
"KRIT1",5.31591,4.71727,5.44352,4.8402,5.92077,4.3295,6.10513,5.10933
"KRR1",3.98848,4.50077,3.95045,4.43998,3.70484,3.87402,4.58596,3.75505
"KRT1",0,0,0,0,0,0,0,0
"KRT10",0.829879,0.820965,0.839047,0.707885,0.700698,1.12737,1.30923,1.12148
"KRT12",0,0,0,0,0,0,0,0.0347373
"KRT13",0,0,0,0,0,0,0,0
"KRT14",0,0,0,0,0,0,0,0
"KRT15",0.500883,1.55493,1.02306,1.24777,0.704313,0.819274,0.991013,1.06307
"KRT16",0,0,0,0,0,0,0,0
"KRT17",0.0452365,0.0485014,0,0.168046,0.0474711,0,0,0
"KRT18",307.626,346.607,271.392,345.825,282.555,339.32,268.717,303.478
"KRT19",10.9167,15.3805,10.5042,17.0272,12.2397,15.8313,11.3042,13.7685
"KRT2",0,0,0,0,0,0,0,0
"KRT20",0,0,0,0,0,0,0,0
"KRT222",0.0808741,0,0.0410026,0,0,0,0,0
"KRT23",0,0,0,0,0,0.0312025,0,0
"KRT24",0,0,0,0,0,0,0,0
"KRT25",0,0,0,0,0,0,0,0
"KRT26",0,0,0,0,0,0,0,0
"KRT27",0,0,0,0,0,0,0,0
"KRT28",0,0,0,0,0,0,0,0
"KRT3",0,0,0,0,0,0,0,0
"KRT31",0,0,0,0,0,0,0,0
"KRT32",0,0,0,0,0,0,0,0
"KRT33A",0,0,0,0,0,0,0,0
"KRT33B",0,0,0,0,0,0,0,0
"KRT34",0,0,0,0,0,0,0,0
"KRT35",0,0,0,0,0,0,0,0
"KRT36",0,0,0,0.0798334,0,0,0,0
"KRT37",0,0,0,0,0,0,0,0
"KRT38",0,0,0,0,0,0,0,0
"KRT39",0,0,0,0,0,0,0,0
"KRT4",0,0,0,0,0,0,0,0
"KRT40",0,0,0,0,0,0,0,0
"KRT5",0,0,0,0,0,0,0,0
"KRT6A",0,0,0,0,0,0,0,0
"KRT6B",0,0,0,0,0,0,0,0
"KRT6C",0,0,0,0,0,0,0,0
"KRT7",63.4671,58.0605,84.2269,84.9819,71.6478,74.9572,82.2697,61.3432
"KRT71",0,0,0,0,0,0,0,0
"KRT72",0,0,0,0,0,0,0,0
"KRT73",0,0,0,0,0,0,0,0
"KRT74",0,0,0,0,0,0,0,0
"KRT75",0,0,0,0,0,0,0,0
"KRT76",0,0,0,0,0,0,0,0
"KRT77",0,0,0,0,0,0,0,0
"KRT78",0,0,0,0,0,0,0,0
"KRT79",0,0,0,0,0,0,0,0
"KRT8",2.80088,5.58148,3.34904,5.12895,4.7833,4.87598,3.46467,4.06047
"KRT80",6.70916,6.22011,7.58091,8.33202,6.17225,8.27631,7.42681,6.31744
"KRT81",0,0.038861,0,0.167789,0,0,0,0
"KRT82",0,0,0,0,0,0,0,0
"KRT83",0,0,0,0,0,0,0,0
"KRT84",0,0,0,0,0,0,0,0
"KRT85",0,0,0,0,0,0,0,0
"KRT86",0,0.0351025,0,0,0,0,0.0363126,0
"KRT9",0,0,0,0,0,0,0,0
"KRTAP1-1",0,0,0,0,0,0,0,0
"KRTAP1-3",0,0,0,0,0,0,0,0
"KRTAP1-5",0,0,0,0,0,0,0,0
"KRTAP10-1",0,0,0,0,0,0,0,0
"KRTAP10-10",0,0,0,0,0,0,0,0
"KRTAP10-11",0,0,0,0,0,0,0,0
"KRTAP10-12",0,0,0,0,0,0,0,0
"KRTAP10-2",0,0,0,0,0,0,0,0
"KRTAP10-3",0,0,0,0,0,0,0,0
"KRTAP10-4",0,0,0,0,0,0,0,0
"KRTAP10-5",0,0,0,0,0,0,0,0
"KRTAP10-6",0,0,0,0,0,0,0,0
"KRTAP10-7",0,0,0,0,0,0,0,0
"KRTAP10-8",0,0,0,0,0,0,0,0
"KRTAP10-9",0,0,0,0,0,0,0,0
"KRTAP11-1",0,0,0,0,0,0,0,0
"KRTAP12-1",0,0,0,0,0,0,0,0
"KRTAP12-2",0,0,0,0,0,0,0,0
"KRTAP12-3",0,0,0,0,0,0,0,0
"KRTAP12-4",0,0,0,0,0,0,0,0
"KRTAP13-1",0,0,0,0,0,0,0,0
"KRTAP13-2",0,0,0,0,0,0,0,0
"KRTAP13-3",0,0,0,0,0,0,0,0
"KRTAP13-4",0,0,0,0,0,0,0,0
"KRTAP15-1",0,0,0,0,0,0,0,0
"KRTAP16-1",0,0,0,0,0,0,0,0
"KRTAP17-1",0,0,0,0,0,0,0,0
"KRTAP19-1",0,0,0,0,0,0,0,0
"KRTAP19-2",0,0,0,0,0,0,0,0
"KRTAP19-3",0,0,0,0,0,0,0,0
"KRTAP19-4",0,0,0,0,0,0,0,0
"KRTAP19-5",0,0,0,0,0,0,0,0
"KRTAP19-6",0,0,0,0,0,0,0,0
"KRTAP19-7",0,0,0,0,0,0,0,0
"KRTAP19-8",0,0,0,0,0,0,0,0
"KRTAP2-1",0,0,0,0,0,0,0,0
"KRTAP2-2",0,0,0,0,0,0,0,0
"KRTAP2-4",0,0,0,0,0,0,0,0
"KRTAP20-1",0,0,0,0,0,0,0,0
"KRTAP20-2",0,0,0,0,0,0,0,0
"KRTAP20-3",0,0,0,0,0,0,0,0
"KRTAP20-4",0,0,0,0,0,0,0,0
"KRTAP21-1",0,0,0,0,0,0,0,0
"KRTAP21-2",0,0,0,0,0,0,0,0
"KRTAP21-3",0,0,0,0,0,0,0,0
"KRTAP22-1",0,0,0,0,0,0,0,0
"KRTAP22-2",0,0,0,0,0,0,0,0
"KRTAP23-1",0,0,0,0,0,0,0,0
"KRTAP24-1",0,0,0,0,0,0,0,0
"KRTAP25-1",0,0,0,0,0,0,0,0
"KRTAP26-1",0,0,0,0,0,0,0,0
"KRTAP27-1",0,0,0,0,0,0,0,0
"KRTAP3-1",0,0,0,0,0,0,0,0
"KRTAP3-2",0,0,0,0,0,0,0,0
"KRTAP3-3",0,0,0,0,0,0,0,0
"KRTAP4-1",0,0,0,0,0,0,0,0
"KRTAP4-11",0,0,0,0,0,0,0,0
"KRTAP4-12",0,0,0,0,0,0,0,0
"KRTAP4-2",0,0,0,0,0,0,0,0
"KRTAP4-3",0,0,0,0,0,0,0,0
"KRTAP4-4",0,0,0,0,0,0,0,0
"KRTAP4-5",0,0,0,0,0,0,0,0
"KRTAP4-6",0,0,0,0,0,0,0,0
"KRTAP4-7",0,0,0,0,0,0,0,0
"KRTAP4-8",0,0,0,0,0,0,0,0
